_PARTIES	Democrat	Republican	Total
WASHINGTON__IN	3909	6533	10737
WAYNE__IN	10591	14321	25477
WELLS__IN	3436	9256	12935
WHITE__IN	3637	5970	9903
WHITLEY__IN	4420	10258	15011
ADAIR__IA	1790	2114	3996
ADAMS__IA	1028	1108	2185
ALLAMAKEE__IA	3553	3264	6934
APPANOOSE__IA	2951	3161	6245
AUDUBON__IA	1611	1802	3457
BENTON__IA	6862	6940	14023
BLACK_HAWK__IA	39821	26235	67141
BOONE__IA	7512	6556	14388
BREMER__IA	6763	6405	13346
BUCHANAN__IA	5911	4450	10535
BUENA_VISTA__IA	3700	4554	8383
BUTLER__IA	3329	4106	7545
CALHOUN__IA	2238	2891	5230
CARROLL__IA	4947	5601	10674
CASS__IA	2858	4217	7205
CEDAR__IA	4972	4529	9649
CERRO_GORDO__IA	13316	10128	23824
CHEROKEE__IA	2634	3662	6415
CHICKASAW__IA	3554	2836	6484
CLARKE__IA	2189	2124	4430
CLAY__IA	3385	4951	8502
CLAYTON__IA	4806	4164	9138
CLINTON__IA	15141	9432	25000
CRAWFORD__IA	3066	3595	6752
DALLAS__IA	16576	20988	38116
DAVIS__IA	1520	2138	3773
DECATUR__IA	1791	1947	3833
DELAWARE__IA	4616	4636	9378
DES_MOINES__IA	11888	8136	20385
DICKINSON__IA	4095	5912	10159
DUBUQUE__IA	28768	21280	50894
EMMET__IA	2099	2507	4687
FAYETTE__IA	5732	4492	10366
FLOYD__IA	4680	3472	8257
FRANKLIN__IA	2266	2823	5186
FREMONT__IA	1637	1972	3668
GREENE__IA	2375	2380	4846
GRUNDY__IA	2635	4215	6962
GUTHRIE__IA	2569	3171	5888
HAMILTON__IA	3782	3991	7927
HANCOCK__IA	2521	3317	5925
HARDIN__IA	4075	4670	8898
HARRISON__IA	3136	4065	7322
HENRY__IA	4460	5035	9697
HOWARD__IA	2768	1795	4645
HUMBOLDT__IA	1972	3099	5158
IDA__IA	1321	2286	3663
IOWA__IA	4144	4569	8866
JACKSON__IA	5907	4177	10242
JASPER__IA	10257	8877	19515
JEFFERSON__IA	4798	3436	8530
JOHNSON__IA	50666	23698	75977
JONES__IA	5534	4721	10449
KEOKUK__IA	2303	2843	5266
KOSSUTH__IA	3850	4937	8923
LEE__IA	10714	7785	18911
LINN__IA	68581	47622	118453
LOUISA__IA	2452	2420	4968
LUCAS__IA	1987	2254	4323
LYON__IA	1423	4978	6509
MADISON__IA	3630	4638	8458
MAHASKA__IA	4213	6448	10883
MARION__IA	7507	9828	17687
MARSHALL__IA	10257	8472	19064
MILLS__IA	2848	4216	7212
MITCHELL__IA	2831	2643	5586
MONONA__IA	2101	2557	4742
MONROE__IA	1731	2026	3830
MONTGOMERY__IA	1922	3001	5025
MUSCATINE__IA	11323	8168	19865
O_BRIEN__IA	1969	5266	7341
OSCEOLA__IA	912	2230	3194
PAGE__IA	2613	4348	7079
PALO_ALTO__IA	2139	2660	4887
PLYMOUTH__IA	4164	8597	12950
POCAHONTAS__IA	1523	2396	4032
POLK__IA	128465	96096	228882
POTTAWATTAMIE__IA	19644	21860	42301
POWESHIEK__IA	5357	4424	9975
RINGGOLD__IA	1186	1368	2599
SAC__IA	2122	3094	5291
SCOTT__IA	50652	38251	90263
SHELBY__IA	2469	3911	6483
SIOUX__IA	2700	14407	17308
STORY__IA	26192	19668	47150
TAMA__IA	4768	4098	9017
TAYLOR__IA	1262	1683	2995
UNION__IA	3043	2813	5957
VAN_BUREN__IA	1402	2064	3569
WAPELLO__IA	8663	6789	15770
WARREN__IA	12551	13052	26072
WASHINGTON__IA	5115	5562	11004
WAYNE__IA	1251	1583	2900
WEBSTER__IA	9537	8469	18292
WINNEBAGO__IA	2903	2906	5918
WINNESHIEK__IA	6256	4622	11084
WOODBURY__IA	22302	21841	45019
WORTH__IA	2350	1744	4172
WRIGHT__IA	2836	3349	6278
ALLEN__KS	1869	3316	5310
ANDERSON__KS	944	2276	3315
ATCHISON__KS	2567	3917	6674
BARBER__KS	482	1772	2314
BARTON__KS	2297	7874	10341
BOURBON__KS	1996	4102	6254
BROWN__KS	1076	2829	3993
BUTLER__KS	7282	18157	26085
CHASE__KS	358	875	1271
CHAUTAUQUA__KS	280	1304	1630
CHEROKEE__KS	2930	5456	8571
CHEYENNE__KS	233	1159	1426
CLARK__KS	174	805	1017
CLAY__KS	834	2788	3686
CLOUD__KS	974	2954	4058
COFFEY__KS	898	2903	3906
COMANCHE__KS	143	767	928
COWLEY__KS	4319	8081	12710
CRAWFORD__KS	6826	7708	14945
DECATUR__KS	266	1218	1532
DICKINSON__KS	2020	5832	8042
DONIPHAN__KS	902	2414	3403
DOUGLAS__KS	29267	17401	48145
EDWARDS__KS	298	1059	1385
ELK__KS	281	1049	1369
ELLIS__KS	3057	8399	11714
ELLSWORTH__KS	702	1930	2712
FINNEY__KS	2682	6219	9084
FORD__KS	2600	5602	8362
FRANKLIN__KS	3694	6984	10990
GEARY__KS	3332	4372	7845
GOVE__KS	176	1168	1383
GRAHAM__KS	256	1056	1340
GRANT__KS	456	1811	2306
GRAY__KS	324	1603	1958
GREELEY__KS	113	543	670
GREENWOOD__KS	478	1590	2123
HAMILTON__KS	163	693	877
HARPER__KS	550	1759	2389
HARVEY__KS	5373	8588	14294
HASKELL__KS	215	1159	1396
HODGEMAN__KS	179	868	1060
JACKSON__KS	1901	3527	5561
JEFFERSON__KS	2977	4827	8013
JEWELL__KS	229	1235	1497
JOHNSON__KS	110526	158401	274365
KEARNY__KS	268	1097	1386
KINGMAN__KS	733	2397	3231
KIOWA__KS	163	976	1144
LABETTE__KS	3117	4742	8037
LANE__KS	172	739	928
LEAVENWORTH__KS	11357	17059	29085
LINCOLN__KS	289	1165	1483
LINN__KS	1170	3177	4467
LOGAN__KS	197	1126	1350
LYON__KS	5111	6470	11875
MCPHERSON__KS	3449	8545	12297
MARION__KS	1385	3889	5409
MARSHALL__KS	1469	3195	4773
MEADE__KS	258	1428	1709
MIAMI__KS	4712	9858	14856
MITCHELL__KS	584	2327	2965
MONTGOMERY__KS	3501	8630	12417
MORRIS__KS	718	1773	2562
MORTON__KS	189	1072	1278
NEMAHA__KS	1000	3930	5026
NEOSHO__KS	2050	4272	6480
NESS__KS	218	1209	1444
NORTON__KS	398	1878	2325
OSAGE__KS	2268	4427	6906
OSBORNE__KS	324	1479	1838
OTTAWA__KS	558	2295	2933
PAWNEE__KS	718	1836	2608
PHILLIPS__KS	382	2135	2565
POTTAWATOMIE__KS	2335	6804	9479
PRATT__KS	980	2771	3801
RAWLINS__KS	190	1223	1444
RENO__KS	8085	15718	24422
REPUBLIC__KS	477	2134	2686
RICE__KS	911	2676	3681
RILEY__KS	8977	11507	21101
ROOKS__KS	361	2038	2460
RUSH__KS	367	1166	1570
RUSSELL__KS	593	2553	3200
SALINE__KS	7040	13840	21496
SCOTT__KS	277	1728	2052
SEDGWICK__KS	71977	106506	182895
SEWARD__KS	1490	3617	5176
SHAWNEE__KS	36975	37782	76508
SHERIDAN__KS	168	1154	1342
SHERMAN__KS	577	1976	2623
SMITH__KS	358	1624	2023
STAFFORD__KS	404	1385	1839
STANTON__KS	143	605	759
STEVENS__KS	252	1749	2034
SUMNER__KS	2658	6260	9141
THOMAS__KS	598	2788	3474
TREGO__KS	291	1261	1579
WABAUNSEE__KS	918	2256	3267
WALLACE__KS	68	719	798
WASHINGTON__KS	524	2316	2889
WICHITA__KS	157	821	987
WILSON__KS	818	2825	3717
WOODSON__KS	380	1035	1447
WYANDOTTE__KS	34302	15496	50738
ADAIR__KY	1660	5841	7600
ALLEN__KY	1808	5184	7100
ANDERSON__KY	3315	6822	10320
BALLARD__KY	1189	2647	3895
BARREN__KY	5400	10922	16568
BATH__KY	1770	2275	4122
BELL__KY	2224	7127	9482
BOONE__KY	15629	35922	52511
BOURBON__KY	3075	4692	7923
BOYD__KY	7776	10884	19049
BOYLE__KY	4471	7703	12373
BRACKEN__KY	1147	2029	3232
BREATHITT__KY	1562	3318	5008
BRECKINRIDGE__KY	2825	5025	7969
BULLITT__KY	9971	21306	31779
BUTLER__KY	1293	3716	5060
CALDWELL__KY	1852	3904	5860
CALLOWAY__KY	5317	9440	15072
CAMPBELL__KY	15080	24240	40177
CARLISLE__KY	750	1835	2619
CARROLL__KY	1629	1999	3680
CARTER__KY	3383	5279	8908
CASEY__KY	1086	4904	6091
CHRISTIAN__KY	8252	13475	21955
CLARK__KY	5228	9931	15416
CLAY__KY	1111	6176	7383
CLINTON__KY	752	3569	4393
CRITTENDEN__KY	960	2839	3854
CUMBERLAND__KY	599	2216	2854
DAVIESS__KY	16208	25092	42087
EDMONSON__KY	1374	3232	4668
ELLIOTT__KY	1186	1126	2399
ESTILL__KY	1356	3749	5184
FAYETTE__KY	62080	60795	125866
FLEMING__KY	1911	3780	5782
FLOYD__KY	4733	9784	14890
FRANKLIN__KY	11535	11345	23337
FULTON__KY	1022	1425	2481
GALLATIN__KY	1238	1758	3061
GARRARD__KY	1661	5310	7077
GRANT__KY	2810	5664	8608
GRAVES__KY	4547	10699	15503
GRAYSON__KY	2744	6404	9271
GREEN__KY	1165	3634	4856
GREENUP__KY	6027	8855	15168
HANCOCK__KY	1833	2212	4134
HARDIN__KY	15214	23357	39218
HARLAN__KY	1830	8652	10657
HARRISON__KY	2471	4556	7163
HART__KY	2283	4257	6622
HENDERSON__KY	8091	10296	18622
HENRY__KY	2530	3940	6590
HICKMAN__KY	686	1431	2139
HOPKINS__KY	5789	13681	19767
JACKSON__KY	612	4365	5061
JEFFERSON__KY	186181	148423	339579
JESSAMINE__KY	6001	14233	20633
JOHNSON__KY	1723	7095	9035
KENTON__KY	24920	41389	67704
KNOTT__KY	1420	4130	5693
KNOX__KY	2484	8467	11100
LARUE__KY	1733	3911	5764
LAUREL__KY	3905	18151	22408
LAWRENCE__KY	1520	3995	5592
LEE__KY	595	1977	2623
LESLIE__KY	433	4439	4950
LETCHER__KY	1702	6811	8758
LEWIS__KY	1342	3326	4769
LINCOLN__KY	2582	6416	9152
LIVINGSTON__KY	1346	3089	4511
LOGAN__KY	3469	6899	10510
LYON__KY	1373	2412	3839
MCCRACKEN__KY	10062	19979	30551
MCCREARY__KY	1069	4564	5707
MCLEAN__KY	1432	2705	4200
MADISON__KY	11512	21128	33322
MAGOFFIN__KY	1433	3391	4906
MARION__KY	3418	3800	7318
MARSHALL__KY	5022	10402	15719
MARTIN__KY	574	3180	3824
MASON__KY	2592	4197	6881
MEADE__KY	4122	6606	10916
MENIFEE__KY	1048	1484	2598
MERCER__KY	2966	6820	9939
METCALFE__KY	1425	2676	4184
MONROE__KY	936	3762	4746
MONTGOMERY__KY	3701	6398	10248
MORGAN__KY	1369	3021	4472
MUHLENBERG__KY	4771	7762	12739
NELSON__KY	7611	10673	18533
NICHOLAS__KY	948	1583	2581
OHIO__KY	2987	6470	9646
OLDHAM__KY	9240	20179	29884
OWEN__KY	1501	2971	4557
OWSLEY__KY	283	1279	1580
PENDLETON__KY	1859	3556	5534
PERRY__KY	2047	8040	10241
PIKE__KY	5646	17590	23636
POWELL__KY	1620	2766	4481
PULASKI__KY	4976	20714	26003
ROBERTSON__KY	340	579	935
ROCKCASTLE__KY	1097	5028	6216
ROWAN__KY	3438	4035	7665
RUSSELL__KY	1445	6346	7909
SCOTT__KY	7532	12679	20573
SHELBY__KY	6634	11790	18663
SIMPSON__KY	2650	4355	7093
SPENCER__KY	2549	5726	8431
TAYLOR__KY	3285	7551	10950
TODD__KY	1403	3247	4718
TRIGG__KY	2115	4520	6742
TRIMBLE__KY	1355	2133	3543
UNION__KY	1942	3955	5979
WARREN__KY	16805	26384	43903
WASHINGTON__KY	1669	3495	5219
WAYNE__KY	1855	5289	7210
WEBSTER__KY	1765	3607	5470
WHITLEY__KY	2683	10232	13072
WOLFE__KY	976	1542	2559
WOODFORD__KY	4883	7219	12332
ACADIA__LA	6560	19931	26835
ALLEN__LA	2617	6495	9307
ASCENSION__LA	16349	33856	51073
ASSUMPTION__LA	4754	6083	10992
AVOYELLES__LA	6077	10670	17032
BEAUREGARD__LA	2828	11112	14225
BIENVILLE__LA	3490	3641	7203
BOSSIER__LA	12956	34988	48562
CADDO__LA	58042	52459	111765
CALCASIEU__LA	28359	51850	81726
CALDWELL__LA	1016	3640	4716
CAMERON__LA	408	3260	3744
CATAHOULA__LA	1408	2744	4193
CLAIBORNE__LA	3014	3649	6732
CONCORDIA__LA	3833	5450	9380
DE_SOTO__LA	5553	7353	13051
EAST_BATON_ROUGE__LA	102656	92292	198171
EAST_CARROLL__LA	2478	1508	4008
EAST_FELICIANA__LA	4648	5397	10209
EVANGELINE__LA	5330	10181	15770
FRANKLIN__LA	2921	6294	9336
GRANT__LA	1422	7082	8667
IBERIA__LA	12132	20892	33397
IBERVILLE__LA	9548	7271	17014
JACKSON__LA	2305	5132	7529
JEFFERSON__LA	70384	102536	176343
JEFFERSON_DAVIS__LA	3484	10014	13734
LAFAYETTE__LA	31768	64992	98642
LAFOURCHE__LA	9623	28592	39075
LASALLE__LA	764	5726	6572
LINCOLN__LA	7956	10739	18993
LIVINGSTON__LA	7451	45513	54062
MADISON__LA	3154	2000	5187
MOREHOUSE__LA	5888	6591	12614
NATCHITOCHES__LA	7942	9077	17258
ORLEANS__LA	126722	28003	157813
OUACHITA__LA	26645	40948	68474
PLAQUEMINES__LA	3599	6471	10239
POINTE_COUPEE__LA	5436	6548	12147
RAPIDES__LA	20045	37193	58019
RED_RIVER__LA	2253	2483	4807
RICHLAND__LA	3387	5846	9329
SABINE__LA	2194	7738	10053
ST__BERNARD__LA	5059	8501	13955
ST__CHARLES__LA	8896	15937	25333
ST__HELENA__LA	3780	2529	6394
ST__JAMES__LA	7059	5209	12395
ST__JOHN_THE_BAPTIST__LA	13179	7620	21123
ST__LANDRY__LA	19668	21475	41647
ST__MARTIN__LA	9422	15653	25433
ST__MARY__LA	9450	13885	23640
ST__TAMMANY__LA	25728	84723	112902
TANGIPAHOA__LA	17722	31590	50099
TENSAS__LA	1564	1230	2812
TERREBONNE__LA	12074	29503	42341
UNION__LA	3075	7561	10766
VERMILION__LA	5720	18910	24987
VERNON__LA	3173	12150	15610
WASHINGTON__LA	6466	11798	18581
WEBSTER__LA	6802	11400	18416
WEST_BATON_ROUGE__LA	5692	6922	12774
WEST_CARROLL__LA	853	3628	4548
WEST_FELICIANA__LA	2441	3257	5777
WINN__LA	1919	4541	6534
ANDROSCOGGIN__ME	28989	22232	52862
AROOSTOOK__ME	17777	15196	33860
CUMBERLAND__ME	101950	57821	163786
FRANKLIN__ME	9367	6369	16282
HANCOCK__ME	17569	12324	30799
KENNEBEC__ME	35068	26519	63497
KNOX__ME	13223	8248	22067
LINCOLN__ME	11315	8899	20757
OXFORD__ME	16330	11996	29420
PENOBSCOT__ME	38811	36547	77306
PISCATAQUIS__ME	4149	4530	8955
SAGADAHOC__ME	11821	8429	20794
SOMERSET__ME	12216	11800	24787
WALDO__ME	11296	9058	21061
WASHINGTON__ME	7803	7550	15836
YORK__ME	61551	43900	108057
ALLEGANY__MD	9805	19230	29850
ANNE_ARUNDEL__MD	126635	126832	260155
BALTIMORE_COUNTY__MD	220322	154908	384782
CALVERT__MD	20529	23952	45518
CAROLINE__MD	4970	8098	13357
CARROLL__MD	27939	56761	87536
CECIL__MD	16557	24806	42480
CHARLES__MD	48774	25178	75222
DORCHESTER__MD	7257	7976	15444
FREDERICK__MD	55146	58798	117115
GARRETT__MD	3124	9743	13157
HARFORD__MD	49729	72911	125954
HOWARD__MD	91393	57758	153108
KENT__MD	4842	4870	9904
MONTGOMERY__MD	323400	123353	455992
PRINCE_GEORGE_S__MD	347938	35734	387744
QUEEN_ANNE_S__MD	8556	15823	24888
ST_MARY_S__MD	19711	26797	47824
SOMERSET__MD	5240	5042	10399
TALBOT__MD	8808	11339	20459
WASHINGTON__MD	25042	36074	62755
WICOMICO__MD	19635	21764	42259
WORCESTER__MD	11014	15951	27420
BALTIMORE_CITY__MD	221478	28171	254005
BARNSTABLE__MA	70822	60446	133115
BERKSHIRE__MA	48843	14252	64486
BRISTOL__MA	142962	93752	241509
DUKES__MA	7978	2792	10968
ESSEX__MA	210302	150480	366357
FRANKLIN__MA	27072	9344	37758
HAMPDEN__MA	123619	73392	200399
HAMPSHIRE__MA	57359	21480	81621
MIDDLESEX__MA	471804	267321	754170
NANTUCKET__MA	3830	2187	6120
NORFOLK__MA	202714	148393	356523
PLYMOUTH__MA	131845	121086	256531
SUFFOLK__MA	223896	59999	289098
WORCESTER__MA	198244	163390	369112
ALCONA__MI	2472	3571	6104
ALGER__MI	2212	2330	4618
ALLEGAN__MI	20806	31123	52619
ALPENA__MI	6549	7298	14014
ANTRIM__MI	5107	7917	13195
ARENAC__MI	3669	4057	7841
BARAGA__MI	1574	1866	3490
BARRY__MI	11491	16655	28512
BAY__MI	27877	24911	53381
BENZIE__MI	4685	5075	9901
BERRIEN__MI	33465	38209	72497
BRANCH__MI	6913	10035	17147
CALHOUN__MI	29267	28333	58327
CASS__MI	9591	12659	22490
CHARLEVOIX__MI	5939	8000	14090
CHEBOYGAN__MI	5831	7286	13311
CHIPPEWA__MI	7100	8278	15564
CLARE__MI	6338	6988	13504
CLINTON__MI	18191	20650	39235
CRAWFORD__MI	2994	3744	6814
DELTA__MI	8330	9534	18050
DICKINSON__MI	4952	7688	12810
EATON__MI	27913	26197	54788
EMMET__MI	7225	10253	17709
GENESEE__MI	128978	71808	202933
GLADWIN__MI	5760	6661	12583
GOGEBIC__MI	4058	3444	7576
GRAND_TRAVERSE__MI	20875	26534	47999
GRATIOT__MI	7610	8241	16035
HILLSDALE__MI	7106	11727	19100
HOUGHTON__MI	6801	8196	15282
HURON__MI	6518	8806	15484
INGHAM__MI	80847	45306	127910
IONIA__MI	11018	14315	25761
IOSCO__MI	6242	6909	13344
IRON__MI	2687	3224	5988
ISABELLA__MI	13038	10800	24119
JACKSON__MI	32301	36298	69446
KALAMAZOO__MI	69051	52662	123178
KALKASKA__MI	3272	4901	8299
KENT__MI	133408	155925	292985
KEWEENAW__MI	582	774	1392
LAKE__MI	2752	2487	5287
LAPEER__MI	18796	23734	43115
LEELANAU__MI	6576	7483	14176
LENAWEE__MI	21776	22351	44724
LIVINGSTON__MI	37216	60083	98337
LUCE__MI	991	1580	2596
MACKINAC__MI	2652	3397	6099
MACOMB__MI	208016	191913	404086
MANISTEE__MI	6473	5737	12402
MARQUETTE__MI	18115	13606	32194
MASON__MI	6856	7580	14604
MECOSTA__MI	7515	9176	16913
MENOMINEE__MI	5242	5564	10923
MIDLAND__MI	17450	23919	41754
MISSAUKEE__MI	2274	4665	7027
MONROE__MI	36310	35593	72853
MONTCALM__MI	11430	13621	25431
MONTMORENCY__MI	2049	2928	5051
MUSKEGON__MI	44436	30884	76163
NEWAYGO__MI	8728	12457	21478
OAKLAND__MI	349002	296514	651607
OCEANA__MI	5063	6239	11450
OGEMAW__MI	4791	5437	10361
ONTONAGON__MI	1586	1906	3539
OSCEOLA__MI	3981	6141	10278
OSCODA__MI	1657	2308	4042
OTSEGO__MI	4681	7011	11832
OTTAWA__MI	42737	88166	132312
PRESQUE_ISLE__MI	3192	3794	7080
ROSCOMMON__MI	6198	6701	13032
SAGINAW__MI	54381	42720	98062
ST__CLAIR__MI	33983	39271	74181
ST__JOSEPH__MI	10112	12978	23341
SANILAC__MI	7212	10963	18369
SCHOOLCRAFT__MI	1865	2142	4048
SHIAWASSEE__MI	17197	15962	33679
TUSCOLA__MI	11425	14240	26003
VAN_BUREN__MI	16290	16141	32837
WASHTENAW__MI	120890	56412	179592
WAYNE__MI	595846	213814	815825
WEXFORD__MI	6184	8450	14853
AITKIN__MN	4412	4533	9142
ANOKA__MN	88614	93430	186465
BECKER__MN	6829	9204	16382
BELTRAMI__MN	11818	9637	22051
BENTON__MN	8173	10849	19619
BIG_STONE__MN	1345	1385	2789
BLUE_EARTH__MN	18164	14916	34274
BROWN__MN	5630	7938	13929
CARLTON__MN	11389	6586	18436
CARVER__MN	20745	31155	52899
CASS__MN	6858	8957	16141
CHIPPEWA__MN	3083	2967	6201
CHISAGO__MN	12524	16227	29441
CLAY__MN	15208	12920	28886
CLEARWATER__MN	1753	2359	4197
COOK__MN	1993	1221	3322
COTTONWOOD__MN	2433	3316	5862
CROW_WING__MN	14760	19415	34920
DAKOTA__MN	116255	109516	230821
DODGE__MN	4487	5522	10327
DOUGLAS__MN	8653	11884	20953
FARIBAULT__MN	3407	4104	7713
FILLMORE__MN	5713	4913	10892
FREEBORN__MN	9326	6969	16706
GOODHUE__MN	12212	12986	25801
GRANT__MN	1647	1748	3487
HENNEPIN__MN	423982	240073	680065
HOUSTON__MN	5281	4951	10446
HUBBARD__MN	4676	6622	11520
ISANTI__MN	8024	11675	20217
ITASCA__MN	12852	10501	23919
JACKSON__MN	2268	3044	5430
KANABEC__MN	3593	4328	8150
KANDIYOHI__MN	9805	11240	21465
KITTSON__MN	1241	1095	2420
KOOCHICHING__MN	3451	2841	6458
LAC_QUI_PARLE__MN	1974	1938	3984
LAKE__MN	4043	2610	6820
LAKE_OF_THE_WOODS__MN	859	1306	2234
LE_SUEUR__MN	6753	7715	14795
LINCOLN__MN	1429	1595	3120
LYON__MN	5465	6594	12388
MCLEOD__MN	6968	11069	18553
MAHNOMEN__MN	1276	871	2182
MARSHALL__MN	1998	2569	4698
MARTIN__MN	4054	6657	10968
MEEKER__MN	4969	6913	12214
MILLE_LACS__MN	5829	6951	13091
MORRISON__MN	6153	10159	16714
MOWER__MN	11129	6938	18539
MURRAY__MN	2160	2504	4767
NICOLLET__MN	9652	8214	18357
NOBLES__MN	3793	4581	8520
NORMAN__MN	1730	1384	3207
OLMSTED__MN	39338	36832	78316
OTTER_TAIL__MN	12165	18860	31670
PENNINGTON__MN	3024	3305	6517
PINE__MN	6750	6845	13965
PIPESTONE__MN	1725	2826	4646
POLK__MN	6773	7615	14693
POPE__MN	2981	3142	6246
RAMSEY__MN	184938	86800	278822
RED_LAKE__MN	928	978	1975
REDWOOD__MN	3008	4570	7790
RENVILLE__MN	3394	4149	7710
RICE__MN	17054	14384	32267
ROCK__MN	1946	2810	4846
ROSEAU__MN	2772	4409	7352
ST__LOUIS__MN	73378	39131	115594
SCOTT__MN	29712	40323	71647
SHERBURNE__MN	17597	27848	46509
SIBLEY__MN	2916	4693	7815
STEARNS__MN	33551	43015	78477
STEELE__MN	8706	9903	19124
STEVENS__MN	2742	2766	5652
SWIFT__MN	2751	2248	5119
TODD__MN	4819	6719	11803
TRAVERSE__MN	943	861	1847
WABASHA__MN	5415	6049	11763
WADENA__MN	2492	4143	6791
WASECA__MN	4370	5116	9747
WASHINGTON__MN	70203	69137	142133
WATONWAN__MN	2494	2517	5144
WILKIN__MN	1258	1884	3222
WINONA__MN	14980	11480	27232
WRIGHT__MN	25741	40466	67816
YELLOW_MEDICINE__MN	2465	2806	5414
ADAMS__MS	9061	6293	15447
ALCORN__MS	3511	11111	14830
AMITE__MS	3242	4414	7706
ATTALA__MS	3927	5126	9092
BENTON__MS	2051	2041	4116
BOLIVAR__MS	10582	4701	15428
CALHOUN__MS	2586	4412	7068
CARROLL__MS	2007	3960	5992
CHICKASAW__MS	4378	3994	8503
CHOCTAW__MS	1428	2812	4273
CLAIBORNE__MS	4838	625	5484
CLARKE__MS	3111	5049	8253
CLAY__MS	6712	4291	11072
COAHOMA__MS	7792	2712	10549
COPIAH__MS	7749	6282	14123
COVINGTON__MS	3878	5405	9348
DESOTO__MS	21575	43559	65794
FORREST__MS	13272	16574	30236
FRANKLIN__MS	1726	2735	4493
GEORGE__MS	1359	8376	9856
GREENE__MS	1325	4531	5922
GRENADA__MS	5288	5986	11335
HANCOCK__MS	3917	12964	17167
HARRISON__MS	23119	39470	63328
HINDS__MS	76112	29664	106491
HOLMES__MS	7812	1435	9288
HUMPHREYS__MS	3903	1293	5212
ISSAQUENA__MS	479	302	787
ITAWAMBA__MS	1706	7393	9318
JACKSON__MS	17299	35747	53655
JASPER__MS	5097	4193	9340
JEFFERSON__MS	3951	468	4433
JEFFERSON_DAVIS__MS	4267	2507	6864
JONES__MS	9211	20687	30159
KEMPER__MS	3239	1789	5052
LAFAYETTE__MS	8091	11075	19505
LAMAR__MS	5494	19101	24889
LAUDERDALE__MS	13814	18700	32777
LAWRENCE__MS	2468	4192	6698
LEAKE__MS	4079	4863	8983
LEE__MS	12563	22415	35306
LEFLORE__MS	9119	3587	12773
LINCOLN__MS	5471	10839	16414
LOWNDES__MS	13388	13518	27158
MADISON__MS	20722	28507	49571
MARION__MS	4393	8237	12729
MARSHALL__MS	9650	6473	16240
MONROE__MS	7056	9723	16918
MONTGOMERY__MS	2675	2947	5645
NESHOBA__MS	3089	7837	11015
NEWTON__MS	3319	6394	9777
NOXUBEE__MS	4920	1325	6264
OKTIBBEHA__MS	9095	8761	18117
PANOLA__MS	9079	7629	16826
PEARL_RIVER__MS	4366	17549	22224
PERRY__MS	1527	4137	5722
PIKE__MS	9650	8181	17974
PONTOTOC__MS	2804	9448	12411
PRENTISS__MS	2817	7075	10033
QUITMAN__MS	2837	1116	3979
RANKIN__MS	14988	48444	64145
SCOTT__MS	5031	6089	11202
SHARKEY__MS	1782	737	2532
SIMPSON__MS	4723	7424	12249
SMITH__MS	1979	6049	8099
STONE__MS	2003	5420	7532
SUNFLOWER__MS	8199	2929	11228
TALLAHATCHIE__MS	3959	2499	6503
TATE__MS	4933	7332	12406
TIPPAH__MS	2317	6717	9164
TISHOMINGO__MS	1643	6133	7936
TUNICA__MS	3475	883	4382
UNION__MS	2742	8498	11365
WALTHALL__MS	3422	4051	7551
WARREN__MS	10786	10457	21391
WASHINGTON__MS	13981	5651	19715
WAYNE__MS	4148	6111	10332
WEBSTER__MS	1190	3992	5234
WILKINSON__MS	3412	1415	4853
WINSTON__MS	4607	5168	9829
YALOBUSHA__MS	3030	3276	6354
YAZOO__MS	6603	4941	11620
ADAIR__MO	4219	5651	10126
ANDREW__MO	2649	5457	8306
ATCHISON__MO	756	1902	2709
AUDRAIN__MO	3539	6186	9952
BARRY__MO	3667	9832	13806
BARTON__MO	1230	4418	5746
BATES__MO	2557	5020	7771
BENTON__MO	2925	6069	9157
BOLLINGER__MO	1213	4095	5456
BOONE__MO	39847	37404	79422
BUCHANAN__MO	15594	18660	35106
BUTLER__MO	4363	12248	16889
CALDWELL__MO	1312	2721	4167
CALLAWAY__MO	6071	11745	18232
CAMDEN__MO	6458	15092	21945
CAPE_GIRARDEAU__MO	9728	25370	35716
CARROLL__MO	1154	3072	4304
CARTER__MO	754	1978	2799
CASS__MO	17044	30912	48913
CEDAR__MO	1537	4376	6045
CHARITON__MO	1339	2402	3821
CHRISTIAN__MO	9813	27473	37964
CLARK__MO	1398	1730	3225
CLAY__MO	47310	56191	105589
CLINTON__MO	3688	5931	9861
COLE__MO	12005	24490	37062
COOPER__MO	2474	4887	7511
CRAWFORD__MO	2951	6434	9579
DADE__MO	939	2895	3896
DALLAS__MO	2122	4992	7279
DAVIESS__MO	1125	2290	3521
DEKALB__MO	1194	3056	4350
DENT__MO	1585	4883	6643
DOUGLAS__MO	1710	4649	6557
DUNKLIN__MO	3636	6850	10651
FRANKLIN__MO	16347	29396	46755
GASCONADE__MO	2099	4895	7134
GENTRY__MO	937	1988	2999
GREENE__MO	46219	76900	125848
GRUNDY__MO	1212	3030	4374
HARRISON__MO	984	2624	3695
HENRY__MO	3606	6229	10123
HICKORY__MO	1733	2835	4680
HOLT__MO	551	1725	2310
HOWARD__MO	1723	3017	4867
HOWELL__MO	4395	11544	16346
IRON__MO	1669	2252	4031
JACKSON__MO	78283	93199	174764
JASPER__MO	12809	31349	45218
JEFFERSON__MO	41564	53978	97611
