_PARTIES	Democrat	Republican	Total
PHILADELPHIA__PA	588806	96467	690327
PIKE__PA	10210	12786	23279
POTTER__PA	1897	5231	7242
SCHUYLKILL__PA	24546	32278	57727
SNYDER__PA	4687	10073	15002
SOMERSET__PA	9436	23984	33942
SULLIVAN__PA	1034	1868	2949
SUSQUEHANNA__PA	6935	10800	18044
TIOGA__PA	5357	11342	17004
UNION__PA	6109	9896	16268
VENANGO__PA	7945	13815	22167
WARREN__PA	6995	10010	17299
WASHINGTON__PA	40345	53230	94750
WAYNE__PA	8396	12896	21607
WESTMORELAND__PA	63722	103932	169572
WYOMING__PA	5061	6587	11872
YORK__PA	73191	113304	189229
BRISTOL__RI	14974	9231	24676
KENT__RI	45564	31567	78923
NEWPORT__RI	23463	15202	39452
PROVIDENCE__RI	159520	75785	239789
WASHINGTON__RI	35888	25366	62879
ABBEVILLE__SC	4543	5981	10671
AIKEN__SC	25322	44042	70363
ALLENDALE__SC	3297	838	4163
ANDERSON__SC	22405	48709	72212
BAMBERG__SC	4624	2194	6882
BARNWELL__SC	5188	4659	9923
BEAUFORT__SC	29848	42687	73297
BERKELEY__SC	28542	38475	68195
CALHOUN__SC	4045	3707	7834
CHARLESTON__SC	81487	77629	161707
CHEROKEE__SC	7231	13314	20773
CHESTER__SC	7891	6367	14407
CHESTERFIELD__SC	7958	8490	16594
CLARENDON__SC	9091	7071	16292
COLLETON__SC	8475	8443	17086
DARLINGTON__SC	15457	14434	30150
DILLON__SC	7523	5427	13035
DORCHESTER__SC	23445	32531	56855
EDGEFIELD__SC	4967	6512	11586
FAIRFIELD__SC	7777	3999	11895
FLORENCE__SC	28614	28961	58122
GEORGETOWN__SC	14163	16526	30965
GREENVILLE__SC	68070	121685	193189
GREENWOOD__SC	11972	16348	28672
HAMPTON__SC	5834	3312	9206
HORRY__SC	38885	72127	112393
JASPER__SC	5757	4169	10021
KERSHAW__SC	11259	16324	27946
LANCASTER__SC	13419	19333	33144
LAURENS__SC	10318	14746	25416
LEE__SC	5977	2832	8907
LEXINGTON__SC	34148	76662	112623
MCCORMICK__SC	2653	2467	5160
MARION__SC	9688	5164	14986
MARLBORO__SC	6100	3676	9853
NEWBERRY__SC	6913	9260	16351
OCONEE__SC	8550	21611	30666
ORANGEBURG__SC	30720	12022	43041
PICKENS__SC	11156	33474	45549
RICHLAND__SC	103989	53105	159154
SALUDA__SC	3328	5135	8564
SPARTANBURG__SC	41461	66969	109906
SUMTER__SC	27589	19274	47309
UNION__SC	5796	6584	12541
WILLIAMSBURG__SC	11335	4824	16304
YORK__SC	39131	59546	100210
AURORA__SD	556	804	1400
BEADLE__SD	2881	4230	7263
BENNETT__SD	548	626	1203
BON_HOMME__SD	1167	1830	3074
BROOKINGS__SD	5827	6220	12400
BROWN__SD	7250	8321	16068
BRULE__SD	824	1499	2379
BUFFALO__SD	472	166	641
BUTTE__SD	1002	3073	4208
CAMPBELL__SD	153	616	787
CHARLES_MIX__SD	1483	2230	3764
CLARK__SD	713	1067	1821
CLAY__SD	2955	2147	5234
CODINGTON__SD	4588	6696	11524
CORSON__SD	648	515	1200
CUSTER__SD	1335	3062	4520
DAVISON__SD	3042	4757	7971
DAY__SD	1497	1320	2873
DEUEL__SD	941	1175	2171
DEWEY__SD	1207	663	1895
DOUGLAS__SD	332	1334	1690
EDMUNDS__SD	622	1264	1936
FALL_RIVER__SD	1140	2258	3516
FAULK__SD	331	765	1127
GRANT__SD	1493	2034	3606
GREGORY__SD	599	1507	2151
HAAKON__SD	138	940	1092
HAMLIN__SD	921	1803	2793
HAND__SD	575	1242	1848
HANSON__SD	760	1627	2416
HARDING__SD	82	638	739
HUGHES__SD	2786	5219	8155
HUTCHINSON__SD	923	2451	3425
HYDE__SD	189	531	733
JACKSON__SD	426	661	1106
JERAULD__SD	452	538	1006
JONES__SD	108	490	609
KINGSBURY__SD	1092	1451	2608
LAKE__SD	2724	3419	6285
LAWRENCE__SD	3973	7025	11359
LINCOLN__SD	7982	13611	21952
LYMAN__SD	605	933	1569
MCCOOK__SD	905	1655	2613
MCPHERSON__SD	272	921	1215
MARSHALL__SD	1061	889	1987
MEADE__SD	2928	7566	10817
MELLETTE__SD	375	381	769
MINER__SD	479	636	1140
MINNEHAHA__SD	34674	40342	76583
MOODY__SD	1429	1535	3033
PENNINGTON__SD	15125	28232	44464
PERKINS__SD	319	1205	1590
POTTER__SD	339	1029	1381
ROBERTS__SD	2302	1883	4256
SANBORN__SD	389	688	1115
OGLALA_LAKOTA__SD	2937	188	3145
SPINK__SD	1300	1670	3041
STANLEY__SD	435	1063	1540
SULLY__SD	186	613	818
TODD__SD	1976	498	2497
TRIPP__SD	737	1905	2691
TURNER__SD	1411	2715	4210
UNION__SD	2782	4698	7596
WALWORTH__SD	671	1731	2462
YANKTON__SD	4226	5495	9974
ZIEBACH__SD	439	314	761
ANDERSON__TN	10122	18968	29659
BEDFORD__TN	4211	10034	14445
BENTON__TN	2258	3850	6226
BLEDSOE__TN	1267	3022	4359
BLOUNT__TN	12934	35441	49234
BRADLEY__TN	8037	27422	35963
CAMPBELL__TN	3328	8604	12101
CANNON__TN	1564	3309	4973
CARROLL__TN	3475	7225	10851
CARTER__TN	4789	15503	20617
CHEATHAM__TN	4659	10268	15182
CHESTER__TN	1624	4684	6410
CLAIBORNE__TN	2433	7617	10178
CLAY__TN	1037	1747	2820
COCKE__TN	2804	8459	11454
COFFEE__TN	5870	13023	19259
CROCKETT__TN	1669	3783	5498
CUMBERLAND__TN	6261	18653	25247
DAVIDSON__TN	143120	97622	244873
DECATUR__TN	1303	2874	4251
DEKALB__TN	2174	4143	6422
DICKSON__TN	6233	11296	17835
DYER__TN	3757	9921	13800
FAYETTE__TN	6688	12689	19574
FENTRESS__TN	1561	5243	6895
FRANKLIN__TN	5603	10262	16119
GIBSON__TN	6564	12883	19667
GILES__TN	3760	6915	10799
GRAINGER__TN	1668	5470	7252
GREENE__TN	6225	17245	23887
GRUNDY__TN	1643	2516	4237
HAMBLEN__TN	5234	14522	20032
HAMILTON__TN	58836	79933	141181
HANCOCK__TN	475	1527	2046
HARDEMAN__TN	5482	4865	10439
HARDIN__TN	2467	7886	10495
HAWKINS__TN	5088	14382	19797
HAYWOOD__TN	4569	2960	7569
HENDERSON__TN	2517	7421	10055
HENRY__TN	4339	8193	12739
HICKMAN__TN	2698	4758	7602
HOUSTON__TN	1400	1579	3027
HUMPHREYS__TN	2905	3833	6863
JACKSON__TN	1739	2383	4184
JEFFERSON__TN	4232	13038	17559
JOHNSON__TN	1483	4611	6194
KNOX__TN	59399	109707	172507
LAKE__TN	884	1163	2087
LAUDERDALE__TN	4011	4616	8689
LAWRENCE__TN	4237	10770	15219
LEWIS__TN	1447	3117	4694
LINCOLN__TN	3290	9803	13268
LOUDON__TN	5058	16707	22073
MCMINN__TN	4609	12967	17834
MCNAIRY__TN	2645	7015	9802
MACON__TN	1552	5260	6905
MADISON__TN	18367	21993	40702
MARION__TN	3953	6272	10409
MARSHALL__TN	3725	6832	10741
MAURY__TN	11825	20708	33006
MEIGS__TN	1163	2734	3964
MONROE__TN	4372	11731	16338
MONTGOMERY__TN	24499	30245	55584
MOORE__TN	705	2053	2799
MORGAN__TN	1725	4669	6504
OBION__TN	3321	8814	12297
OVERTON__TN	2805	4775	7664
PERRY__TN	992	1578	2621
PICKETT__TN	712	1712	2453
POLK__TN	1856	4108	6059
PUTNAM__TN	7802	17254	25500
RHEA__TN	2628	7802	10590
ROANE__TN	6018	14724	21090
ROBERTSON__TN	8290	17643	26289
RUTHERFORD__TN	36414	60846	98848
SCOTT__TN	1452	5117	6668
SEQUATCHIE__TN	1489	3541	5142
SEVIER__TN	7418	25984	33864
SHELBY__TN	232443	135649	371109
SMITH__TN	2470	4495	7087
STEWART__TN	2069	2963	5115
SULLIVAN__TN	15321	43562	59887
SUMNER__TN	18579	46003	65366
TIPTON__TN	7133	16672	24081
TROUSDALE__TN	1240	1612	2905
UNICOI__TN	1913	5032	7086
UNION__TN	1478	4282	5828
VAN_BUREN__TN	875	1386	2300
WARREN__TN	4752	8010	13015
WASHINGTON__TN	14325	32808	48032
WAYNE__TN	1163	4253	5486
WEAKLEY__TN	3548	8605	12337
WHITE__TN	2795	6197	9140
WILLIAMSON__TN	25142	69850	96225
WILSON__TN	14695	36109	51499
ANDERSON__TX	3813	12262	16212
ANDREWS__TX	795	3639	4482
ANGELINA__TX	7834	20303	28406
ARANSAS__TX	2704	6830	9648
ARCHER__TX	525	3600	4164
ARMSTRONG__TX	98	828	935
ATASCOSA__TX	5133	7461	12721
AUSTIN__TX	2252	9265	11649
BAILEY__TX	466	1339	1816
BANDERA__TX	1864	7426	9448
BASTROP__TX	9864	14033	24481
BAYLOR__TX	267	1297	1592
BEE__TX	3452	4356	7879
BELL__TX	35512	49574	86206
BEXAR__TX	264856	241617	513681
BLANCO__TX	1220	3638	4973
BORDEN__TX	32	324	363
BOSQUE__TX	1367	5885	7356
BOWIE__TX	10196	24869	35404
BRAZORIA__TX	34421	70862	106739
BRAZOS__TX	17477	37209	55962
BREWSTER__TX	1765	1976	3867
BRISCOE__TX	117	578	702
BROOKS__TX	1886	507	2403
BROWN__TX	1904	11895	13947
BURLESON__TX	1705	4671	6456
BURNET__TX	3674	12843	16796
CALDWELL__TX	4791	6021	11068
CALHOUN__TX	2410	4144	6648
CALLAHAN__TX	751	4378	5197
CAMERON__TX	49975	26099	76895
CAMP__TX	1428	2881	4335
CARSON__TX	292	2451	2778
CASS__TX	2924	8763	11788
CASTRO__TX	630	1470	2119
CHAMBERS__TX	2790	11787	14735
CHEROKEE__TX	3875	12094	16126
CHILDRESS__TX	320	1665	1996
CLAY__TX	740	4266	5057
COCHRAN__TX	256	649	917
COKE__TX	179	1218	1408
COLEMAN__TX	442	3012	3492
COLLIN__TX	101415	196888	302821
COLLINGSWORTH__TX	177	962	1150
COLORADO__TX	2029	6026	8117
COMAL__TX	11450	39318	51529
COMANCHE__TX	890	3944	4906
CONCHO__TX	194	793	1001
COOKE__TX	2246	11951	14351
CORYELL__TX	5158	11220	16604
COTTLE__TX	180	555	741
CRANE__TX	275	985	1283
CROCKETT__TX	480	957	1457
CROSBY__TX	639	1132	1787
CULBERSON__TX	568	295	879
DALLAM__TX	253	1248	1534
DALLAS__TX	405571	295813	710117
DAWSON__TX	1019	2591	3642
DEAF_SMITH__TX	1239	3042	4309
DELTA__TX	454	1524	2018
DENTON__TX	80978	157579	242781
DEWITT__TX	1467	5122	6638
DICKENS__TX	216	793	1019
DIMMIT__TX	2141	762	2917
DONLEY__TX	226	1287	1535
DUVAL__TX	3331	980	4344
EASTLAND__TX	970	5444	6495
ECTOR__TX	8118	24010	32513
EDWARDS__TX	232	642	884
ELLIS__TX	13881	39574	54151
EL_PASO__TX	112952	57150	172412
ERATH__TX	1965	10329	12473
FALLS__TX	2033	3356	5434
FANNIN__TX	2486	8161	10804
FAYETTE__TX	2315	8106	10551
FISHER__TX	512	1094	1629
FLOYD__TX	551	1523	2085
FOARD__TX	140	348	495
FORT_BEND__TX	101144	116126	219489
FRANKLIN__TX	751	3446	4257
FREESTONE__TX	1850	5646	7570
FRIO__TX	2376	1559	3968
GAINES__TX	535	3484	4066
GALVESTON__TX	39511	69059	110078
GARZA__TX	279	1263	1560
GILLESPIE__TX	2055	10306	12550
GLASSCOCK__TX	44	526	578
GOLIAD__TX	1127	2294	3458
GONZALES__TX	1777	4216	6057
GRAY__TX	886	6443	7389
GRAYSON__TX	10670	30936	42264
GREGG__TX	12398	28742	41507
GRIMES__TX	2339	6141	8601
GUADALUPE__TX	15744	33117	49514
HALE__TX	2243	6490	8854
HALL__TX	265	832	1109
HAMILTON__TX	591	2918	3552
HANSFORD__TX	159	1788	1962
HARDEMAN__TX	302	1176	1495
HARDIN__TX	3359	17746	21297
HARRIS__TX	587044	586073	1188585
HARRISON__TX	8456	17512	26170
HARTLEY__TX	184	1708	1913
HASKELL__TX	553	1424	2013
HAYS__TX	25537	31661	59011
HEMPHILL__TX	192	1298	1509
HENDERSON__TX	6106	21231	27627
HIDALGO__TX	97969	39865	139159
HILL__TX	2752	9132	12045
HOCKLEY__TX	1486	5546	7134
HOOD__TX	3843	18409	22535
HOPKINS__TX	2777	9836	12753
HOUSTON__TX	2265	5880	8214
HOWARD__TX	2110	6453	8695
HUDSPETH__TX	379	471	863
HUNT__TX	6671	21011	28049
HUTCHINSON__TX	1045	6804	7928
IRION__TX	112	668	788
JACK__TX	303	2580	2908
JACKSON__TX	1070	3906	5025
JASPER__TX	3423	9957	13517
JEFF_DAVIS__TX	440	719	1192
JEFFERSON__TX	44668	43242	88627
JIM_HOGG__TX	1301	356	1667
JIM_WELLS__TX	6492	4598	11166
JOHNSON__TX	10496	37661	48838
JONES__TX	1226	4262	5567
KARNES__TX	1325	2825	4185
KAUFMAN__TX	9472	24846	34670
KENDALL__TX	3043	14508	17783
KENEDY__TX	82	84	167
KENT__TX	66	335	405
KERR__TX	4338	17274	21879
KIMBLE__TX	217	1667	1892
KING__TX	5	139	145
KINNEY__TX	522	880	1425
KLEBERG__TX	4754	4058	8907
KNOX__TX	332	1160	1510
LAMAR__TX	4181	12826	17197
LAMB__TX	998	3058	4091
LAMPASAS__TX	1479	5621	7204
LA_SALLE__TX	965	669	1646
LAVACA__TX	1428	6796	8294
LEE__TX	1632	4507	6221
LEON__TX	1062	5814	6945
LIBERTY__TX	5202	17323	22746
LIMESTONE__TX	2208	5288	7563
LIPSCOMB__TX	119	1044	1168
LIVE_OAK__TX	919	3154	4113
LLANO__TX	1822	7610	9558
LOVING__TX	9	54	64
LUBBOCK__TX	26271	63469	91184
LYNN__TX	506	1439	1959
MCCULLOCH__TX	537	2419	2993
MCLENNAN__TX	25694	47903	74541
MCMULLEN__TX	67	431	503
MADISON__TX	967	3028	4028
MARION__TX	1495	2733	4282
MARTIN__TX	248	1368	1624
MASON__TX	380	1565	1968
MATAGORDA__TX	3980	8040	12133
MAVERICK__TX	8303	2171	10563
MEDINA__TX	4784	11079	16049
MENARD__TX	171	665	849
MIDLAND__TX	8286	35689	44597
MILAM__TX	2636	5481	8230
MILLS__TX	279	1882	2201
MITCHELL__TX	538	1756	2316
MONTAGUE__TX	1116	6549	7751
MONTGOMERY__TX	32920	137969	173113
MOORE__TX	964	3968	4985
MORRIS__TX	1858	3232	5139
MOTLEY__TX	55	538	600
NACOGDOCHES__TX	6465	13925	20653
NAVARRO__TX	4350	10847	15364
NEWTON__TX	1677	4112	5869
NOLAN__TX	1216	3282	4575
NUECES__TX	45772	48966	96104
OCHILTREE__TX	253	2719	2993
OLDHAM__TX	71	790	869
ORANGE__TX	6800	23366	30518
PALO_PINTO__TX	1811	7393	9337
PANOLA__TX	2211	7950	10230
PARKER__TX	7853	39243	47694
PARMER__TX	529	2011	2554
PECOS__TX	1591	2512	4150
POLK__TX	4859	14071	19134
POTTER__TX	7126	18918	26450
PRESIDIO__TX	1282	504	1817
RAINS__TX	761	3279	4087
RANDALL__TX	7574	41447	49696
REAGAN__TX	158	676	843
REAL__TX	277	1236	1535
RED_RIVER__TX	1482	3549	5074
REEVES__TX	1655	1188	2877
REFUGIO__TX	998	1663	2677
ROBERTS__TX	33	468	508
ROBERTSON__TX	2798	4419	7287
ROCKWALL__TX	8120	27113	35678
RUNNELS__TX	519	3104	3668
RUSK__TX	4451	13924	18546
SABINE__TX	807	3727	4578
SAN_AUGUSTINE__TX	1193	2469	3690
SAN_JACINTO__TX	2410	7107	9616
SAN_PATRICIO__TX	7856	12005	20078
SAN_SABA__TX	323	1905	2259
SCHLEICHER__TX	221	787	1017
SCURRY__TX	838	4124	5027
SHACKELFORD__TX	131	1218	1363
SHELBY__TX	2322	6879	9284
SHERMAN__TX	121	908	1038
SMITH__TX	21456	57331	79601
SOMERVELL__TX	613	2871	3538
STARR__TX	10260	1547	11883
STEPHENS__TX	475	2892	3412
STERLING__TX	31	459	494
STONEWALL__TX	160	507	675
SUTTON__TX	369	1110	1489
SWISHER__TX	579	1655	2270
TARRANT__TX	253071	348920	610890
TAYLOR__TX	9750	32904	43263
TERRELL__TX	184	358	555
TERRY__TX	1059	2602	3709
THROCKMORTON__TX	109	700	813
TITUS__TX	2648	6084	8854
TOM_GREEN__TX	9294	26878	36720
TRAVIS__TX	232788	140152	387057
TRINITY__TX	1614	4537	6235
TYLER__TX	1668	5910	7654
UPSHUR__TX	2971	12015	15138
UPTON__TX	333	953	1300
UVALDE__TX	3825	4529	8435
VAL_VERDE__TX	6285	5635	12081
VAN_ZANDT__TX	3084	15794	19100
VICTORIA__TX	8802	19692	28853
WALKER__TX	6252	12140	18685
WALLER__TX	6514	9244	15902
WARD__TX	841	2366	3245
WASHINGTON__TX	3381	10857	14397
WEBB__TX	37597	11078	49110
WHARTON__TX	4235	9750	14087
WHEELER__TX	232	1878	2128
WICHITA__TX	10525	29812	41018
WILBARGER__TX	971	2956	3980
WILLACY__TX	3600	1416	5064
WILLIAMSON__TX	61875	97006	163271
WILSON__TX	4821	12218	17205
WINKLER__TX	398	1311	1725
WISE__TX	3221	17207	20745
WOOD__TX	3056	14351	17581
YOAKUM__TX	409	1698	2128
YOUNG__TX	992	6225	7316
ZAPATA__TX	2527	997	3543
ZAVALA__TX	3042	574	3653
BEAVER__UT	346	2174	2560
BOX_ELDER__UT	1984	17101	19408
CACHE__UT	6244	35039	42293
CARBON__UT	2275	5090	7567
DAGGETT__UT	94	406	520
DAVIS__UT	21889	96861	121069
DUCHESNE__UT	581	5698	6379
EMERY__UT	569	3777	4449
GARFIELD__UT	308	1832	2182
GRAND__UT	1727	1996	3950
IRON__UT	2148	14200	16701
JUAB__UT	451	3448	3972
KANE__UT	744	2522	3371
MILLARD__UT	431	4478	5026
MORGAN__UT	403	4114	4597
PIUTE__UT	74	697	782
RICH__UT	83	915	1007
SALT_LAKE__UT	146147	223811	381799
SAN_JUAN__UT	2139	3074	5307
SANPETE__UT	980	8406	9547
SEVIER__UT	738	7207	8069
SUMMIT__UT	8072	8884	17488
TOOELE__UT	4524	14268	19261
UINTAH__UT	997	10421	11583
UTAH__UT	17281	156950	177713
WASATCH__UT	2191	7220	9589
WASHINGTON__UT	8337	44698	54012
WAYNE__UT	215	1089	1327
WEBER__UT	19841	54224	75912
ADDISON__VT	12257	5203	17910
BENNINGTON__VT	11514	5687	17593
CALEDONIA__VT	8192	5088	13661
CHITTENDEN__VT	53626	21571	77080
ESSEX__VT	1539	1164	2798
FRANKLIN__VT	12057	7405	19888
GRAND_ISLE__VT	2531	1471	4075
LAMOILLE__VT	8371	3342	11988
ORANGE__VT	9076	4588	14053
ORLEANS__VT	7117	4306	11692
RUTLAND__VT	17088	10835	28609
WASHINGTON__VT	20351	8093	29307
WINDHAM__VT	16026	5347	21937
WINDSOR__VT	19494	8598	28699
ACCOMACK__VA	7655	8213	16051
ALBEMARLE__VA	29757	23297	53907
ALLEGHANY__VA	3403	3595	7173
AMELIA__VA	2490	4331	6915
AMHERST__VA	5900	8876	14970
APPOMATTOX__VA	2453	5340	7935
ARLINGTON__VA	81269	34474	117608
AUGUSTA__VA	9451	23624	33672
BATH__VA	894	1274	2223
BEDFORD_CO___VA	11434	28206	40230
BLAND__VA	735	2144	2948
BOTETOURT__VA	5452	12479	18241
BRUNSWICK__VA	4994	2968	8037
BUCHANAN__VA	3094	6436	9646
BUCKINGHAM__VA	3750	3569	7457
CAMPBELL__VA	7595	17695	25696
CAROLINE__VA	7276	6151	13652
CARROLL__VA	3685	8736	12918
CHARLES_CITY__VA	2772	1396	4232
CHARLOTTE__VA	2503	3311	5898
CHESTERFIELD__VA	77694	90934	170988
CLARKE__VA	3239	4296	7762
CRAIG__VA	830	1757	2667
CULPEPER__VA	8285	11580	20211
CUMBERLAND__VA	2422	2538	5048
DICKENSON__VA	2473	4274	6904
DINWIDDIE__VA	6550	6875	13589
ESSEX__VA	3016	2602	5675
FAIRFAX_CO___VA	315273	206773	529287
FAUQUIER__VA	13965	21034	35555
FLOYD__VA	2732	4673	7644
FLUVANNA__VA	5893	6678	12749
FRANKLIN_CO___VA	9090	16718	26707
FREDERICK__VA	12690	22858	36394
GILES__VA	2730	4660	7558
GLOUCESTER__VA	6764	12137	19283
GOOCHLAND__VA	4676	8448	13315
GRAYSON__VA	2068	4801	7121
GREENE__VA	3290	5569	9023
GREENSVILLE__VA	3135	1766	4926
HALIFAX__VA	7766	8694	16692
HANOVER__VA	18294	39940	59058
HENRICO__VA	89594	70449	162241
HENRY__VA	10317	13984	24963
HIGHLAND__VA	459	924	1413
ISLE_OF_WIGHT__VA	8761	11802	20827
JAMES_CITY__VA	17879	22843	41240
KING_AND_QUEEN__VA	1745	1865	3655
KING_GEORGE__VA	4477	6604	11325
KING_WILLIAM__VA	3344	5466	8923
LANCASTER__VA	3149	3753	6961
LEE__VA	2583	6847	9598
LOUDOUN__VA	82479	75292	160060
LOUISA__VA	6953	9215	16452
LUNENBURG__VA	2684	2969	5734
MADISON__VA	2639	3869	6614
MATHEWS__VA	1807	3488	5374
MECKLENBURG__VA	6921	7973	15077
MIDDLESEX__VA	2370	3619	6080
MONTGOMERY__VA	19903	20006	41009
NELSON__VA	4171	3947	8250
NEW_KENT__VA	3555	7246	10953
NORTHAMPTON__VA	3741	2676	6491
NORTHUMBERLAND__VA	3191	4310	7558
NOTTOWAY__VA	3344	3409	6846
ORANGE__VA	6870	9244	16354
PAGE__VA	3724	6344	10228
PATRICK__VA	2417	5622	8259
PITTSYLVANIA__VA	10858	19263	30681
POWHATAN__VA	4088	11200	15525
PRINCE_EDWARD__VA	5132	3952	9239
PRINCE_GEORGE__VA	6991	8879	16046
PRINCE_WILLIAM__VA	103331	74458	180195
PULASKI__VA	5292	8920	14680
RAPPAHANNOCK__VA	1980	2311	4357
RICHMOND_CO___VA	1574	2160	3770
ROANOKE_CO___VA	25362	36399	62846
ROCKBRIDGE__VA	4088	5898	10177
ROCKINGHAM__VA	10065	24186	34866
RUSSELL__VA	3718	8180	12088
SCOTT__VA	2395	7439	9992
SHENANDOAH__VA	6469	12538	19373
SMYTH__VA	4171	8379	12777
SOUTHAMPTON__VA	4437	4733	9264
SPOTSYLVANIA__VA	25165	31844	57974
STAFFORD__VA	27182	32480	60583
SURRY__VA	2576	1671	4308
SUSSEX__VA	3358	2021	5440
TAZEWELL__VA	3661	13843	17732
WARREN__VA	6452	9869	16698
WASHINGTON__VA	7076	18141	25632
WESTMORELAND__VA	4295	3731	8120
WISE__VA	3760	11076	15018
WYTHE__VA	3783	8324	12358
YORK__VA	13183	20204	33953
ALEXANDRIA__VA	52199	20249	73411
BRISTOL__VA	2492	4780	7387
BUENA_VISTA__VA	919	1564	2526
CHARLOTTESVILLE__VA	16510	4844	21797
CHESAPEAKE__VA	55052	53900	110425
COLONIAL_HEIGHTS__VA	2544	5941	8624
COVINGTON__VA	1319	975	2330
DANVILLE__VA	12218	7763	20204
EMPORIA__VA	1793	886	2696
FALLS_CHURCH__VA	5015	2147	7276
FRANKLIN__VA	2833	1496	4360
FREDERICKSBURG__VA	7131	4060	11437
GALAX__VA	900	1332	2277
HAMPTON__VA	46966	18640	66490
HARRISONBURG__VA	8654	6565	15593
HOPEWELL__VA	5179	3739	9031
LEXINGTON__VA	1486	1146	2687
LYNCHBURG__VA	15948	19806	36448
MANASSAS__VA	8478	6463	15200
MANASSAS_PARK__VA	2879	1699	4656
MARTINSVILLE__VA	3855	2312	6284
NEWPORT_NEWS__VA	51100	27230	79444
NORFOLK__VA	62687	23147	87043
NORTON__VA	566	895	1492
PETERSBURG__VA	14283	1527	15908
POQUOSON__VA	1679	5312	7106
PORTSMOUTH__VA	32501	12858	45922
RADFORD__VA	2732	2520	5399
RICHMOND__VA	75921	20050	97569
ROANOKE__VA	24134	14991	40155
SALEM__VA	4760	7299	12318
STAUNTON__VA	5728	5272	11210
SUFFOLK__VA	24267	17820	42566
VIRGINIA_BEACH__VA	94299	99291	196641
WAYNESBORO__VA	3840	4790	8791
WILLIAMSBURG__VA	4903	2682	7748
WINCHESTER__VA	5094	4946	10296
ADAMS__WA	1540	3171	4793
ASOTIN__WA	4003	5654	9901
BENTON__WA	28145	49461	79559
CHELAN__WA	13112	18402	32250
CLALLAM__WA	18580	18437	38066
CLARK__WA	93382	92951	190805
COLUMBIA__WA	645	1568	2259
COWLITZ__WA	22726	20746	44620
DOUGLAS__WA	5166	9425	14942
FERRY__WA	1294	1995	3440
FRANKLIN__WA	8398	13748	22643
GARFIELD__WA	336	913	1278
GRANT__WA	8950	17852	27558
GRAYS_HARBOR__WA	15960	11914	28684
ISLAND__WA	21478	19605	42099
JEFFERSON__WA	12739	6405	19829
KING__WA	668004	275700	967154
KITSAP__WA	67277	52846	123367
KITTITAS__WA	7949	9782	18171
KLICKITAT__WA	4598	5316	10274
LEWIS__WA	12664	20452	34044
LINCOLN__WA	1673	4063	5872
MASON__WA	14764	12761	28235
OKANOGAN__WA	7108	9221	16846
PACIFIC__WA	5711	4499	10524
PEND_OREILLE__WA	2508	3952	6668
PIERCE__WA	186430	148467	342910
SAN_JUAN__WA	7125	3111	10594
SKAGIT__WA	28688	25071	55269
SKAMANIA__WA	2628	2687	5466
SNOHOMISH__WA	188516	133016	329817
SPOKANE__WA	102295	115285	223830
STEVENS__WA	7762	13691	22161
THURSTON__WA	74037	49287	127063
WAHKIAKUM__WA	1094	1119	2294
WALLA_WALLA__WA	9768	14648	25108
WHATCOM__WA	57089	42703	103029
WHITMAN__WA	8037	8507	17121
YAKIMA__WA	33217	42239	76973
BARBOUR__WV	1768	3824	5761
BERKELEY__WV	14275	22156	37172
BOONE__WV	2790	5467	8500
BRAXTON__WV	1998	2725	4804
BROOKE__WV	4005	5060	9294
CABELL__WV	13568	17985	32144
CALHOUN__WV	818	1319	2207
CLAY__WV	931	1971	3012
DODDRIDGE__WV	575	2130	2769
FAYETTE__WV	5419	8350	14070
GILMER__WV	840	1595	2509
GRANT__WV	718	3783	4586
GREENBRIER__WV	4710	7930	12963
HAMPSHIRE__WV	2299	5523	7986
HANCOCK__WV	4627	7226	12118
HARDY__WV	1482	3536	5168
HARRISON__WV	9732	15876	26147
JACKSON__WV	3854	7408	11544
JEFFERSON__WV	10398	11258	22138
KANAWHA__WV	32480	41364	75077
LEWIS__WV	1736	4375	6287
LINCOLN__WV	2227	4383	6818
LOGAN__WV	3469	8222	11946
MCDOWELL__WV	2109	3959	6188
MARION__WV	8959	12054	21542
MARSHALL__WV	4484	8135	12916
MASON__WV	3778	5741	9789
MERCER__WV	5432	15450	21276
MINERAL__WV	2885	7833	10979
MINGO__WV	2428	6191	8830
MONONGALIA__WV	13826	16831	31475
MONROE__WV	1455	3616	5212
MORGAN__WV	2363	4513	7044
NICHOLAS__WV	2664	5898	8785
OHIO__WV	6786	10768	17911
PENDLETON__WV	1074	2095	3239
PLEASANTS__WV	955	1825	2840
POCAHONTAS__WV	1303	2182	3576
PRESTON__WV	2931	7889	11155
PUTNAM__WV	7256	16032	23673
RALEIGH__WV	7739	20614	28829
RANDOLPH__WV	3342	6160	9756
RITCHIE__WV	768	2921	3788
ROANE__WV	1939	2982	5047
SUMMERS__WV	1621	2981	4735
TAYLOR__WV	1941	3840	5908
TUCKER__WV	880	2176	3138
TYLER__WV	890	2314	3279
UPSHUR__WV	2158	5939	8273
WAYNE__WV	4931	8688	13955
WEBSTER__WV	947	1710	2755
WETZEL__WV	2217	3473	5856
WIRT__WV	676	1427	2171
WOOD__WV	11230	22183	33977
WYOMING__WV	1583	5769	7523
ADAMS__WI	5542	4644	10287
ASHLAND__WI	5399	2820	8372
BARRON__WI	10890	11443	22692
BAYFIELD__WI	6033	3603	9788
BROWN__WI	62526	64836	128928
BUFFALO__WI	3570	3364	7039
