_PARTIES	Democrat	Republican	Total
_COLORS	Blue	Red
WOOD__WV	12664	20428	33857
WYOMING__WV	4289	3473	7878
ADAMS__WI	4826	3920	9116
ASHLAND__WI	4356	3038	7890
BARRON__WI	8928	9848	19904
BAYFIELD__WI	4427	3266	8259
BROWN__WI	49096	54258	107769
BUFFALO__WI	3237	3038	6641
BURNETT__WI	3626	3967	8151
CALUMET__WI	8202	10837	19947
CHIPPEWA__WI	12102	12835	26173
CLARK__WI	5931	7461	14149
COLUMBIA__WI	12636	11987	25587
CRAWFORD__WI	4005	3024	7394
DANE__WI	142317	75790	232739
DODGE__WI	14580	21684	37701
DOOR__WI	6560	7810	15220
DOUGLAS__WI	13593	6930	21706
DUNN__WI	9172	8911	19330
EAU_CLAIRE__WI	24078	20921	47875
FLORENCE__WI	816	1528	2405
FOND_DU_LAC__WI	18181	26548	46589
FOREST__WI	2158	2404	4716
GRANT__WI	10691	10240	21956
GREEN__WI	7863	6790	15276
GREEN_LAKE__WI	3301	5451	9107
IOWA__WI	5842	4221	10541
IRON__WI	1620	1734	3507
JACKSON__WI	4380	3670	8417
JEFFERSON__WI	15203	19204	36099
JUNEAU__WI	4813	4910	10218
KENOSHA__WI	32429	28891	63709
KEWAUNEE__WI	4670	4883	10084
LA_CROSSE__WI	28455	24327	55559
LAFAYETTE__WI	3710	3336	7263
LANGLADE__WI	4199	5125	9721
LINCOLN__WI	6664	6727	14239
MANITOWOC__WI	17667	19358	38824
MARATHON__WI	26546	28883	58374
MARINETTE__WI	8676	10535	19921
MARQUETTE__WI	3437	3522	7194
MENOMINEE__WI	949	225	1233
MILWAUKEE__WI	252329	163491	433537
MONROE__WI	7460	8217	16335
OCONTO__WI	7260	8706	16596
ONEIDA__WI	8339	9512	18891
OUTAGAMIE__WI	32735	39460	75742
OZAUKEE__WI	15030	31155	47751
PEPIN__WI	1854	1631	3664
PIERCE__WI	8559	8169	17962
POLK__WI	8961	9557	19762
PORTAGE__WI	17942	13214	33760
PRICE__WI	3413	4136	7930
RACINE__WI	41563	44014	88865
RICHLAND__WI	3837	3994	8293
ROCK__WI	40472	27467	70404
RUSK__WI	3161	3758	7366
ST__CROIX__WI	13077	15240	29954
SAUK__WI	13035	11586	25653
SAWYER__WI	3333	3972	7767
SHAWANO__WI	7335	9548	17603
SHEBOYGAN__WI	23569	29648	55201
TAYLOR__WI	3254	5278	8992
TREMPEALEAU__WI	6678	5002	12168
VERNON__WI	6577	5684	13044
VILAS__WI	4706	6958	12322
WALWORTH__WI	15492	22982	40458
WASHBURN__WI	3695	3912	8045
WASHINGTON__WI	18115	41162	61412
WAUKESHA__WI	64319	133105	203734
WAUPACA__WI	8787	12980	22804
WAUSHARA__WI	4239	5571	10248
WINNEBAGO__WI	33983	38330	76080
WOOD__WI	15936	17803	35761
ALBANY__WY	5069	7814	14151
BIG_HORN__WY	1004	3720	4918
CAMPBELL__WY	1967	10203	12540
CARBON__WY	2206	4498	6968
CONVERSE__WY	1076	3919	5175
CROOK__WY	361	2289	2738
FREMONT__WY	4172	10560	15444
GOSHEN__WY	1439	3922	5520
HOT_SPRINGS__WY	544	1733	2352
JOHNSON__WY	555	2886	3550
LARAMIE__WY	12162	21797	35323
LINCOLN__WY	1184	5415	6845
NATRONA__WY	8646	18439	28388
NIOBRARA__WY	190	888	1127
PARK__WY	2424	9884	12836
PLATTE__WY	1249	2925	4373
SHERIDAN__WY	3330	8424	12236
SUBLETTE__WY	458	2624	3216
SWEETWATER__WY	5521	9425	15691
TETON__WY	4019	5454	10431
UINTA__WY	1650	5469	7418
WASHAKIE__WY	806	3138	4051
WESTON__WY	449	2521	3060
DISTRICT_1__AK	1284	4681	6656
DISTRICT_2__AK	2081	4235	7388
DISTRICT_3__AK	3693	3135	8225
DISTRICT_4__AK	2715	4127	7823
DISTRICT_5__AK	1931	3545	6437
DISTRICT_6__AK	1542	3862	6100
DISTRICT_7__AK	1893	4868	8677
DISTRICT_8__AK	1498	5371	7978
DISTRICT_9__AK	1203	4789	6800
DISTRICT_10__AK	2194	5673	8884
DISTRICT_11__AK	2043	3960	6980
DISTRICT_12__AK	2051	4626	7601
DISTRICT_13__AK	2661	3853	7943
DISTRICT_14__AK	1626	3750	5868
DISTRICT_15__AK	2106	2453	5870
DISTRICT_16__AK	1969	1980	4685
DISTRICT_17__AK	2230	4564	7704
DISTRICT_18__AK	2739	5421	9882
DISTRICT_19__AK	2350	4619	7951
DISTRICT_20__AK	2259	3648	6963
DISTRICT_21__AK	2309	3263	6629
DISTRICT_22__AK	2656	4910	8525
DISTRICT_23__AK	1282	2961	4630
DISTRICT_24__AK	1985	5063	7915
DISTRICT_25__AK	1697	5489	8201
DISTRICT_26__AK	1608	5869	8590
DISTRICT_27__AK	2199	6714	10438
DISTRICT_28__AK	2116	7113	11040
DISTRICT_29__AK	2806	4054	8823
DISTRICT_30__AK	1698	3622	6083
DISTRICT_31__AK	1831	3326	5965
DISTRICT_32__AK	1389	4178	6033
DISTRICT_33__AK	1765	5804	8712
DISTRICT_34__AK	1300	5243	7154
DISTRICT_35__AK	1208	4278	6382
DISTRICT_36__AK	1945	3007	5577
DISTRICT_37__AK	1821	2725	5028
DISTRICT_38__AK	2015	2467	4976
DISTRICT_39__AK	2282	2321	5188
DISTRICT_40__AK	1024	1831	3226
