_PARTIES	Democrat	Republican	Total
_COLORS	Blue	Red
HOWELL__MO	4641	9018	14075
IRON__MO	2044	2237	4414
JACKSON__MO	160419	104418	272062
JASPER__MO	11737	24899	37481
JEFFERSON__MO	38616	36766	77204
JOHNSON__MO	6926	9339	16787
KNOX__MO	787	1226	2055
LACLEDE__MO	4183	8556	13046
LAFAYETTE__MO	6343	7849	14520
LAWRENCE__MO	4235	8305	12903
LEWIS__MO	2023	2388	4484
LINCOLN__MO	6961	8549	15913
LINN__MO	2646	3246	6010
LIVINGSTON__MO	2425	3709	6276
MCDONALD__MO	1866	4460	6529
MACON__MO	2817	4232	7175
MADISON__MO	1828	2460	4373
MARIES__MO	1554	2216	3854
MARION__MO	4993	6550	11712
MERCER__MO	555	1250	1842
MILLER__MO	3217	5945	9356
MISSISSIPPI__MO	2756	2395	5215
MONITEAU__MO	2176	3764	6065
MONROE__MO	1860	2175	4094
MONTGOMERY__MO	2092	3106	5303
MORGAN__MO	3235	4460	7881
NEW_MADRID__MO	3738	3416	7266
NEWTON__MO	6447	14232	21162
NODAWAY__MO	3553	5161	9049
OREGON__MO	1568	2521	4233
OSAGE__MO	1938	4154	6178
OZARK__MO	1432	2663	4292
PEMISCOT__MO	3245	2750	6060
PERRY__MO	2085	4667	6903
PETTIS__MO	5855	9533	15755
PHELPS__MO	6262	9444	16146
PIKE__MO	3557	3648	7351
PLATTE__MO	15325	17785	34054
POLK__MO	3606	6430	10294
PULASKI__MO	3800	6531	10531
PUTNAM__MO	708	1593	2334
RALLS__MO	2033	2446	4542
RANDOLPH__MO	4116	4844	9186
RAY__MO	4970	4517	9747
REYNOLDS__MO	1298	1762	3131
RIPLEY__MO	1820	3121	5065
ST__CHARLES__MO	53806	72114	128686
ST__CLAIR__MO	1866	2731	4739
SAINTE_GENEVIEVE__MO	3600	3505	7311
ST__FRANCOIS__MO	9075	9327	18841
ST__LOUIS_CO___MO	250631	224689	486884
SALINE__MO	4585	4572	9355
SCHUYLER__MO	808	1159	2006
SCOTLAND__MO	790	1335	2179
SCOTT__MO	6452	8999	15704
SHANNON__MO	1430	2245	3781
SHELBY__MO	1262	1936	3257
STODDARD__MO	4476	7727	12454
STONE__MO	4055	7793	12151
SULLIVAN__MO	1127	1877	3064
TANEY__MO	5092	9647	15112
TEXAS__MO	3486	6136	9932
VERNON__MO	3156	4985	8408
WARREN__MO	4524	5979	10740
WASHINGTON__MO	4047	4020	8265
WAYNE__MO	2387	3346	5848
WEBSTER__MO	4174	7350	11880
WORTH__MO	469	651	1158
WRIGHT__MO	2250	5391	7841
ST__LOUIS__MO	96557	24799	124752
BEAVERHEAD__MT	799	3113	4196
BIG_HORN__MT	2345	1651	4161
BLAINE__MT	1246	1410	2759
BROADWATER__MT	462	1488	2074
CARBON__MT	1434	3008	4789
CARTER__MT	53	573	645
CASCADE__MT	13137	18164	33317
CHOUTEAU__MT	686	2039	2885
CUSTER__MT	1501	3156	4905
DANIELS__MT	303	750	1110
DAWSON__MT	1364	2723	4271
DEER_LODGE__MT	2672	1493	4534
FALLON__MT	256	1061	1369
FERGUS__MT	1352	4353	5994
FLATHEAD__MT	8329	22519	33839
GALLATIN__MT	10009	18833	32040
GARFIELD__MT	61	651	744
GLACIER__MT	2211	1709	4124
GOLDEN_VALLEY__MT	88	405	531
GRANITE__MT	295	1181	1590
HILL__MT	2760	3392	6558
JEFFERSON__MT	1513	3308	5163
JUDITH_BASIN__MT	278	1057	1394
LAKE__MT	3884	6441	11448
LEWIS_AND_CLARK__MT	9982	15091	27269
LIBERTY__MT	243	752	1044
LINCOLN__MT	1629	5578	7846
MCCONE__MT	267	827	1142
MADISON__MT	758	2656	3656
MEAGHER__MT	176	698	935
MINERAL__MT	382	1078	1639
MISSOULA__MT	17241	21474	46576
MUSSELSHELL__MT	512	1582	2207
PARK__MT	2154	4523	7406
PETROLEUM__MT	36	254	306
PHILLIPS__MT	423	1727	2228
PONDERA__MT	792	1948	2896
POWDER_RIVER__MT	115	860	1008
POWELL__MT	638	1971	2832
PRAIRIE__MT	164	541	746
RAVALLI__MT	4451	11241	17238
RICHLAND__MT	1018	2858	4033
ROOSEVELT__MT	2059	1605	3813
ROSEBUD__MT	1394	1826	3423
SANDERS__MT	1165	3144	4721
SHERIDAN__MT	702	1176	1965
SILVER_BOW__MT	8967	6299	16703
STILLWATER__MT	925	2765	3918
SWEET_GRASS__MT	305	1450	1846
TETON__MT	847	2294	3314
TOOLE__MT	630	1639	2378
TREASURE__MT	106	344	479
VALLEY__MT	1273	2500	3963
WHEATLAND__MT	243	708	999
WIBAUX__MT	121	369	518
YELLOWSTONE__MT	20370	33922	57499
ADAMS__NE	3686	8162	12438
ANTELOPE__NE	678	2562	3368
ARTHUR__NE	26	235	272
BANNER__NE	65	390	462
BLAINE__NE	43	299	349
BOONE__NE	575	2196	2862
BOX_BUTTE__NE	1614	3208	5089
BOYD__NE	265	931	1242
BROWN__NE	250	1375	1684
BUFFALO__NE	3927	11931	16461
BURT__NE	1223	2056	3392
BUTLER__NE	1028	2638	3828
CASS__NE	3656	6144	10280
CEDAR__NE	1062	2989	4269
CHASE__NE	306	1505	1875
CHERRY__NE	446	2322	2847
CHEYENNE__NE	844	3207	4186
CLAY__NE	774	2326	3215
COLFAX__NE	863	2338	3315
CUMING__NE	857	3232	4215
CUSTER__NE	976	4245	5414
DAKOTA__NE	2695	3119	6061
DAWES__NE	823	2549	3621
DAWSON__NE	1740	5511	7507
DEUEL__NE	213	783	1033
DIXON__NE	820	1834	2792
DODGE__NE	5021	8871	14472
DOUGLAS__NE	73347	101025	183156
DUNDY__NE	179	801	1011
FILLMORE__NE	848	2024	2998
FRANKLIN__NE	420	1196	1668
FRONTIER__NE	244	1102	1393
FURNAS__NE	534	1849	2431
GAGE__NE	3516	5538	9506
GARDEN__NE	203	963	1219
GARFIELD__NE	202	718	963
GOSPER__NE	228	757	1014
GRANT__NE	49	324	385
GREELEY__NE	416	839	1310
HALL__NE	5952	11803	18546
HAMILTON__NE	1066	3251	4491
HARLAN__NE	438	1358	1852
HAYES__NE	66	486	571
HITCHCOCK__NE	312	1126	1480
HOLT__NE	846	3954	4959
HOOKER__NE	74	317	409
HOWARD__NE	955	1760	2827
JEFFERSON__NE	1361	2351	3847
JOHNSON__NE	794	1210	2112
KEARNEY__NE	680	2333	3122
KEITH__NE	778	2953	3849
KEYA_PAHA__NE	78	422	513
KIMBALL__NE	379	1379	1820
KNOX__NE	1037	2784	3978
LANCASTER__NE	44650	55514	107132
LINCOLN__NE	5205	9220	15114
LOGAN__NE	60	336	412
LOUP__NE	84	284	378
MCPHERSON__NE	48	244	301
MADISON__NE	2772	9636	12853
MERRICK__NE	848	2380	3340
MORRILL__NE	460	1597	2138
NANCE__NE	497	1105	1665
NEMAHA__NE	1063	2177	3369
NUCKOLLS__NE	644	1701	2443
OTOE__NE	2208	4178	6662
PAWNEE__NE	522	937	1519
PERKINS__NE	243	1170	1452
PHELPS__NE	934	3575	4627
PIERCE__NE	570	2534	3208
PLATTE__NE	2612	9861	12859
POLK__NE	610	1925	2613
RED_WILLOW__NE	1188	3680	5025
RICHARDSON__NE	1382	2623	4150
ROCK__NE	141	725	894
SALINE__NE	2321	2581	5145
SARPY__NE	14637	28979	45278
SAUNDERS__NE	2852	5688	8919
SCOTTS_BLUFF__NE	3937	9397	13839
SEWARD__NE	2250	4457	7016
SHERIDAN__NE	392	2105	2576
SHERMAN__NE	564	1072	1705
SIOUX__NE	98	629	752
STANTON__NE	500	1895	2486
THAYER__NE	821	2096	3006
THOMAS__NE	55	329	395
THURSTON__NE	924	1040	2082
VALLEY__NE	583	1610	2263
WASHINGTON__NE	2550	5758	8626
WAYNE__NE	1001	2774	3940
WEBSTER__NE	584	1302	1945
WHEELER__NE	85	351	453
YORK__NE	1407	4816	6460
CHURCHILL__NV	2191	6237	8823
CLARK__NV	196100	170932	382198
DOUGLAS__NV	5837	11193	17974
ELKO__NV	2542	11025	14180
ESMERALDA__NV	116	333	491
EUREKA__NV	150	632	837
HUMBOLDT__NV	1128	3638	5030
LANDER__NV	395	1619	2119
LINCOLN__NV	461	1372	1956
LYON__NV	3955	7270	11992
MINERAL__NV	916	1227	2293
NYE__NV	4525	6904	12181
PERSHING__NV	476	1221	1802
STOREY__NV	666	1014	1798
WASHOE__NV	52097	63640	122301
WHITE_PINE__NV	1069	2234	3543
CARSON_CITY__NV	7354	11084	19452
BELKNAP__NH	10719	14799	26795
CARROLL__NH	9852	12597	23879
CHESHIRE__NH	17382	13793	33395
COOS__NH	6570	7329	14600
GRAFTON__NH	18326	18092	38733
HILLSBOROUGH__NH	77625	80649	165761
MERRIMACK__NH	30622	30028	63684
ROCKINGHAM__NH	61628	65860	134173
STRAFFORD__NH	25400	21108	49393
SULLIVAN__NH	8224	9304	18668
ATLANTIC__NJ	52880	35593	91102
BERGEN__NJ	202682	152731	366721
BURLINGTON__NJ	99506	72254	177541
CAMDEN__NJ	127166	62464	196861
CAPE_MAY__NJ	22189	23794	47594
CUMBERLAND__NJ	28188	18882	48684
ESSEX__NJ	185505	66842	259573
GLOUCESTER__NJ	61095	42315	107298
HUDSON__NJ	118206	43804	167361
HUNTERDON__NJ	21387	32210	56455
MERCER__NJ	83256	46670	135559
MIDDLESEX__NJ	154998	93545	258849
MONMOUTH__NJ	131476	119291	262141
MORRIS__NJ	88039	111066	206508
OCEAN__NJ	102104	105684	216393
PASSAIC__NJ	90324	61043	156573
SALEM__NJ	13718	12257	26972
SOMERSET__NJ	56232	59725	120377
SUSSEX__NJ	21353	33277	57490
UNION__NJ	112003	68554	186373
WARREN__NJ	16543	22172	40801
BERNALILLO__NM	99461	95249	204319
CATRON__NM	353	1273	1711
CHAVES__NM	6340	11378	18149
CIBOLA__NM	4127	2752	7088
COLFAX__NM	2653	2600	5461
CURRY__NM	3471	8301	11969
DE_BACA__NM	349	612	982
DONA_ANA__NM	23912	21263	46653
EDDY__NM	7108	10335	17787
GRANT__NM	5673	4961	11241
GUADALUPE__NM	1076	548	1651
HARDING__NM	214	366	593
HIDALGO__NM	839	954	1834
LEA__NM	3855	10157	14256
LINCOLN__NM	2027	4458	6772
LOS_ALAMOS__NM	4149	5623	10218
LUNA__NM	2975	3395	6612
MCKINLEY__NM	10281	5070	15879
MORA__NM	1456	668	2191
OTERO__NM	5465	10258	16204
QUAY__NM	1471	2292	3844
RIO_ARRIBA__NM	8169	3495	12097
ROOSEVELT__NM	1762	3762	5651
SANDOVAL__NM	14899	15423	31755
SAN_JUAN__NM	11980	21434	34657
SAN_MIGUEL__NM	6540	2215	9161
SANTA_FE__NM	32017	13974	49471
SIERRA__NM	1689	2721	4586
SOCORRO__NM	3294	3173	6826
TAOS__NM	7039	2744	10895
TORRANCE__NM	1868	2891	4960
UNION__NM	452	1269	1755
VALENCIA__NM	9819	10803	21377
ALBANY__NY	85617	47624	141969
ALLEGANY__NY	6336	11436	18689
BRONX__NY	265801	36245	308048
BROOME__NY	45381	36946	87063
CATTARAUGUS__NY	13697	18382	33733
CAYUGA__NY	17031	14988	33978
CHAUTAUQUA__NY	27016	29064	58720
CHEMUNG__NY	17424	18779	37710
CHENANGO__NY	9112	10033	20250
CLINTON__NY	15542	13274	30555
COLUMBIA__NY	13489	13153	28691
CORTLAND__NY	9691	9857	20723
DELAWARE__NY	8450	10662	20175
DUTCHESS__NY	52390	52669	111762
ERIE__NY	240176	160176	424654
ESSEX__NY	7927	8822	17932
FRANKLIN__NY	8870	7643	17447
FULTON__NY	9314	11434	21671
GENESEE__NY	10191	14459	26069
GREENE__NY	8480	11332	21094
HAMILTON__NY	1114	2388	3682
HERKIMER__NY	12224	14147	27705
JEFFERSON__NY	16799	18192	36418
KINGS__NY	497468	96605	617105
LEWIS__NY	4333	6103	10923
LIVINGSTON__NY	10476	15244	27223
MADISON__NY	12017	14879	28366
MONROE__NY	161743	141266	317762
MONTGOMERY__NY	10249	9765	20809
NASSAU__NY	341610	226954	589707
NEW_YORK__NY	449300	79921	563232
NIAGARA__NY	47781	40952	93257
ONEIDA__NY	43933	47603	95996
ONONDAGA__NY	109896	83678	203629
ONTARIO__NY	19761	23885	45948
ORANGE__NY	58170	62852	126549
ORLEANS__NY	5991	9202	15843
OSWEGO__NY	22857	23249	48473
OTSEGO__NY	11460	12219	25358
PUTNAM__NY	18525	21853	42547
QUEENS__NY	416967	122052	555930
RENSSELAER__NY	34808	29562	68436
RICHMOND__NY	73828	63903	142121
ROCKLAND__NY	69530	48441	122580
ST__LAWRENCE__NY	21386	16449	39779
SARATOGA__NY	43359	46623	95057
SCHENECTADY__NY	35534	27961	66946
SCHOHARIE__NY	5390	7459	13548
SCHUYLER__NY	3301	4381	8153
SENECA__NY	6841	6734	14333
STEUBEN__NY	14600	24200	40563
SUFFOLK__NY	306306	240992	573866
SULLIVAN__NY	14348	12703	28524
TIOGA__NY	9170	12239	22454
TOMPKINS__NY	21807	13351	40060
ULSTER__NY	38162	33447	78225
WARREN__NY	12193	14993	28621
WASHINGTON__NY	9641	12596	23555
WAYNE__NY	14977	21701	38329
WESTCHESTER__NY	218010	139278	371775
WYOMING__NY	5935	10809	17627
YATES__NY	3962	5565	10052
ALAMANCE__NC	17459	29305	47091
ALEXANDER__NC	4166	9242	13492
ALLEGHANY__NC	1715	2531	4313
ANSON__NC	4792	3161	7985
ASHE__NC	4011	6226	10316
AVERY__NC	1686	4956	6694
BEAUFORT__NC	6634	10531	17313
BERTIE__NC	4660	2488	7176
BLADEN__NC	5889	4977	10908
BRUNSWICK__NC	13118	15427	28839
BUNCOMBE__NC	38545	46101	85476
BURKE__NC	11924	18466	30658
CABARRUS__NC	16284	32704	49381
CALDWELL__NC	8588	17337	26115
CAMDEN__NC	1187	1628	2831
CARTERET__NC	8839	17381	26461
CASWELL__NC	4091	4270	8422
CATAWBA__NC	16246	34244	50841
CHATHAM__NC	10461	10248	20931
CHEROKEE__NC	3239	6305	9674
CHOWAN__NC	2430	2415	4890
CLAY__NC	1361	2416	3852
CLEVELAND__NC	13455	19064	32746
COLUMBUS__NC	9986	8342	18425
CRAVEN__NC	12213	19494	31985
CUMBERLAND__NC	38626	38129	77151
CURRITUCK__NC	2595	4095	6739
DARE__NC	5589	7301	13002
DAVIDSON__NC	16199	35387	52047
DAVIE__NC	3651	10184	13998
DUPLIN__NC	6475	7840	14390
DURHAM__NC	53907	30150	84604
EDGECOMBE__NC	11315	6836	18202
FORSYTH__NC	52457	67700	120942
FRANKLIN__NC	7454	8501	16051
GASTON__NC	19281	39453	59179
GATES__NC	1944	1480	3446
GRAHAM__NC	1006	2304	3361
GRANVILLE__NC	7733	7364	15194
GREENE__NC	2478	3353	5870
GUILFORD__NC	80787	84394	166264
HALIFAX__NC	10222	6698	16970
HARNETT__NC	9155	14762	24167
HAYWOOD__NC	9793	12118	22273
HENDERSON__NC	12562	25688	38607
HERTFORD__NC	5484	2382	7897
HOKE__NC	5017	3439	8582
HYDE__NC	1088	1132	2237
IREDELL__NC	15434	29853	45586
JACKSON__NC	5722	6237	12121
JOHNSTON__NC	13704	27212	41155
JONES__NC	1822	2114	3964
LEE__NC	6785	9406	16283
LENOIR__NC	9527	11512	21163
LINCOLN__NC	8412	15951	24529
MCDOWELL__NC	4747	9109	14011
MACON__NC	4683	8406	13234
MADISON__NC	3505	4676	8325
MARTIN__NC	4929	4420	9366
MECKLENBURG__NC	126911	134068	263036
MITCHELL__NC	1535	4984	6600
MONTGOMERY__NC	3979	4946	8974
MOORE__NC	11232	19882	31301
NASH__NC	12376	17995	30513
NEW_HANOVER__NC	29292	36503	66319
NORTHAMPTON__NC	5513	2667	8200
ONSLOW__NC	10269	19657	30215
ORANGE__NC	30921	17930	49344
PAMLICO__NC	2188	2999	5242
PASQUOTANK__NC	5874	4943	10903
PENDER__NC	6415	7661	14154
PERQUIMANS__NC	2033	2230	4306
PERSON__NC	5042	6722	11833
PITT__NC	19685	23192	43075
POLK__NC	3114	5074	8303
RANDOLPH__NC	11366	30959	42696
RICHMOND__NC	7935	6263	14269
ROBESON__NC	17834	11721	29747
ROCKINGHAM__NC	13260	18979	32528
ROWAN__NC	14891	28922	44133
RUTHERFORD__NC	7697	13755	21716
SAMPSON__NC	8768	10410	19239
SCOTLAND__NC	5627	3740	9403
STANLY__NC	7066	15548	22818
STOKES__NC	5030	12028	17182
SURRY__NC	7757	15401	23358
SWAIN__NC	2097	2224	4370
TRANSYLVANIA__NC	5044	9011	14225
TYRRELL__NC	849	706	1566
UNION__NC	14890	31876	47161
VANCE__NC	7092	5564	12701
WAKE__NC	123466	142494	268220
WARREN__NC	4576	2202	6795
WASHINGTON__NC	2704	2169	4890
WATAUGA__NC	7959	10438	18723
WAYNE__NC	13005	20758	33884
WILKES__NC	7226	16826	24323
WILSON__NC	11266	13466	24826
YADKIN__NC	3127	10435	13682
YANCEY__NC	3714	4970	8764
ADAMS__ND	286	826	1160
BARNES__ND	1933	3452	5748
BENSON__ND	952	1055	2154
BILLINGS__ND	82	394	525
BOTTINEAU__ND	1173	2349	3690
BOWMAN__ND	330	1080	1471
BURKE__ND	296	698	1039
BURLEIGH__ND	9842	22467	34482
CASS__ND	21451	33536	58995
CAVALIER__ND	618	1513	2371
DICKEY__ND	806	1853	2786
DIVIDE__ND	306	443	794
DUNN__ND	474	1124	1728
EDDY__ND	458	703	1268
EMMONS__ND	405	1430	1992
FOSTER__ND	474	1172	1743
GOLDEN_VALLEY__ND	156	611	812
GRAND_FORKS__ND	10593	15875	28385
GRANT__ND	235	1077	1427
GRIGGS__ND	484	920	1469
HETTINGER__ND	353	1057	1519
KIDDER__ND	283	837	1276
LAMOURE__ND	689	1590	2468
LOGAN__ND	223	812	1145
MCHENRY__ND	888	1682	2737
MCINTOSH__ND	350	1178	1637
MCKENZIE__ND	653	1634	2364
MCLEAN__ND	1465	2891	4646
MERCER__ND	1011	2984	4353
MORTON__ND	3439	6993	11223
MOUNTRAIL__ND	1256	1466	2896
NELSON__ND	687	1031	1840
OLIVER__ND	244	709	1051
PEMBINA__ND	1093	2430	3779
PIERCE__ND	500	1348	1971
RAMSEY__ND	1658	3005	4977
RANSOM__ND	1080	1488	2719
RENVILLE__ND	443	820	1332
RICHLAND__ND	2490	4999	8015
ROLETTE__ND	2681	1416	4398
SARGENT__ND	959	1103	2184
SHERIDAN__ND	161	707	928
SIOUX__ND	724	269	1041
SLOPE__ND	85	316	442
STARK__ND	2784	6387	9777
STEELE__ND	475	655	1210
STUTSMAN__ND	3067	5488	9118
TOWNER__ND	410	694	1189
TRAILL__ND	1512	2392	4112
WALSH__ND	1743	3099	5182
WARD__ND	7533	13997	22482
WELLS__ND	661	1610	2410
WILLIAMS__ND	2330	5187	7807
ADAMS__OH	3581	6380	10235
ALLEN__OH	13996	28647	43795
ASHLAND__OH	6685	13533	21258
ASHTABULA__OH	19831	17940	39472
ATHENS__OH	13158	9703	25447
AUGLAIZE__OH	5564	13770	19892
BELMONT__OH	15980	12625	30141
BROWN__OH	5972	10027	16429
BUTLER__OH	46390	86587	136737
CARROLL__OH	4960	6732	12261
CHAMPAIGN__OH	5955	9220	15680
CLARK__OH	27984	27660	57559
CLERMONT__OH	20927	47129	69877
CLINTON__OH	4791	9824	15070
COLUMBIANA__OH	20657	21804	44427
COSHOCTON__OH	5594	8243	14268
CRAWFORD__OH	6721	11666	19176
CUYAHOGA__OH	359913	192099	574782
DARKE__OH	7741	14817	23267
DEFIANCE__OH	6175	9540	16242
DELAWARE__OH	17134	36639	55403
ERIE__OH	17732	16105	35015
FAIRFIELD__OH	19065	33523	54094
FAYETTE__OH	3363	5685	9278
FRANKLIN__OH	202018	197862	414074
FULTON__OH	6805	11546	18896
GALLIA__OH	4872	7511	12776
GEAUGA__OH	15327	25417	42600
GREENE__OH	25059	37946	65204
GUERNSEY__OH	6643	8181	15430
HAMILTON__OH	161578	204175	377899
HANCOCK__OH	8798	20985	30617
HARDIN__OH	4557	7124	12068
HARRISON__OH	3351	3417	7161
HENRY__OH	4367	8530	13252
HIGHLAND__OH	5328	9728	15447
HOCKING__OH	4474	5702	10756
HOLMES__OH	2066	6754	9145
HURON__OH	8183	12286	21360
JACKSON__OH	5131	6958	12490
JEFFERSON__OH	17488	15038	34636
KNOX__OH	7133	13393	21260
LAKE__OH	46497	51747	102564
LAWRENCE__OH	11307	12531	24452
LICKING__OH	23196	37180	62466
LOGAN__OH	5945	11849	18455
LORAIN__OH	59809	47957	112180
LUCAS__OH	108344	73342	187350
MADISON__OH	5287	8892	14667
MAHONING__OH	69212	40460	114119
MARION__OH	10370	13617	24815
MEDINA__OH	26635	37349	66883
MEIGS__OH	3674	5750	9795
MERCER__OH	5212	12485	18294
MIAMI__OH	15584	26037	42841
MONROE__OH	3605	3145	7115
MONTGOMERY__OH	114597	109792	230987
MORGAN__OH	2261	3451	5993
MORROW__OH	4529	7842	12839
MUSKINGUM__OH	13415	17995	32624
NOBLE__OH	2296	3435	5988
OTTAWA__OH	9485	9917	19968
PAULDING__OH	3384	5210	8946
PERRY__OH	5895	6440	12828
PICKAWAY__OH	6598	10717	17740
PIKE__OH	4923	5333	10560
PORTAGE__OH	31446	28271	62899
PREBLE__OH	6375	11176	18166
PUTNAM__OH	4063	12837	17344
RICHLAND__OH	20572	30138	52779
ROSS__OH	11662	13706	26016
SANDUSKY__OH	11146	13699	25744
SCIOTO__OH	13997	15022	29945
SENECA__OH	9512	13863	24351
SHELBY__OH	6593	12476	19670
STARK__OH	75308	78153	159844
SUMMIT__OH	119759	96721	224839
TRUMBULL__OH	57643	34654	96239
TUSCARAWAS__OH	15879	19549	37118
UNION__OH	5040	11502	17024
VAN_WERT__OH	4209	8679	13219
VINTON__OH	2037	2720	4946
WARREN__OH	19142	48318	69078
WASHINGTON__OH	10383	15342	26515
WAYNE__OH	14779	25901	42436
WILLIAMS__OH	5454	9941	15919
WOOD__OH	22687	27504	52194
WYANDOT__OH	3397	6113	9827
ADAIR__OK	2361	3503	5977
ALFALFA__OK	583	1886	2507
ATOKA__OK	1906	2375	4324
BEAVER__OK	339	2092	2456
BECKHAM__OK	2408	4067	6532
BLAINE__OK	1402	2633	4094
BRYAN__OK	5554	6084	11746
CADDO__OK	4272	4835	9210
CANADIAN__OK	8367	22679	31360
CARTER__OK	6659	9667	16458
CHEROKEE__OK	7256	6918	14468
CHOCTAW__OK	2799	2461	5315
CIMARRON__OK	227	1230	1484
CLEVELAND__OK	27792	47393	76171
COAL__OK	1148	1196	2362
COMANCHE__OK	11971	17103	29333
COTTON__OK	1068	1388	2482
CRAIG__OK	2568	2815	5484
CREEK__OK	9753	13580	23741
CUSTER__OK	3115	6527	9743
DELAWARE__OK	5514	7618	13353
DEWEY__OK	599	1607	2220
ELLIS__OK	468	1513	2013
GARFIELD__OK	6543	14902	21683
GARVIN__OK	4189	5536	9843
GRADY__OK	6037	10040	16276
GRANT__OK	709	1762	2503
GREER__OK	839	1287	2152
HARMON__OK	507	692	1205
HARPER__OK	374	1296	1683
HASKELL__OK	2510	2039	4628
HUGHES__OK	2334	2196	4585
JACKSON__OK	2515	5591	8159
JEFFERSON__OK	1245	1320	2593
JOHNSTON__OK	1809	2072	3930
KAY__OK	6122	11768	18162
KINGFISHER__OK	1304	4693	6056
KIOWA__OK	1544	2173	3750
LATIMER__OK	1865	1739	3669
LE_FLORE__OK	6536	8215	14985
LINCOLN__OK	4140	7387	11701
LOGAN__OK	4510	8187	12870
LOVE__OK	1530	1807	3372
MCCLAIN__OK	3679	6750	10539
MCCURTAIN__OK	3752	6601	10482
MCINTOSH__OK	4206	3444	7781
MAJOR__OK	635	2672	3352
MARSHALL__OK	2210	2641	4900
MAYES__OK	6618	7132	14001
MURRAY__OK	2263	2609	4922
MUSKOGEE__OK	12520	11820	24693
NOBLE__OK	1416	3230	4697
NOWATA__OK	1703	2069	3849
OKFUSKEE__OK	1814	1910	3788
OKLAHOMA__OK	81590	139078	223111
OKMULGEE__OK	7186	5797	13178
OSAGE__OK	7540	8138	15909
OTTAWA__OK	5647	5625	11411
PAWNEE__OK	2435	3386	5925
PAYNE__OK	9319	15256	24947
PITTSBURG__OK	7627	8514	16357
PONTOTOC__OK	5387	7299	12836
POTTAWATOMIE__OK	8763	13235	22316
PUSHMATAHA__OK	1969	2331	4348
ROGER_MILLS__OK	441	1234	1687
ROGERS__OK	10813	17713	28951
SEMINOLE__OK	3783	4011	7866
SEQUOYAH__OK	5425	6614	12254
STEPHENS__OK	6467	10860	17488
TEXAS__OK	1084	4964	6088
TILLMAN__OK	1400	1920	3349
TULSA__OK	81656	134152	218691
WAGONER__OK	8244	12981	21517
WASHINGTON__OK	6644	13788	20744
WASHITA__OK	1564	2850	4468
WOODS__OK	1235	2774	4046
WOODWARD__OK	1950	5067	7100
BAKER__OR	2195	5618	8258
BENTON__OR	19444	15825	38226
CLACKAMAS__OR	76421	77539	162262
CLATSOP__OR	8296	6950	16474
COLUMBIA__OR	10331	9369	21195
COOS__OR	11610	15626	29379
CROOK__OR	2474	5363	8277
CURRY__OR	4090	6551	11513
DESCHUTES__OR	22061	32132	57885
DOUGLAS__OR	14193	30294	47220
GILLIAM__OR	359	679	1090
GRANT__OR	589	3078	3846
HARNEY__OR	766	2799	3734
HOOD_RIVER__OR	4072	3721	8549
JACKSON__OR	33153	46052	84796
JEFFERSON__OR	2681	3838	6897
JOSEPHINE__OR	11864	22186	36733
KLAMATH__OR	7541	18855	27844
LAKE__OR	707	2830	3729
LANE__OR	78583	61578	152188
LINCOLN__OR	10861	8446	21118
LINN__OR	16682	25359	44388
MALHEUR__OR	2336	7624	10404
MARION__OR	49430	57443	113334
MORROW__OR	1197	2224	3609
MULTNOMAH__OR	188441	83677	296685
POLK__OR	11921	14988	28449
SHERMAN__OR	326	679	1062
TILLAMOOK__OR	5762	5775	12376
UMATILLA__OR	7809	14140	23060
UNION__OR	3577	7836	12076
WALLOWA__OR	836	3279	4294
WASCO__OR	4616	5356	10664
WASHINGTON__OR	90662	86091	185974
WHEELER__OR	202	584	841
YAMHILL__OR	14254	19193	35539
ADAMS__PA	11682	20848	33433
ALLEGHENY__PA	329963	235361	582478
ARMSTRONG__PA	11127	15508	27423
BEAVER__PA	38925	32491	73593
BEDFORD__PA	5474	13598	19435
BERKS__PA	59150	71273	135163
BLAIR__PA	15774	28376	45140
BRADFORD__PA	7911	14660	23330
BUCKS__PA	132914	121927	263422
BUTLER__PA	25037	44009	70824
CAMBRIA__PA	30308	28001	60286
CAMERON__PA	779	1383	2246
CARBON__PA	10668	9717	21277
CENTRE__PA	21409	26172	49538
CHESTER__PA	82047	100080	187562
CLARION__PA	5605	9796	15843
CLEARFIELD__PA	11718	18019	30609
CLINTON__PA	5521	6064	11994
COLUMBIA__PA	8975	12095	21894
CRAWFORD__PA	13250	18858	33321
CUMBERLAND__PA	31053	54802	88062
DAUPHIN__PA	44390	53631	100658
DELAWARE__PA	134861	105836	248077
ELK__PA	5754	7347	13578
ERIE__PA	59399	49027	112335
FAYETTE__PA	28152	20013	49532
FOREST__PA	843	1371	2283
FRANKLIN__PA	14922	33042	48969
FULTON__PA	1425	3753	5285
GREENE__PA	7230	5890	13634
HUNTINGDON__PA	5073	10408	15957
INDIANA__PA	13667	16799	31401
JEFFERSON__PA	5566	11473	17574
JUNIATA__PA	2656	5795	8667
LACKAWANNA__PA	57471	35096	96381
LANCASTER__PA	54968	115900	175317
LAWRENCE__PA	20593	18060	39640
LEBANON__PA	16093	28534	45880
LEHIGH__PA	56667	55492	116280
LUZERNE__PA	62199	52328	119586
LYCOMING__PA	14663	27137	43183
MCKEAN__PA	5510	9661	15804
MERCER__PA	23817	23132	48725
MIFFLIN__PA	4835	9400	14614
MONROE__PA	21939	23265	46878
