_PARTIES	Democrat	Republican	Total
NORTHAMPTON__PA	63446	62102	126740
NORTHUMBERLAND__PA	14602	22262	37134
PERRY__PA	5423	13919	19427
PHILADELPHIA__PA	542205	130099	674069
PIKE__PA	8656	12444	21299
POTTER__PA	2268	5640	7962
SCHUYLKILL__PA	29231	35640	65269
SNYDER__PA	4348	10566	14983
SOMERSET__PA	12842	23802	36778
SULLIVAN__PA	1213	2056	3285
SUSQUEHANNA__PA	7351	11573	19040
TIOGA__PA	5437	12019	17571
UNION__PA	5700	10334	16123
VENANGO__PA	9024	14472	23659
WARREN__PA	8044	10999	19273
WASHINGTON__PA	48225	47673	96177
WAYNE__PA	8060	13713	21967
WESTMORELAND__PA	77774	100087	178696
WYOMING__PA	4982	7782	12832
YORK__PA	63701	114270	179269
BRISTOL__RI	14448	9855	24677
KENT__RI	42830	33699	77842
NEWPORT__RI	22992	16622	40337
PROVIDENCE__RI	144811	82337	230947
WASHINGTON__RI	34679	26533	62486
ABBEVILLE__SC	4389	5436	9925
AIKEN__SC	19799	39077	59492
ALLENDALE__SC	2565	985	3591
ANDERSON__SC	20697	43355	64722
BAMBERG__SC	3841	2138	6036
BARNWELL__SC	3982	4606	8685
BEAUFORT__SC	21505	33331	55235
BERKELEY__SC	20142	32104	52937
CALHOUN__SC	3393	3448	6919
CHARLESTON__SC	63758	70297	136316
CHEROKEE__SC	6466	12090	18714
CHESTER__SC	5790	5798	11729
CHESTERFIELD__SC	6729	7252	14049
CLARENDON__SC	7087	6061	13200
COLLETON__SC	6699	7264	14106
DARLINGTON__SC	11829	13416	25454
DILLON__SC	4832	4301	9235
DORCHESTER__SC	14733	26006	41317
EDGEFIELD__SC	4051	5611	9746
FAIRFIELD__SC	5764	3531	9435
FLORENCE__SC	21442	27689	49545
GEORGETOWN__SC	10602	12606	23593
GREENVILLE__SC	55347	111481	168833
GREENWOOD__SC	8954	14264	23442
HAMPTON__SC	4832	3097	8016
HORRY__SC	29547	50447	81347
JASPER__SC	3840	2933	6846
KERSHAW__SC	8515	14160	22915
LANCASTER__SC	7631	12916	20814
LAURENS__SC	9205	14466	23829
LEE__SC	4960	2901	7898
LEXINGTON__SC	25393	67132	93432
MCCORMICK__SC	2648	2396	5122
MARION__SC	7767	5589	13507
MARLBORO__SC	4984	3423	8560
NEWBERRY__SC	4483	7654	12409
OCONEE__SC	8395	18811	27532
ORANGEBURG__SC	24698	12695	37564
PICKENS__SC	10287	29759	40510
RICHLAND__SC	76283	56212	133801
SALUDA__SC	3001	4537	7578
SPARTANBURG__SC	33633	62004	96758
SUMTER__SC	18695	18074	37003
UNION__SC	5236	6592	11934
WILLIAMSBURG__SC	9044	4795	13918
YORK__SC	24226	45234	70181
AURORA__SD	620	1009	1649
BEADLE__SD	3443	4917	8480
BENNETT__SD	759	833	1630
BON_HOMME__SD	1293	2063	3408
BROOKINGS__SD	5443	7662	13375
BROWN__SD	7943	10386	18599
BRULE__SD	1040	1544	2629
BUFFALO__SD	603	223	841
BUTTE__SD	1009	3166	4271
CAMPBELL__SD	239	708	959
CHARLES_MIX__SD	2155	2556	4798
CLARK__SD	875	1435	2327
CLAY__SD	3315	2692	6136
CODINGTON__SD	4803	7778	12751
CORSON__SD	972	720	1724
CUSTER__SD	1272	2922	4304
DAVISON__SD	3263	5561	8952
DAY__SD	1817	1671	3540
DEUEL__SD	961	1406	2412
DEWEY__SD	1606	921	2564
DOUGLAS__SD	393	1596	2012
EDMUNDS__SD	765	1434	2234
FALL_RIVER__SD	1326	2413	3845
FAULK__SD	418	945	1369
GRANT__SD	1633	2392	4090
GREGORY__SD	813	1685	2546
HAAKON__SD	219	1007	1240
HAMLIN__SD	1015	1946	3011
HAND__SD	668	1482	2187
HANSON__SD	745	1379	2150
HARDING__SD	94	704	815
HUGHES__SD	2697	6017	8835
HUTCHINSON__SD	1177	2899	4147
HYDE__SD	259	631	900
JACKSON__SD	508	726	1271
JERAULD__SD	482	736	1236
JONES__SD	134	565	717
KINGSBURY__SD	1163	1804	3014
LAKE__SD	2509	3359	6007
LAWRENCE__SD	3857	7489	11619
LINCOLN__SD	5703	11161	17066
LYMAN__SD	872	1029	1940
MCCOOK__SD	1201	2017	3271
MCPHERSON__SD	369	1180	1579
MARSHALL__SD	1099	1242	2364
MEADE__SD	2941	8347	11504
MELLETTE__SD	361	553	931
MINER__SD	641	810	1470
MINNEHAHA__SD	32314	44189	77632
MOODY__SD	1609	1790	3451
PENNINGTON__SD	14213	29976	44968
PERKINS__SD	418	1329	1813
POTTER__SD	463	1143	1618
ROBERTS__SD	2527	2396	4982
SANBORN__SD	581	817	1426
OGLALA_LAKOTA__SD	3566	526	4214
SPINK__SD	1478	2259	3774
STANLEY__SD	464	1129	1623
SULLY__SD	201	702	917
TODD__SD	2543	889	3524
TRIPP__SD	972	2230	3245
TURNER__SD	1646	3084	4834
UNION__SD	3000	3987	7048
WALWORTH__SD	878	1967	2880
YANKTON__SD	4237	6003	10431
ZIEBACH__SD	641	447	1116
ANDERSON__TN	12896	18510	31682
BEDFORD__TN	5261	8348	13696
BENTON__TN	3869	3161	7090
BLEDSOE__TN	1927	2849	4800
BLOUNT__TN	15042	33240	48710
BRADLEY__TN	9426	25942	35623
CAMPBELL__TN	6163	7859	14118
CANNON__TN	2510	2923	5467
CARROLL__TN	5070	6603	11755
CARTER__TN	6390	15763	22302
CHEATHAM__TN	5918	9676	15697
CHESTER__TN	2182	4086	6297
CLAIBORNE__TN	4033	6447	10538
CLAY__TN	1673	1647	3352
COCKE__TN	3932	8290	12301
COFFEE__TN	8238	11785	20154
CROCKETT__TN	2455	3239	5715
CUMBERLAND__TN	8326	15142	23634
DAVIDSON__TN	132362	107618	241675
DECATUR__TN	2268	2566	4879
DEKALB__TN	3445	3685	7173
DICKSON__TN	8592	10557	19283
DYER__TN	5287	8447	13809
FAYETTE__TN	5692	8960	14731
FENTRESS__TN	2371	4293	6700
FRANKLIN__TN	7797	9126	17070
GIBSON__TN	8509	10596	19219
GILES__TN	5273	6162	11536
GRAINGER__TN	2569	4905	7525
GREENE__TN	7625	16374	24172
GRUNDY__TN	2787	2102	4923
HAMBLEN__TN	7426	14733	22302
HAMILTON__TN	57268	78513	136863
HANCOCK__TN	776	1756	2550
HARDEMAN__TN	5683	4702	10462
HARDIN__TN	3834	6087	9954
HAWKINS__TN	6683	13445	20230
HAYWOOD__TN	4359	3140	7548
HENDERSON__TN	3448	6585	10096
HENRY__TN	5728	6337	12170
HICKMAN__TN	4261	4359	8671
HOUSTON__TN	2126	1438	3593
HUMPHREYS__TN	4485	3261	7793
JACKSON__TN	2996	2024	5052
JEFFERSON__TN	5469	11617	17207
JOHNSON__TN	1810	4632	6476
KNOX__TN	65921	110653	178175
LAKE__TN	1039	1317	2370
LAUDERDALE__TN	4473	4164	8681
LAWRENCE__TN	6592	9952	16651
LEWIS__TN	2191	2819	5053
LINCOLN__TN	4546	7827	12455
LOUDON__TN	5706	14041	19862
MCMINN__TN	5889	11978	17999
MCNAIRY__TN	4101	5787	9924
MACON__TN	2739	4670	7434
MADISON__TN	16837	21672	38665
MARION__TN	5548	5862	11492
MARSHALL__TN	4722	5825	10615
MAURY__TN	12372	17495	30026
MEIGS__TN	1595	2499	4131
MONROE__TN	5349	10113	15553
MONTGOMERY__TN	20061	28615	48975
MOORE__TN	1084	1667	2773
MORGAN__TN	2924	4401	7360
OBION__TN	5549	7859	13535
OVERTON__TN	4518	3941	8510
PERRY__TN	1579	1520	3148
PICKETT__TN	1033	1600	2645
POLK__TN	2724	3923	6699
PUTNAM__TN	10549	15619	26407
RHEA__TN	3663	7288	11037
ROANE__TN	8676	14423	23264
ROBERTSON__TN	9863	15329	25319
RUTHERFORD__TN	31639	52189	84390
SCOTT__TN	3085	4508	7626
SEQUATCHIE__TN	1986	2950	4982
SEVIER__TN	8613	22127	30944
SHELBY__TN	215810	157591	375584
SMITH__TN	4038	3738	7821
STEWART__TN	2860	2675	5583
SULLIVAN__TN	19626	42526	62598
SUMNER__TN	21439	40141	61909
TIPTON__TN	7379	14178	21677
TROUSDALE__TN	1850	1314	3190
UNICOI__TN	2372	5026	7457
UNION__TN	2524	4145	6710
VAN_BUREN__TN	1209	1119	2346
WARREN__TN	6803	7502	14394
WASHINGTON__TN	14937	29720	44984
WAYNE__TN	1951	3998	5983
WEAKLEY__TN	5584	7816	13491
WHITE__TN	4147	5268	9494
WILLIAMSON__TN	21719	57409	79577
WILSON__TN	15256	28896	44403
ANDERSON__TX	4678	11525	16301
ANDREWS__TX	677	3837	4536
ANGELINA__TX	9302	18932	28364
ARANSAS__TX	2640	6569	9268
ARCHER__TX	878	3556	4451
ARMSTRONG__TX	170	830	1004
ATASCOSA__TX	4421	7635	12116
AUSTIN__TX	2582	8072	10702
BAILEY__TX	525	1882	2412
BANDERA__TX	1738	6933	8741
BASTROP__TX	9794	13290	23441
BAYLOR__TX	467	1169	1640
BEE__TX	4045	5428	9518
BELL__TX	27165	52135	79724
BEXAR__TX	210976	260698	475314
BLANCO__TX	1267	3277	4584
BORDEN__TX	55	303	359
BOSQUE__TX	1815	5737	7586
BOWIE__TX	11880	21791	33760
BRAZORIA__TX	28904	63662	93248
BRAZOS__TX	16128	37594	54309
BREWSTER__TX	1729	1980	3760
BRISCOE__TX	191	620	811
BROOKS__TX	1823	845	2674
BROWN__TX	2523	11640	14253
BURLESON__TX	2276	4405	6721
BURNET__TX	4147	11456	15742
CALDWELL__TX	5052	6436	11587
CALHOUN__TX	2561	4348	6929
CALLAHAN__TX	1073	4542	5654
CAMERON__TX	33998	34801	69156
CAMP__TX	1778	2638	4439
CARSON__TX	485	2450	2944
CASS__TX	4630	7383	12049
CASTRO__TX	631	1794	2430
CHAMBERS__TX	2953	8618	11649
CHEROKEE__TX	4439	11329	15839
CHILDRESS__TX	511	1629	2144
CLAY__TX	1299	3971	5288
COCHRAN__TX	249	856	1110
COKE__TX	266	1338	1610
COLEMAN__TX	778	3035	3826
COLLIN__TX	68935	174435	245154
COLLINGSWORTH__TX	346	1051	1398
COLORADO__TX	2161	5488	7690
COMAL__TX	9153	31574	41043
COMANCHE__TX	1431	3813	5268
CONCHO__TX	270	911	1193
COOKE__TX	3142	11908	15107
CORYELL__TX	5122	12421	17625
COTTLE__TX	214	549	768
CRANE__TX	254	1314	1574
CROCKETT__TX	473	1248	1728
CROSBY__TX	622	1647	2275
CULBERSON__TX	375	407	788
DALLAM__TX	305	1473	1782
DALLAS__TX	336641	346246	687709
DAWSON__TX	1114	3419	4545
DEAF_SMITH__TX	1133	4139	5291
DELTA__TX	627	1447	2082
DENTON__TX	59346	140891	201410
DEWITT__TX	1610	5100	6732
DICKENS__TX	245	815	1063
DIMMIT__TX	2365	1188	3566
DONLEY__TX	349	1429	1784
DUVAL__TX	2916	1160	4091
EASTLAND__TX	1582	5249	6857
ECTOR__TX	8579	27502	36310
EDWARDS__TX	217	745	963
ELLIS__TX	11640	34602	46444
EL_PASO__TX	95142	73261	169573
ERATH__TX	2710	9506	12281
FALLS__TX	2427	3454	5902
FANNIN__TX	4001	7893	11960
FAYETTE__TX	2803	7527	10397
FISHER__TX	758	1161	1923
FLOYD__TX	545	2032	2584
FOARD__TX	235	347	587
FORT_BEND__TX	68722	93625	163169
FRANKLIN__TX	1011	3185	4217
FREESTONE__TX	2070	5057	7161
FRIO__TX	1931	1991	3930
GAINES__TX	608	3540	4164
GALVESTON__TX	43919	61290	105981
GARZA__TX	326	1480	1812
GILLESPIE__TX	2104	9297	11553
GLASSCOCK__TX	44	488	533
GOLIAD__TX	1219	2267	3501
GONZALES__TX	1709	4291	6022
GRAY__TX	1289	7260	8572
GRAYSON__TX	13452	30777	44423
GREGG__TX	12306	29939	42398
GRIMES__TX	2713	5263	8030
GUADALUPE__TX	10290	28208	38752
HALE__TX	2078	8025	10154
HALL__TX	413	860	1277
HAMILTON__TX	845	2856	3730
HANSFORD__TX	240	1903	2147
HARDEMAN__TX	480	1214	1702
HARDIN__TX	5608	15030	20710
HARRIS__TX	475865	584723	1067968
HARRISON__TX	9642	16473	26223
HARTLEY__TX	315	1736	2059
HASKELL__TX	867	1539	2416
HAYS__TX	20110	27021	47823
HEMPHILL__TX	257	1380	1643
HENDERSON__TX	8505	20210	28849
HIDALGO__TX	62369	50931	113683
HILL__TX	3751	9225	13053
HOCKLEY__TX	1385	6160	7577
HOOD__TX	4865	16280	21293
HOPKINS__TX	3443	8582	12062
HOUSTON__TX	2921	5848	8806
HOWARD__TX	2663	7480	10201
HUDSPETH__TX	302	577	886
HUNT__TX	7971	20065	28194
HUTCHINSON__TX	1503	7839	9369
IRION__TX	141	684	828
JACK__TX	643	2470	3126
JACKSON__TX	1296	3766	5077
JASPER__TX	4471	8347	12873
JEFF_DAVIS__TX	378	764	1167
JEFFERSON__TX	47066	44423	91866
JIM_HOGG__TX	1344	712	2065
JIM_WELLS__TX	6824	5817	12691
JOHNSON__TX	12325	34818	47422
JONES__TX	1658	4254	5931
KARNES__TX	1543	3114	4673
KAUFMAN__TX	8947	21304	30366
KENDALL__TX	2532	11434	14072
KENEDY__TX	85	82	169
KENT__TX	138	382	522
KERR__TX	4557	16538	21246
KIMBLE__TX	324	1482	1816
KING__TX	18	137	156
KINNEY__TX	542	1051	1600
KLEBERG__TX	4550	5366	9973
KNOX__TX	464	1081	1552
LAMAR__TX	5338	12054	17470
LAMB__TX	857	3410	4271
LAMPASAS__TX	1593	5422	7025
LA_SALLE__TX	1229	989	2230
LAVACA__TX	2152	5974	8177
LEE__TX	1899	4160	6088
LEON__TX	1754	5023	6799
LIBERTY__TX	6780	14821	21691
LIMESTONE__TX	2752	5028	7818
LIPSCOMB__TX	184	1147	1337
LIVE_OAK__TX	1036	3147	4201
LLANO__TX	2257	7241	9563
LOVING__TX	12	65	80
LUBBOCK__TX	22472	70135	93151
LYNN__TX	490	1776	2271
MCCULLOCH__TX	745	2465	3220
MCLENNAN__TX	26760	52090	79254
MCMULLEN__TX	95	467	564
MADISON__TX	1235	2837	4101
MARION__TX	1884	2441	4348
MARTIN__TX	288	1514	1807
MASON__TX	459	1600	2077
MATAGORDA__TX	4355	8119	12521
MAVERICK__TX	5948	4025	10034
MEDINA__TX	4322	10389	14826
MENARD__TX	331	761	1103
MIDLAND__TX	8005	36585	44834
MILAM__TX	3445	5291	8783
MILLS__TX	416	1794	2231
MITCHELL__TX	639	1912	2558
MONTAGUE__TX	1946	5910	7897
MONTGOMERY__TX	28628	104654	133988
MOORE__TX	1009	4601	5628
MORRIS__TX	2437	2818	5278
MOTLEY__TX	113	564	684
NACOGDOCHES__TX	7152	14160	21466
NAVARRO__TX	5259	10715	16034
NEWTON__TX	2513	3159	5700
NOLAN__TX	1541	3722	5289
NUECES__TX	44439	59359	104560
OCHILTREE__TX	251	2922	3177
OLDHAM__TX	108	733	843
ORANGE__TX	11476	20292	31908
PALO_PINTO__TX	2816	7137	10014
PANOLA__TX	2958	7021	10007
PARKER__TX	8966	31795	40957
PARMER__TX	389	2375	2773
PECOS__TX	1242	3167	4428
POLK__TX	6964	13778	20846
POTTER__TX	7489	21401	29056
PRESIDIO__TX	1159	715	1890
RAINS__TX	1213	2998	4229
RANDALL__TX	7849	40520	48587
REAGAN__TX	184	956	1143
REAL__TX	325	1314	1645
RED_RIVER__TX	2097	3379	5490
REEVES__TX	1600	1777	3395
REFUGIO__TX	1232	2212	3455
ROBERTS__TX	46	461	507
ROBERTSON__TX	2979	3792	6795
ROCKWALL__TX	5320	20120	25581
RUNNELS__TX	792	3239	4049
RUSK__TX	4899	13390	18344
SABINE__TX	1476	3138	4639
SAN_AUGUSTINE__TX	1506	2235	3757
SAN_JACINTO__TX	2688	5394	8125
SAN_PATRICIO__TX	7764	13474	21320
SAN_SABA__TX	529	1894	2431
SCHLEICHER__TX	312	1012	1329
SCURRY__TX	981	4576	5572
SHACKELFORD__TX	229	1292	1527
SHELBY__TX	2951	6295	9279
SHERMAN__TX	124	942	1066
SMITH__TX	19970	53392	73664
SOMERVELL__TX	831	2701	3551
STARR__TX	7199	2552	9781
STEPHENS__TX	703	2803	3519
STERLING__TX	71	544	615
STONEWALL__TX	250	499	752
SUTTON__TX	280	1173	1453
SWISHER__TX	626	1487	2120
TARRANT__TX	207286	349462	560141
TAYLOR__TX	10648	37197	48099
TERRELL__TX	159	306	469
TERRY__TX	794	3166	3970
THROCKMORTON__TX	202	656	863
TITUS__TX	3173	5709	8907
TOM_GREEN__TX	9007	28185	37417
TRAVIS__TX	197235	147885	352113
TRINITY__TX	2204	3985	6213
TYLER__TX	2659	5043	7745
UPSHUR__TX	4225	10232	14526
UPTON__TX	185	1009	1197
UVALDE__TX	3298	5148	8483
VAL_VERDE__TX	4757	6968	11795
VAN_ZANDT__TX	4822	14976	19856
VICTORIA__TX	8553	20875	29602
WALKER__TX	5977	11710	17822
WALLER__TX	6145	7679	13881
WARD__TX	901	2856	3768
WASHINGTON__TX	3389	9597	13063
WEBB__TX	23654	17753	41556
WHARTON__TX	4702	9288	14039
WHEELER__TX	420	1960	2394
WICHITA__TX	12819	32472	45545
WILBARGER__TX	1284	3685	4990
WILLACY__TX	2734	2209	4962
WILLIAMSON__TX	43117	83284	128198
WILSON__TX	4409	10400	14885
WINKLER__TX	391	1604	2002
WISE__TX	4783	15177	20031
WOOD__TX	4034	12831	16929
YOAKUM__TX	376	2228	2613
YOUNG__TX	1511	5874	7409
ZAPATA__TX	1662	1228	2898
ZAVALA__TX	2332	777	3118
BEAVER__UT	493	2023	2544
BOX_ELDER__UT	2244	15751	18368
CACHE__UT	6375	32486	39731
CARBON__UT	3415	4950	8508
DAGGETT__UT	108	380	499
DAVIS__UT	20893	86187	109268
DUCHESNE__UT	738	4742	5556
EMERY__UT	831	3781	4678
GARFIELD__UT	264	1848	2162
GRAND__UT	1858	2130	4165
IRON__UT	2267	12815	15446
JUAB__UT	605	2681	3417
KANE__UT	576	2414	3051
MILLARD__UT	626	4084	4877
MORGAN__UT	472	3301	3841
PIUTE__UT	123	646	773
RICH__UT	109	922	1037
SALT_LAKE__UT	135949	215728	362138
SAN_JUAN__UT	1906	2971	4950
SANPETE__UT	1189	7004	8507
SEVIER__UT	920	6597	7641
SUMMIT__UT	6977	7936	15312
TOOELE__UT	4130	12181	16664
UINTAH__UT	1266	8518	9957
UTAH__UT	17357	128269	149173
WASATCH__UT	1854	5503	7512
WASHINGTON__UT	7513	35633	44018
WAYNE__UT	279	1062	1360
WEBER__UT	19862	51199	72691
ADDISON__VT	11147	7077	18579
BENNINGTON__VT	11069	7616	19065
CALEDONIA__VT	7106	6765	14211
CHITTENDEN__VT	49369	26422	77696
ESSEX__VT	1276	1591	2937
FRANKLIN__VT	10598	8936	19920
GRAND_ISLE__VT	2246	1754	4077
LAMOILLE__VT	7636	4260	12181
ORANGE__VT	8159	6421	14895
ORLEANS__VT	6330	5666	12242
RUTLAND__VT	15904	14440	30975
WASHINGTON__VT	19177	11461	31448
WINDHAM__VT	15489	7280	23316
WINDSOR__VT	18561	11491	30767
ACCOMACK__VA	5518	7726	13356
ALBEMARLE__VA	22088	21189	43726
ALLEGHANY__VA	3203	3962	7195
AMELIA__VA	1862	3499	5397
AMHERST__VA	4866	7758	12695
APPOMATTOX__VA	2191	4366	6655
ARLINGTON__VA	63987	29635	94650
AUGUSTA__VA	7019	22100	29704
BATH__VA	828	1432	2282
BEDFORD_CO___VA	10144	23397	33946
BLAND__VA	846	1962	2865
BOTETOURT__VA	4801	10865	15797
BRUNSWICK__VA	4062	2852	6926
BUCHANAN__VA	5275	4507	9829
BUCKINGHAM__VA	2789	3185	6027
CAMPBELL__VA	6862	15891	22997
CAROLINE__VA	4878	4999	9954
CARROLL__VA	3888	8173	12128
CHARLES_CITY__VA	2155	1254	3439
CHARLOTTE__VA	2223	3166	5438
CHESTERFIELD__VA	49346	83745	133814
CLARKE__VA	2699	3741	6505
CRAIG__VA	901	1706	2621
CULPEPER__VA	5476	10026	15605
CUMBERLAND__VA	1721	2377	4126
DICKENSON__VA	3761	3591	7406
DINWIDDIE__VA	4569	6193	10839
ESSEX__VA	2007	2304	4344
FAIRFAX_CO___VA	245671	211980	461379
FAUQUIER__VA	10712	19011	29915
FLOYD__VA	2488	4162	6734
FLUVANNA__VA	4415	6458	10957
FRANKLIN_CO___VA	8002	14048	22223
FREDERICK__VA	8853	19386	28540
GILES__VA	3047	4320	7498
GLOUCESTER__VA	5105	11084	16333
GOOCHLAND__VA	3583	6668	10338
GRAYSON__VA	2430	4655	7137
GREENE__VA	2240	4570	6939
GREENSVILLE__VA	2514	1732	4258
HALIFAX__VA	6220	8363	14656
HANOVER__VA	13941	35404	49611
HENRICO__VA	60864	71809	133418
HENRY__VA	9851	13358	23458
HIGHLAND__VA	522	982	1520
ISLE_OF_WIGHT__VA	5871	9929	15871
JAMES_CITY__VA	11934	18949	31090
KING_AND_QUEEN__VA	1506	1737	3286
KING_GEORGE__VA	2739	5124	7921
KING_WILLIAM__VA	2436	4397	6872
LANCASTER__VA	2477	3724	6230
LEE__VA	4005	5664	9770
LOUDOUN__VA	47271	60382	108430
LOUISA__VA	4844	7083	12035
LUNENBURG__VA	2362	2858	5245
MADISON__VA	2176	3556	5772
MATHEWS__VA	1589	3497	5129
MECKLENBURG__VA	5293	7319	12780
MIDDLESEX__VA	1914	3336	5377
MONTGOMERY__VA	14128	17070	31515
NELSON__VA	3543	3539	7139
NEW_KENT__VA	2443	5414	7946
NORTHAMPTON__VA	2775	2669	5499
NORTHUMBERLAND__VA	2548	3832	6409
NOTTOWAY__VA	2635	3303	6030
ORANGE__VA	5015	7749	12928
PAGE__VA	3324	6221	9603
PATRICK__VA	2572	5507	8215
PITTSYLVANIA__VA	9274	17673	27417
POWHATAN__VA	3112	8955	12163
PRINCE_EDWARD__VA	3632	3571	7316
PRINCE_GEORGE__VA	5066	8131	13254
PRINCE_WILLIAM__VA	61271	69776	132063
PULASKI__VA	5310	8769	14251
RAPPAHANNOCK__VA	1837	2172	4050
RICHMOND_CO___VA	1243	2082	3361
ROANOKE_CO___VA	21477	35641	57519
ROCKBRIDGE__VA	3627	5412	9181
ROCKINGHAM__VA	7273	21737	29216
RUSSELL__VA	5167	6077	11423
SCOTT__VA	3324	6479	9967
SHENANDOAH__VA	5186	11820	17146
SMYTH__VA	4143	7906	12319
SOUTHAMPTON__VA	3431	4018	7492
SPOTSYLVANIA__VA	16623	28527	45445
STAFFORD__VA	17208	28500	45986
SURRY__VA	1954	1543	3522
SUSSEX__VA	2420	1890	4345
TAZEWELL__VA	7184	10039	17480
WARREN__VA	5241	8600	14068
WASHINGTON__VA	7339	14749	22514
WESTMORELAND__VA	3370	3433	6848
WISE__VA	5802	8330	14312
WYTHE__VA	3581	7911	11554
YORK__VA	10276	19396	29880
ALEXANDRIA__VA	41116	19844	61515
BRISTOL__VA	2400	4275	6724
BUENA_VISTA__VA	936	1417	2389
CHARLOTTESVILLE__VA	11088	4172	15450
CHESAPEAKE__VA	38744	52283	91541
COLONIAL_HEIGHTS__VA	2061	6129	8231
COVINGTON__VA	1179	1104	2301
DANVILLE__VA	9436	9399	19112
EMPORIA__VA	1247	970	2221
FALLS_CHURCH__VA	3944	2074	6098
FRANKLIN__VA	1910	1613	3536
FREDERICKSBURG__VA	4085	3390	7542
GALAX__VA	987	1336	2335
HAMPTON__VA	32016	23399	55741
HARRISONBURG__VA	4726	6165	11030
HOPEWELL__VA	3573	4251	7936
LEXINGTON__VA	1340	982	2349
LYNCHBURG__VA	11727	14400	26340
MANASSAS__VA	5562	7257	12903
MANASSAS_PARK__VA	1498	1807	3332
MARTINSVILLE__VA	3036	2538	5603
NEWPORT_NEWS__VA	35319	32208	67952
NORFOLK__VA	43518	26401	70570
NORTON__VA	725	768	1504
PETERSBURG__VA	9682	2238	11949
POQUOSON__VA	1424	5004	6480
PORTSMOUTH__VA	24112	15212	39534
RADFORD__VA	2244	2564	4845
RICHMOND__VA	52167	21637	74325
ROANOKE__VA	18862	16661	36000
SALEM__VA	4254	7115	11484
STAUNTON__VA	3756	5805	9629
SUFFOLK__VA	15233	16763	32189
VIRGINIA_BEACH__VA	70666	103752	175687
WAYNESBORO__VA	2792	5092	7963
WILLIAMSBURG__VA	2216	2064	4320
WINCHESTER__VA	3967	5283	9343
ADAMS__WA	1315	3751	5127
ASOTIN__WA	3319	5320	8786
BENTON__WA	21549	44350	66886
CHELAN__WA	10471	18482	29396
CLALLAM__WA	17049	18871	36766
CLARK__WA	79538	88646	170439
COLUMBIA__WA	605	1470	2107
COWLITZ__WA	21589	20217	42473
DOUGLAS__WA	4306	8900	13372
FERRY__WA	1201	2019	3341
FRANKLIN__WA	5188	10757	16159
GARFIELD__WA	365	935	1320
GRANT__WA	7779	17799	25995
GRAYS_HARBOR__WA	14583	12871	27953
ISLAND__WA	18216	19754	38559
JEFFERSON__WA	11610	6650	18616
KING__WA	580378	301043	893534
KITSAP__WA	60796	55608	118453
KITTITAS__WA	6731	9052	16084
KLICKITAT__WA	4036	5016	9237
LEWIS__WA	10726	21042	32428
LINCOLN__WA	1706	4015	5811
MASON__WA	12894	11987	25394
OKANOGAN__WA	6309	9636	16342
PACIFIC__WA	5570	4634	10431
PEND_OREILLE__WA	2310	3693	6198
PIERCE__WA	158231	150783	313331
SAN_JUAN__WA	6589	3290	10088
SKAGIT__WA	25131	26139	52230
SKAMANIA__WA	2374	2695	5159
SNOHOMISH__WA	156468	134317	294997
SPOKANE__WA	87490	111606	202587
STEVENS__WA	6822	13015	20340
THURSTON__WA	62650	47992	112789
WAHKIAKUM__WA	1021	1171	2235
WALLA_WALLA__WA	8257	14323	22925
WHATCOM__WA	48268	40296	90394
WHITMAN__WA	8287	9397	18012
YAKIMA__WA	28474	43352	72790
BARBOUR__WV	2610	4004	6655
BERKELEY__WV	12244	21293	33785
BOONE__WV	5933	4207	10198
BRAXTON__WV	3035	2986	6051
BROOKE__WV	5493	5189	10773
CABELL__WV	16583	21035	37950
CALHOUN__WV	1266	1360	2661
CLAY__WV	1835	2198	4072
DODDRIDGE__WV	800	2362	3179
FAYETTE__WV	8971	7881	16967
GILMER__WV	1159	1665	2852
GRANT__WV	963	4063	5047
GREENBRIER__WV	6084	8358	14553
HAMPSHIRE__WV	2455	5489	7996
HANCOCK__WV	6906	7298	14321
HARDY__WV	1617	3635	5276
HARRISON__WV	13238	17111	30588
JACKSON__WV	5384	7686	13158
JEFFERSON__WV	9301	10539	19993
KANAWHA__WV	43010	44430	87928
LEWIS__WV	2475	4445	6999
LINCOLN__WV	4048	4102	8312
LOGAN__WV	7877	7047	14987
MCDOWELL__WV	4501	2762	7299
MARION__WV	12771	12150	25194
MARSHALL__WV	6435	8516	15072
MASON__WV	5408	6487	11990
MERCER__WV	9178	13057	22379
MINERAL__WV	3518	7854	11461
MINGO__WV	5983	4612	10655
MONONGALIA__WV	16313	17670	34306
MONROE__WV	2311	3590	5951
MORGAN__WV	2272	4511	6847
NICHOLAS__WV	4788	5485	10351
OHIO__WV	8543	11694	20392
PENDLETON__WV	1381	2146	3544
PLEASANTS__WV	1349	2061	3435
POCAHONTAS__WV	1573	2295	3918
PRESTON__WV	3963	7855	11929
PUTNAM__WV	9301	15716	25151
RALEIGH__WV	11815	18519	30525
RANDOLPH__WV	4892	6512	11490
RITCHIE__WV	1070	3086	4196
ROANE__WV	2612	3440	6100
SUMMERS__WV	2504	2978	5524
TAYLOR__WV	2617	3893	6551
TUCKER__WV	1400	2179	3600
TYLER__WV	1401	2798	4245
UPSHUR__WV	3034	6191	9293
WAYNE__WV	8411	10070	18609
WEBSTER__WV	1965	1724	3714
WETZEL__WV	3330	3656	7038
WIRT__WV	896	1727	2654
WOOD__WV	14025	24948	39227
WYOMING__WV	3694	4985	8718
