_PARTIES	Democrat	Republican	Total
WARRICK__IN	8980	16930	26025
WASHINGTON__IN	3879	6915	10880
WAYNE__IN	10775	16586	27657
WELLS__IN	3112	9168	12354
WHITE__IN	3277	6974	10366
WHITLEY__IN	3880	9512	13481
ADAIR__IA	1844	2402	4278
ADAMS__IA	977	1317	2325
ALLAMAKEE__IA	3449	3530	7062
APPANOOSE__IA	3063	3340	6450
AUDUBON__IA	1608	1958	3592
BENTON__IA	6747	6658	13501
BLACK_HAWK__IA	35392	28046	63907
BOONE__IA	7027	6870	14009
BREMER__IA	6025	6665	12779
BUCHANAN__IA	5608	4797	10475
BUENA_VISTA__IA	3520	4887	8490
BUTLER__IA	3001	4417	7475
CALHOUN__IA	2243	3255	5542
CARROLL__IA	4689	5762	10524
CASS__IA	2679	4796	7543
CEDAR__IA	4747	4869	9694
CERRO_GORDO__IA	13372	10960	24516
CHEROKEE__IA	2988	3758	6796
CHICKASAW__IA	3708	3040	6806
CLARKE__IA	2323	2200	4566
CLAY__IA	3547	4898	8588
CLAYTON__IA	4736	4312	9168
CLINTON__IA	13813	10666	24684
CRAWFORD__IA	3220	3955	7242
DALLAS__IA	10917	15183	26293
DAVIS__IA	1731	2148	3918
DECATUR__IA	1859	2088	4011
DELAWARE__IA	4227	4908	9200
DES_MOINES__IA	12456	8221	20874
DICKINSON__IA	4140	5337	9553
DUBUQUE__IA	26561	20100	47043
EMMET__IA	2405	2697	5156
FAYETTE__IA	5185	5128	10392
FLOYD__IA	4349	3745	8167
FRANKLIN__IA	2340	3128	5521
FREMONT__IA	1510	2362	3911
GREENE__IA	2459	2618	5113
GRUNDY__IA	2386	4429	6849
GUTHRIE__IA	2614	3325	5994
HAMILTON__IA	3895	4367	8335
HANCOCK__IA	2484	3368	5905
HARDIN__IA	4015	4875	8949
HARRISON__IA	2906	4680	7680
HENRY__IA	4127	5220	9457
HOWARD__IA	2614	2028	4697
HUMBOLDT__IA	2146	3162	5350
IDA__IA	1415	2342	3774
IOWA__IA	3841	4544	8454
JACKSON__IA	5656	4242	10011
JASPER__IA	10430	9462	20062
JEFFERSON__IA	4490	3648	8281
JOHNSON__IA	41847	22715	65373
JONES__IA	5054	4834	9978
KEOKUK__IA	2294	3119	5480
KOSSUTH__IA	4132	5042	9258
LEE__IA	10152	7472	17858
LINN__IA	60442	49442	110740
LOUISA__IA	2297	2572	4916
LUCAS__IA	1987	2543	4571
LYON__IA	1303	4751	6101
MADISON__IA	3380	4538	8004
MAHASKA__IA	3790	6858	10728
MARION__IA	6574	9990	16696
MARSHALL__IA	9443	9557	19164
MILLS__IA	2308	4556	6940
MITCHELL__IA	2785	2646	5480
MONONA__IA	2397	2575	5018
MONROE__IA	1855	2067	3963
MONTGOMERY__IA	1899	3601	5556
MUSCATINE__IA	9542	9020	18717
O_BRIEN__IA	2330	5328	7731
OSCEOLA__IA	934	2295	3266
PAGE__IA	2211	5243	7513
PALO_ALTO__IA	2482	2674	5191
PLYMOUTH__IA	4278	7810	12222
POCAHONTAS__IA	1822	2441	4313
POLK__IA	105218	95828	202618
POTTAWATTAMIE__IA	16906	24558	41820
POWESHIEK__IA	5043	4965	10091
RINGGOLD__IA	1286	1466	2778
SAC__IA	2215	3128	5374
SCOTT__IA	42122	39958	82722
SHELBY__IA	2355	4256	6670
SIOUX__IA	2259	14229	16570
STORY__IA	23296	20819	44652
TAMA__IA	4487	4456	9001
TAYLOR__IA	1252	1908	3190
UNION__IA	2747	3165	5978
VAN_BUREN__IA	1568	2211	3836
WAPELLO__IA	9125	7403	16707
WARREN__IA	10730	12160	23053
WASHINGTON__IA	4595	5977	10688
WAYNE__IA	1379	1733	3133
WEBSTER__IA	9561	8959	18631
WINNEBAGO__IA	2707	3175	5952
WINNESHIEK__IA	5354	5324	10784
WOODBURY__IA	21455	22451	44195
WORTH__IA	2286	1795	4123
WRIGHT__IA	2930	3631	6603
ALLEN__KS	1922	3867	5873
ANDERSON__KS	1295	2500	3863
ATCHISON__KS	3120	3880	7118
BARBER__KS	588	1782	2403
BARTON__KS	2874	8666	11706
BOURBON__KS	2216	4372	6686
BROWN__KS	1268	3092	4418
BUTLER__KS	7495	18438	26280
CHASE__KS	418	1055	1501
CHAUTAUQUA__KS	404	1529	1960
CHEROKEE__KS	3726	6083	9913
CHEYENNE__KS	320	1353	1692
CLARK__KS	257	1014	1291
CLAY__KS	793	3174	4010
CLOUD__KS	1210	3221	4503
COFFEY__KS	1093	3259	4408
COMANCHE__KS	200	770	981
COWLEY__KS	4818	9407	14447
CRAWFORD__KS	7617	8626	16527
DECATUR__KS	355	1355	1740
DICKINSON__KS	2364	6295	8791
DONIPHAN__KS	1065	2491	3603
DOUGLAS__KS	28634	20544	50111
EDWARDS__KS	386	1084	1496
ELK__KS	369	1119	1515
ELLIS__KS	4033	7891	12187
ELLSWORTH__KS	801	2259	3102
FINNEY__KS	2351	7479	9933
FORD__KS	2286	6632	9016
FRANKLIN__KS	3921	7391	11476
GEARY__KS	2531	4703	7328
GOVE__KS	247	1196	1467
GRAHAM__KS	334	1082	1440
GRANT__KS	561	2169	2758
GRAY__KS	408	1816	2245
GREELEY__KS	138	584	735
GREENWOOD__KS	911	2282	3244
HAMILTON__KS	229	888	1130
HARPER__KS	727	2154	2930
HARVEY__KS	5331	9534	15110
HASKELL__KS	227	1356	1599
HODGEMAN__KS	223	953	1183
JACKSON__KS	2064	3730	5888
JEFFERSON__KS	3253	5408	8793
JEWELL__KS	385	1495	1915
JOHNSON__KS	97866	158103	258687
KEARNY__KS	272	1177	1455
KINGMAN__KS	904	2801	3764
KIOWA__KS	256	1275	1565
LABETTE__KS	3615	5400	9139
LANE__KS	181	823	1014
LEAVENWORTH__KS	11039	15949	27331
LINCOLN__KS	391	1368	1800
LINN__KS	1631	3048	4741
LOGAN__KS	248	1255	1523
LYON__KS	5234	7951	13440
MCPHERSON__KS	3589	9595	13367
MARION__KS	1536	4516	6159
MARSHALL__KS	1789	3261	5108
MEADE__KS	356	1748	2121
MIAMI__KS	4838	9013	14016
MITCHELL__KS	693	2609	3349
MONTGOMERY__KS	4338	9598	14116
MORRIS__KS	931	1961	2936
MORTON__KS	276	1287	1576
NEMAHA__KS	1355	4027	5463
NEOSHO__KS	2424	4705	7231
NESS__KS	382	1407	1818
NORTON__KS	473	2092	2599
OSAGE__KS	2537	4800	7463
OSBORNE__KS	454	1587	2075
OTTAWA__KS	595	2333	2971
PAWNEE__KS	773	2172	2988
PHILLIPS__KS	557	2256	2847
POTTAWATOMIE__KS	2176	6326	8823
PRATT__KS	1200	3121	4384
RAWLINS__KS	289	1414	1720
RENO__KS	9114	17748	27324
REPUBLIC__KS	607	2238	2889
RICE__KS	1130	3182	4376
RILEY__KS	7908	12672	20911
ROOKS__KS	534	2121	2710
RUSH__KS	517	1226	1789
RUSSELL__KS	810	2671	3525
SALINE__KS	7524	15111	23041
SCOTT__KS	347	1924	2299
SEDGWICK__KS	64839	110381	177679
SEWARD__KS	1122	4272	5439
SHAWNEE__KS	36264	44188	81577
SHERIDAN__KS	239	1144	1406
SHERMAN__KS	632	2088	2762
SMITH__KS	540	1803	2370
STAFFORD__KS	506	1649	2186
STANTON__KS	165	796	966
STEVENS__KS	310	1936	2265
SUMNER__KS	3217	7092	10488
THOMAS__KS	816	3007	3870
TREGO__KS	434	1225	1686
WABAUNSEE__KS	1001	2531	3604
WALLACE__KS	112	742	876
WASHINGTON__KS	643	2498	3190
WICHITA__KS	183	869	1062
WILSON__KS	1060	3263	4398
WOODSON__KS	530	1204	1763
WYANDOTTE__KS	34923	17919	53401
ADAIR__KY	1764	5628	7447
ALLEN__KY	1923	5202	7163
ANDERSON__KY	3141	6363	9591
BALLARD__KY	1759	2389	4177
BARREN__KY	5216	10822	16140
BATH__KY	2608	2269	4919
BELL__KY	4210	6722	11002
BOONE__KY	12391	32329	45082
BOURBON__KY	3198	4953	8217
BOYD__KY	10132	11501	21777
BOYLE__KY	4646	7764	12490
BRACKEN__KY	1213	2363	3610
BREATHITT__KY	3327	2542	5944
BRECKINRIDGE__KY	2884	5580	8520
BULLITT__KY	9043	19433	28627
BUTLER__KY	1436	4109	5578
CALDWELL__KY	2245	4066	6349
CALLOWAY__KY	5728	9293	15145
CAMPBELL__KY	14253	25540	40175
CARLISLE__KY	1102	1734	2845
CARROLL__KY	1688	2175	3897
CARTER__KY	5577	5422	11117
CASEY__KY	1174	5109	6321
CHRISTIAN__KY	6970	13935	21015
CLARK__KY	5661	9540	15317
CLAY__KY	1901	5726	7687
CLINTON__KY	952	3369	4352
CRITTENDEN__KY	1438	2726	4190
CUMBERLAND__KY	848	2356	3239
DAVIESS__KY	15788	25372	41483
EDMONSON__KY	1856	3595	5481
ELLIOTT__KY	2064	871	2957
ESTILL__KY	1907	3633	5575
FAYETTE__KY	57994	66406	125576
FLEMING__KY	2406	3749	6203
FLOYD__KY	11132	6612	17885
FRANKLIN__KY	11620	12281	24133
FULTON__KY	1340	1527	2890
GALLATIN__KY	1188	1869	3073
GARRARD__KY	1841	4784	6658
GRANT__KY	2818	5951	8824
GRAVES__KY	6206	9903	16229
GRAYSON__KY	2905	7170	10143
GREEN__KY	1312	3866	5206
GREENUP__KY	7630	8696	16435
HANCOCK__KY	1709	2286	4029
HARDIN__KY	11507	24627	36441
HARLAN__KY	4332	6659	11070
HARRISON__KY	2807	4855	7731
HART__KY	2470	4269	6784
HENDERSON__KY	8101	10467	18701
HENRY__KY	2366	4094	6499
HICKMAN__KY	926	1395	2342
HOPKINS__KY	6420	12314	18843
JACKSON__KY	769	4369	5178
JEFFERSON__KY	170158	164566	337350
JESSAMINE__KY	5476	12972	18580
JOHNSON__KY	3288	5940	9304
KENTON__KY	22834	43664	67123
KNOTT__KY	4685	2648	7394
KNOX__KY	3822	8108	12028
LARUE__KY	1823	4111	5968
LAUREL__KY	5297	16819	22264
LAWRENCE__KY	2705	3755	6513
LEE__KY	878	2018	2920
LESLIE__KY	1266	3661	4964
LETCHER__KY	4192	4801	9065
LEWIS__KY	1667	3778	5484
LINCOLN__KY	2796	5996	8863
LIVINGSTON__KY	2007	2675	4706
LOGAN__KY	3768	6815	10644
LYON__KY	1769	2132	3925
MCCRACKEN__KY	11361	18218	29797
MCCREARY__KY	1530	4121	5693
MCLEAN__KY	1823	2584	4435
MADISON__KY	11525	18922	30707
MAGOFFIN__KY	2843	2836	5718
MARION__KY	3399	3905	7354
MARSHALL__KY	6383	9049	15521
MARTIN__KY	1504	2996	4539
MASON__KY	2644	4381	7079
MEADE__KY	3724	7152	10951
MENIFEE__KY	1284	1215	2528
MERCER__KY	3224	6745	10028
METCALFE__KY	1472	2645	4157
MONROE__KY	1158	4657	5843
MONTGOMERY__KY	4506	5647	10230
MORGAN__KY	2532	2682	5272
MUHLENBERG__KY	6636	6749	13479
NELSON__KY	6524	10161	16844
NICHOLAS__KY	1332	1700	3059
OHIO__KY	3627	6311	10028
OLDHAM__KY	8080	18801	27132
OWEN__KY	1615	3084	4741
OWSLEY__KY	430	1558	1999
PENDLETON__KY	1940	4045	6025
PERRY__KY	5400	6187	11655
PIKE__KY	14002	12611	26770
POWELL__KY	2249	2687	4960
PULASKI__KY	5829	19535	25516
ROBERTSON__KY	413	670	1090
ROCKCASTLE__KY	1320	4804	6166
ROWAN__KY	4556	4063	8706
RUSSELL__KY	1772	6009	7821
SCOTT__KY	6325	10600	17050
SHELBY__KY	5277	10909	16313
SIMPSON__KY	2730	4273	7043
SPENCER__KY	1970	4816	6822
TAYLOR__KY	2979	7247	10295
TODD__KY	1491	3242	4754
TRIGG__KY	2046	4023	6111
TRIMBLE__KY	1428	2332	3790
UNION__KY	2398	3534	5977
WARREN__KY	14326	25100	39711
WASHINGTON__KY	1724	3479	5236
WAYNE__KY	2616	5027	7685
WEBSTER__KY	2304	3207	5547
WHITLEY__KY	3985	9559	13629
WOLFE__KY	1744	1385	3155
WOODFORD__KY	4480	6937	11502
ACADIA__LA	8937	16083	25230
ALLEN__LA	3791	5140	9124
ASCENSION__LA	13955	24661	39100
ASSUMPTION__LA	5585	4966	10735
AVOYELLES__LA	6976	8302	15525
BEAUREGARD__LA	3666	9470	13281
BIENVILLE__LA	3399	3612	7157
BOSSIER__LA	12317	30040	42705
CADDO__LA	51739	54292	106595
CALCASIEU__LA	32864	46075	79698
CALDWELL__LA	1384	3308	4752
CAMERON__LA	1367	3190	4640
CATAHOULA__LA	1673	3219	4954
CLAIBORNE__LA	2854	3704	6630
CONCORDIA__LA	3446	5427	8980
DE_SOTO__LA	5026	6211	11336
EAST_BATON_ROUGE__LA	82298	99943	183642
EAST_CARROLL__LA	1980	1357	3395
EAST_FELICIANA__LA	4091	5021	9201
EVANGELINE__LA	5757	7949	13979
FRANKLIN__LA	2828	6141	9103
GRANT__LA	1977	5911	7991
IBERIA__LA	12426	19420	32273
IBERVILLE__LA	8259	6333	14827
JACKSON__LA	2525	5038	7647
JEFFERSON__LA	72136	117882	191663
JEFFERSON_DAVIS__LA	4745	8055	13007
LAFAYETTE__LA	31210	57732	89923
LAFOURCHE__LA	14417	22734	37864
LASALLE__LA	1155	5015	6238
LINCOLN__LA	7242	10791	18218
LIVINGSTON__LA	9895	33976	44253
MADISON__LA	2334	2291	4673
MOREHOUSE__LA	5336	7471	12971
NATCHITOCHES__LA	7398	9261	16966
ORLEANS__LA	152610	42847	197103
OUACHITA__LA	22016	41750	64444
PLAQUEMINES__LA	4181	7866	12153
POINTE_COUPEE__LA	5712	5429	11271
RAPIDES__LA	18904	34492	54069
RED_RIVER__LA	2140	2507	4717
RICHLAND__LA	3082	5471	8665
SABINE__LA	2743	6711	9576
ST__BERNARD__LA	9956	19597	29838
ST__CHARLES__LA	8856	14747	23837
ST__HELENA__LA	3173	2235	5508
ST__JAMES__LA	6407	4545	11108
ST__JOHN_THE_BAPTIST__LA	10305	9039	19617
ST__LANDRY__LA	18166	18315	36760
ST__MARTIN__LA	10321	12095	22824
ST__MARY__LA	9547	12877	22694
ST__TAMMANY__LA	24665	75139	100592
TANGIPAHOA__LA	15345	26181	42135
TENSAS__LA	1469	1453	2963
TERREBONNE__LA	13684	26358	40574
UNION__LA	3089	7457	10718
VERMILION__LA	9085	15069	24552
VERNON__LA	4035	11032	15229
WASHINGTON__LA	6554	11006	17841
WEBSTER__LA	6833	11070	18449
WEST_BATON_ROUGE__LA	4932	5822	10835
WEST_CARROLL__LA	1231	3740	5033
WEST_FELICIANA__LA	2214	2932	5218
WINN__LA	2056	4366	6507
ANDROSCOGGIN__ME	30345	24453	55842
AROOSTOOK__ME	18988	17152	36709
CUMBERLAND__ME	76911	56251	135485
FRANKLIN__ME	9410	7315	17136
HANCOCK__ME	17299	13810	31754
KENNEBEC__ME	33167	28363	62831
KNOX__ME	11430	9074	21456
LINCOLN__ME	10548	9676	20608
OXFORD__ME	16825	14354	31914
PENOBSCOT__ME	37775	37339	76414
PISCATAQUIS__ME	4378	5261	9871
SAGADAHOC__ME	10341	9064	19856
SOMERSET__ME	13530	12926	27053
WALDO__ME	11259	10044	21741
WASHINGTON__ME	7998	8207	16496
YORK__ME	53949	45708	101344
ALLEGANY__MD	10576	18980	29855
ANNE_ARUNDEL__MD	103324	133231	239667
BALTIMORE_COUNTY__MD	182474	166051	353479
CALVERT__MD	15967	23017	39351
CAROLINE__MD	3810	7396	11356
CARROLL__MD	22974	55275	79349
CECIL__MD	14680	22556	37674
CHARLES__MD	29354	28442	58241
DORCHESTER__MD	5411	7801	13339
FREDERICK__MD	39503	59934	100594
GARRETT__MD	3291	9085	12484
HARFORD__MD	39685	71565	112728
HOWARD__MD	72257	59724	133810
KENT__MD	4278	4900	9285
MONTGOMERY__MD	273936	136334	415225
PRINCE_GEORGE_S__MD	260532	55532	318474
QUEEN_ANNE_S__MD	7070	14489	21794
ST_MARY_S__MD	13776	23725	37916
SOMERSET__MD	4034	4884	8994
TALBOT__MD	7367	11288	18864
WASHINGTON__MD	20387	36917	57904
WICOMICO__MD	15137	21998	37503
WORCESTER__MD	9648	15349	25229
BALTIMORE_CITY__MD	175022	36230	213563
BARNSTABLE__MA	72156	58527	132148
BERKSHIRE__MA	47743	16806	65291
BRISTOL__MA	147854	82524	232878
DUKES__MA	7265	2602	9997
ESSEX__MA	194068	135114	333233
FRANKLIN__MA	25550	11058	37381
HAMPDEN__MA	113710	70925	186639
HAMPSHIRE__MA	51680	21315	74422
MIDDLESEX__MA	440862	237815	688960
NANTUCKET__MA	3608	2040	5724
NORFOLK__MA	199392	127763	331137
PLYMOUTH__MA	125178	105603	233297
SUFFOLK__MA	182592	54923	240645
WORCESTER__MA	192142	144094	340636
ALCONA__MI	2871	3592	6531
ALGER__MI	2395	2318	4765
ALLEGAN__MI	19355	34022	53907
ALPENA__MI	7407	7665	15211
ANTRIM__MI	5072	8379	13619
ARENAC__MI	4076	4071	8216
BARAGA__MI	1660	1977	3684
BARRY__MI	11312	18638	30272
BAY__MI	31049	25448	57059
BENZIE__MI	4383	5284	9778
BERRIEN__MI	32846	41076	74671
BRANCH__MI	7004	10784	17967
CALHOUN__MI	29891	32093	62667
CASS__MI	9537	12964	22697
CHARLEVOIX__MI	5729	8214	14139
CHEBOYGAN__MI	5941	7798	13887
CHIPPEWA__MI	7203	9122	16488
CLARE__MI	6984	7088	14226
CLINTON__MI	15483	21989	37807
CRAWFORD__MI	3126	4017	7235
DELTA__MI	9381	9680	19238
DICKINSON__MI	5650	7734	13549
EATON__MI	25411	29781	55755
EMMET__MI	6846	10332	17372
GENESEE__MI	128334	83870	213775
GLADWIN__MI	6343	6770	13227
GOGEBIC__MI	4421	3935	8452
GRAND_TRAVERSE__MI	18256	27446	46191
GRATIOT__MI	7377	9834	17379
HILLSDALE__MI	7123	12804	20216
HOUGHTON__MI	6731	8889	15851
HURON__MI	7629	9671	17466
INGHAM__MI	76877	54734	133053
IONIA__MI	10647	16621	27618
IOSCO__MI	6557	7301	14006
IRON__MI	3215	3224	6511
ISABELLA__MI	12334	11754	24390
JACKSON__MI	31025	40029	71795
KALAMAZOO__MI	61462	57147	119783
KALKASKA__MI	3189	5084	8380
KENT__MI	116909	171201	290891
KEWEENAW__MI	630	781	1439
LAKE__MI	2675	2503	5246
LAPEER__MI	18086	25556	44147
LEELANAU__MI	6048	7733	13917
LENAWEE__MI	20787	25675	47012
LIVINGSTON__MI	33991	58860	93742
LUCE__MI	1045	1749	2829
MACKINAC__MI	2819	3706	6599
MACOMB__MI	196160	202166	402410
MANISTEE__MI	6272	6295	12740
MARQUETTE__MI	17412	14690	32488
MASON__MI	6333	8124	14611
MECOSTA__MI	7730	9710	17581
MENOMINEE__MI	5326	5942	11419
MIDLAND__MI	18355	24369	43275
MISSAUKEE__MI	2319	5055	7421
MONROE__MI	36089	37470	74132
MONTCALM__MI	11471	14968	26734
MONTMORENCY__MI	2196	3300	5563
MUSKEGON__MI	44282	35302	80313
NEWAYGO__MI	9057	13608	22873
OAKLAND__MI	319387	316633	641977
OCEANA__MI	5441	6677	12297
OGEMAW__MI	5215	5454	10796
ONTONAGON__MI	1863	2262	4192
OSCEOLA__MI	4467	6599	11188
OSCODA__MI	1792	2570	4409
OTSEGO__MI	4674	7470	12307
OTTAWA__MI	35552	92048	128643
PRESQUE_ISLE__MI	3432	3982	7516
ROSCOMMON__MI	6810	7364	14359
SAGINAW__MI	54887	47165	102852
ST__CLAIR__MI	36174	42740	79743
ST__JOSEPH__MI	9648	15340	25239
SANILAC__MI	7883	12632	20763
SCHOOLCRAFT__MI	2137	2267	4441
SHIAWASSEE__MI	16881	19407	36651
TUSCOLA__MI	12631	15389	28338
VAN_BUREN__MI	16151	17634	34174
WASHTENAW__MI	109953	61455	173264
WAYNE__MI	600047	257750	864728
WEXFORD__MI	6034	8966	15160
AITKIN__MN	4539	4768	9452
ANOKA__MN	80226	91853	174066
BECKER__MN	6756	9795	16801
BELTRAMI__MN	10592	10237	21131
BENTON__MN	8059	10043	18384
BIG_STONE__MN	1536	1483	3067
BLUE_EARTH__MN	16865	15737	33119
BROWN__MN	5158	8395	13778
CARLTON__MN	11462	6642	18334
CARVER__MN	16456	28510	45411
CASS__MN	6835	8875	15910
CHIPPEWA__MN	3424	3089	6606
CHISAGO__MN	12219	15705	28260
CLAY__MN	12989	14365	27737
CLEARWATER__MN	1871	2438	4361
COOK__MN	1733	1489	3303
COTTONWOOD__MN	2726	3557	6369
CROW_WING__MN	14005	19106	33545
DAKOTA__MN	104635	108959	215846
DODGE__MN	4117	5593	9868
DOUGLAS__MN	8219	11793	20309
FARIBAULT__MN	3767	4794	8681
FILLMORE__MN	5825	5694	11698
FREEBORN__MN	9733	7681	17666
GOODHUE__MN	12103	13134	25608
GRANT__MN	1856	1893	3819
HENNEPIN__MN	383842	255135	646984
HOUSTON__MN	5276	5631	11082
HUBBARD__MN	4741	6444	11340
ISANTI__MN	7883	11190	19313
ITASCA__MN	13290	10705	24367
JACKSON__MN	2652	3024	5779
KANABEC__MN	3592	4527	8248
KANDIYOHI__MN	9337	11704	21349
KITTSON__MN	1333	1307	2682
KOOCHICHING__MN	3662	3539	7309
LAC_QUI_PARLE__MN	2390	2093	4541
LAKE__MN	4212	2769	7071
LAKE_OF_THE_WOODS__MN	921	1428	2400
LE_SUEUR__MN	6466	7746	14424
LINCOLN__MN	1558	1736	3342
LYON__MN	5292	7203	12673
MCLEOD__MN	6712	11407	18412
MAHNOMEN__MN	1339	1132	2508
MARSHALL__MN	2308	3187	5562
MARTIN__MN	4590	6311	11047
MEEKER__MN	5292	6854	12334
MILLE_LACS__MN	5677	7194	13065
MORRISON__MN	6794	9698	16758
MOWER__MN	12334	7591	20222
MURRAY__MN	2218	2719	4998
NICOLLET__MN	8797	8689	17741
NOBLES__MN	3898	5159	9204
NORMAN__MN	1954	1794	3810
OLMSTED__MN	33285	37371	71576
OTTER_TAIL__MN	12038	19734	32178
PENNINGTON__MN	3117	3767	7017
PINE__MN	7228	7033	14518
PIPESTONE__MN	1900	3066	5032
POLK__MN	6729	8724	15668
POPE__MN	3301	3303	6700
RAMSEY__MN	171846	97096	272577
RED_LAKE__MN	963	1164	2176
REDWOOD__MN	3104	4898	8139
RENVILLE__MN	3787	4430	8349
RICE__MN	16425	13881	30745
ROCK__MN	2000	3111	5191
ROSEAU__MN	2442	5355	7911
ST__LOUIS__MN	77694	39866	119041
SCOTT__MN	23958	36055	60639
SHERBURNE__MN	15816	25182	41454
SIBLEY__MN	3109	4669	7949
STEARNS__MN	32659	41726	75577
STEELE__MN	7994	10389	18695
STEVENS__MN	2821	3030	5949
SWIFT__MN	3165	2481	5735
TODD__MN	5034	6945	12214
TRAVERSE__MN	1026	1076	2141
WABASHA__MN	5548	6120	11835
WADENA__MN	2791	4214	7093
WASECA__MN	4179	5457	9800
WASHINGTON__MN	61395	65751	128449
WATONWAN__MN	2514	2970	5583
WILKIN__MN	1169	2303	3527
WINONA__MN	14231	12686	27406
WRIGHT__MN	22618	36176	59534
YELLOW_MEDICINE__MN	2799	2878	5758
ADAMS__MS	7844	6487	14376
ALCORN__MS	5425	8605	14181
AMITE__MS	2973	4106	7117
ATTALA__MS	3014	4882	7945
BENTON__MS	2234	1962	4229
BOLIVAR__MS	8560	4722	13427
CALHOUN__MS	2211	4096	6331
CARROLL__MS	1897	3652	5577
CHICKASAW__MS	4078	4193	8343
CHOCTAW__MS	1290	2598	3908
CLAIBORNE__MS	4338	941	5321
CLARKE__MS	2377	5027	7438
CLAY__MS	4732	4333	9111
COAHOMA__MS	6741	3643	10516
COPIAH__MS	4902	6316	11272
COVINGTON__MS	3135	5010	8194
DESOTO__MS	13247	35437	48981
FORREST__MS	9781	15966	25936
FRANKLIN__MS	1566	2883	4473
GEORGE__MS	1715	6182	7950
GREENE__MS	1419	3827	5275
GRENADA__MS	4154	5844	10050
HANCOCK__MS	5023	12332	17550
HARRISON__MS	22555	38781	61810
HINDS__MS	51370	34269	86265
HOLMES__MS	6170	1925	8144
HUMPHREYS__MS	2975	1626	4651
ISSAQUENA__MS	510	437	962
ITAWAMBA__MS	2771	6751	9596
JACKSON__MS	15046	34035	49414
JASPER__MS	4081	3808	7926
JEFFERSON__MS	2798	627	3440
JEFFERSON_DAVIS__MS	2955	2667	5760
JONES__MS	7344	19032	26518
KEMPER__MS	2454	2107	4589
LAFAYETTE__MS	6218	9004	15388
LAMAR__MS	3876	16288	20294
LAUDERDALE__MS	10026	19395	29555
LAWRENCE__MS	2355	4119	6522
LEAKE__MS	3212	4926	8173
LEE__MS	9895	19878	30010
LEFLORE__MS	7240	4427	11684
LINCOLN__MS	4372	9889	14326
LOWNDES__MS	7904	12642	20748
MADISON__MS	12942	24015	37148
MARION__MS	3828	7845	11732
MARSHALL__MS	8472	5932	14486
MONROE__MS	6149	9223	15459
MONTGOMERY__MS	2422	2953	5396
NESHOBA__MS	2515	7581	10133
NEWTON__MS	2274	6156	8472
NOXUBEE__MS	4293	1698	6020
OKTIBBEHA__MS	4178	5485	9742
PANOLA__MS	6540	6734	13330
PEARL_RIVER__MS	4392	14612	19121
PERRY__MS	1259	3729	5010
PIKE__MS	7578	8547	16215
PONTOTOC__MS	2591	8375	11061
PRENTISS__MS	3306	6503	9876
QUITMAN__MS	2032	1360	3416
RANKIN__MS	10738	41971	53365
SCOTT__MS	3780	6364	10175
SHARKEY__MS	1553	1115	3081
SIMPSON__MS	3262	6810	10077
SMITH__MS	1493	5566	7106
STONE__MS	1502	4072	5630
SUNFLOWER__MS	6057	3492	9663
TALLAHATCHIE__MS	3377	2725	6161
TATE__MS	4279	6663	11001
TIPPAH__MS	2983	6048	9113
TISHOMINGO__MS	2775	5288	8165
TUNICA__MS	1934	845	2815
UNION__MS	2710	7422	10199
WALTHALL__MS	2550	3873	6459
WARREN__MS	8244	11773	20117
WASHINGTON__MS	10562	7031	17875
WAYNE__MS	3155	5333	8527
WEBSTER__MS	1318	3668	5002
WILKINSON__MS	2794	1563	4388
WINSTON__MS	3960	5375	9382
YALOBUSHA__MS	2656	3278	5971
YAZOO__MS	4798	5595	10694
ADAIR__MO	4938	6367	11404
ANDREW__MO	3069	5135	8266
ATCHISON__MO	1005	2137	3156
AUDRAIN__MO	4318	6294	10683
BARRY__MO	4223	9599	13927
BARTON__MO	1373	4572	5991
BATES__MO	3398	5004	8466
BENTON__MO	3381	5575	9009
BOLLINGER__MO	1754	4102	5895
BOONE__MO	37643	37801	76046
BUCHANAN__MO	17799	19812	37950
BUTLER__MO	4666	11696	16441
CALDWELL__MO	1645	2593	4268
CALLAWAY__MO	6559	11108	17773
CAMDEN__MO	6296	13122	19519
CAPE_GIRARDEAU__MO	10568	23814	34565
CARROLL__MO	1568	3155	4741
CARTER__MO	964	1797	2779
CASS__MO	16681	27253	44217
CEDAR__MO	1910	4238	6203
CHARITON__MO	1892	2421	4340
CHRISTIAN__MO	9059	22102	31348
CLARK__MO	1794	1899	3736
CLAY__MO	44670	51193	96460
CLINTON__MO	4165	5287	9540
COLE__MO	11753	24752	36701
COOPER__MO	2400	5058	7508
CRAWFORD__MO	3632	5686	9381
DADE__MO	1104	2963	4089
DALLAS__MO	2407	4788	7259
DAVIESS__MO	1402	2351	3794
DEKALB__MO	1707	2941	4686
DENT__MO	1865	4369	6304
DOUGLAS__MO	1741	4498	6327
DUNKLIN__MO	4901	6720	11677
FRANKLIN__MO	18556	26429	45318
GASCONADE__MO	2355	4753	7171
GENTRY__MO	1201	2085	3312
GREENE__MO	46657	77885	125266
GRUNDY__MO	1561	3172	4808
HARRISON__MO	1279	2729	4048
HENRY__MO	4461	6361	10877
HICKORY__MO	2043	2791	4866
HOLT__MO	811	1864	2691
HOWARD__MO	1972	2915	4921
HOWELL__MO	5118	11097	16379
IRON__MO	2157	2477	4679
JACKSON__MO	79029	94439	174570
