_PARTIES	Democrat	Republican	Total
WARRICK__IN	12329	16013	28665
WASHINGTON__IN	4562	6519	11305
WAYNE__IN	13459	14558	28562
WELLS__IN	4403	8504	13073
WHITE__IN	4839	5731	10767
WHITLEY__IN	5862	9124	15188
ADAIR__IA	1924	2060	4053
ADAMS__IA	1118	1046	2206
ALLAMAKEE__IA	3971	2965	7059
APPANOOSE__IA	2970	3086	6176
AUDUBON__IA	1739	1634	3435
BENTON__IA	7058	6447	13712
BLACK_HAWK__IA	39184	24662	64775
BOONE__IA	7356	6293	13929
BREMER__IA	6940	5741	12871
BUCHANAN__IA	6050	4139	10338
BUENA_VISTA__IA	4075	4223	8418
BUTLER__IA	3364	3700	7166
CALHOUN__IA	2341	2741	5195
CARROLL__IA	5302	4922	10387
CASS__IA	3211	4006	7350
CEDAR__IA	5221	4289	9665
CERRO_GORDO__IA	14405	9375	24140
CHEROKEE__IA	2890	3372	6365
CHICKASAW__IA	3923	2557	6583
CLARKE__IA	2218	2118	4443
CLAY__IA	3925	4355	8398
CLAYTON__IA	5195	3651	8989
CLINTON__IA	15018	9324	24719
CRAWFORD__IA	3715	3345	7191
DALLAS__IA	15149	16954	32640
DAVIS__IA	1680	2029	3815
DECATUR__IA	1986	2020	4102
DELAWARE__IA	4649	4113	8901
DES_MOINES__IA	12462	7721	20570
DICKINSON__IA	4625	5162	9906
DUBUQUE__IA	28611	18651	47953
EMMET__IA	2570	2373	5015
FAYETTE__IA	5908	4205	10259
FLOYD__IA	4822	3051	8091
FRANKLIN__IA	2575	2501	5148
FREMONT__IA	1848	1989	3894
GREENE__IA	2371	2349	4804
GRUNDY__IA	2790	3945	6828
GUTHRIE__IA	2625	3074	5847
HAMILTON__IA	4018	3913	8078
HANCOCK__IA	2805	3016	5930
HARDIN__IA	4393	4315	8859
HARRISON__IA	3555	3909	7578
HENRY__IA	4349	4822	9377
HOWARD__IA	2941	1722	4728
HUMBOLDT__IA	2160	2895	5122
IDA__IA	1454	2036	3547
IOWA__IA	4202	4188	8546
JACKSON__IA	6102	3673	9955
JASPER__IA	10250	8794	19421
JEFFERSON__IA	5070	3324	8631
JOHNSON__IA	51027	20732	72975
JONES__IA	5446	4405	10004
KEOKUK__IA	2518	2712	5361
KOSSUTH__IA	4625	4329	9097
LEE__IA	9821	7062	17224
LINN__IA	68037	43626	113355
LOUISA__IA	2523	2314	4920
LUCAS__IA	2029	2330	4471
LYON__IA	1675	4471	6217
MADISON__IA	3733	4579	8480
MAHASKA__IA	4464	6271	10932
MARION__IA	7421	9256	17030
MARSHALL__IA	10023	8278	18657
MILLS__IA	2976	4183	7282
MITCHELL__IA	3179	2469	5766
MONONA__IA	2295	2411	4796
MONROE__IA	1798	2000	3873
MONTGOMERY__IA	2326	2887	5287
MUSCATINE__IA	10920	7929	19119
O_BRIEN__IA	2338	4894	7333
OSCEOLA__IA	1037	2027	3127
PAGE__IA	2900	4351	7356
PALO_ALTO__IA	2428	2294	4806
PLYMOUTH__IA	4629	7765	12512
POCAHONTAS__IA	1800	2138	4011
POLK__IA	120984	89668	214386
POTTAWATTAMIE__IA	20436	21237	42320
POWESHIEK__IA	5519	4340	10031
RINGGOLD__IA	1236	1401	2689
SAC__IA	2256	2705	5053
SCOTT__IA	48927	36365	86371
SHELBY__IA	2863	3488	6453
SIOUX__IA	3030	13490	16664
STORY__IA	26548	18995	46575
TAMA__IA	4899	3820	8850
TAYLOR__IA	1347	1607	3026
UNION__IA	3000	2781	5909
VAN_BUREN__IA	1546	1986	3608
WAPELLO__IA	8820	6663	15931
WARREN__IA	12299	12144	24880
WASHINGTON__IA	5170	5247	10626
WAYNE__IA	1357	1565	2980
WEBSTER__IA	9917	8337	18554
WINNEBAGO__IA	3254	2730	6082
WINNESHIEK__IA	6829	4273	11280
WOODBURY__IA	21983	22219	44801
WORTH__IA	2567	1612	4257
WRIGHT__IA	3102	3198	6395
ALLEN__KS	2189	3552	5855
ANDERSON__KS	1175	2362	3626
ATCHISON__KS	3241	3791	7191
BARBER__KS	598	1833	2462
BARTON__KS	3027	7802	11057
BOURBON__KS	2394	4240	6781
BROWN__KS	1317	2985	4376
BUTLER__KS	9159	18155	27873
CHASE__KS	383	976	1384
CHAUTAUQUA__KS	401	1418	1852
CHEROKEE__KS	3594	5886	9665
CHEYENNE__KS	323	1148	1498
CLARK__KS	245	897	1159
CLAY__KS	1009	2998	4054
CLOUD__KS	1233	3121	4451
COFFEY__KS	1121	3054	4232
COMANCHE__KS	194	765	974
COWLEY__KS	5012	8492	13787
CRAWFORD__KS	7957	7735	16075
DECATUR__KS	343	1189	1548
DICKINSON__KS	2422	6081	8667
DONIPHAN__KS	1115	2372	3564
DOUGLAS__KS	34398	17929	53398
EDWARDS__KS	333	995	1357
ELK__KS	363	1042	1434
ELLIS__KS	4010	8207	12447
ELLSWORTH__KS	851	2021	2938
FINNEY__KS	3275	6926	10354
FORD__KS	2991	5730	8864
FRANKLIN__KS	4433	7079	11739
GEARY__KS	3491	4492	8094
GOVE__KS	261	1136	1418
GRAHAM__KS	325	1060	1423
GRANT__KS	635	1995	2661
GRAY__KS	436	1643	2119
GREELEY__KS	151	591	745
GREENWOOD__KS	622	1619	2279
HAMILTON__KS	233	844	1096
HARPER__KS	736	1999	2796
HARVEY__KS	6318	9006	15613
HASKELL__KS	278	1277	1570
HODGEMAN__KS	211	865	1096
JACKSON__KS	2308	3811	6253
JEFFERSON__KS	3542	5220	8950
JEWELL__KS	313	1231	1584
JOHNSON__KS	127091	152627	283432
KEARNY__KS	309	1159	1482
KINGMAN__KS	963	2603	3664
KIOWA__KS	200	912	1135
LABETTE__KS	3839	5001	9031
LANE__KS	193	814	1027
LEAVENWORTH__KS	13255	16791	30591
LINCOLN__KS	347	1204	1586
LINN__KS	1425	3086	4617
LOGAN__KS	225	1187	1440
LYON__KS	5924	6698	12911
MCPHERSON__KS	4218	8937	13386
MARION__KS	1801	4159	6059
MARSHALL__KS	1784	3157	5036
MEADE__KS	357	1540	1931
MIAMI__KS	5742	9382	15377
MITCHELL__KS	701	2440	3203
MONTGOMERY__KS	4338	9309	13907
MORRIS__KS	907	1875	2841
MORTON__KS	229	1153	1402
NEMAHA__KS	1432	3817	5359
NEOSHO__KS	2563	4473	7192
NESS__KS	289	1207	1525
NORTON__KS	497	1878	2415
OSAGE__KS	2534	4820	7544
OSBORNE__KS	403	1490	1930
OTTAWA__KS	704	2323	3086
PAWNEE__KS	882	1946	2879
PHILLIPS__KS	525	2105	2667
POTTAWATOMIE__KS	2599	6929	9837
PRATT__KS	1294	2822	4190
RAWLINS__KS	273	1247	1549
RENO__KS	9916	16112	26512
REPUBLIC__KS	640	1978	2671
RICE__KS	1163	2780	4021
RILEY__KS	10495	12111	22997
ROOKS__KS	468	2068	2588
RUSH__KS	504	1225	1781
RUSSELL__KS	736	2509	3293
SALINE__KS	8186	14165	22788
SCOTT__KS	321	1823	2179
SEDGWICK__KS	82337	106849	192733
SEWARD__KS	1493	3791	5336
SHAWNEE__KS	41235	41476	84177
SHERIDAN__KS	254	1108	1376
SHERMAN__KS	688	1959	2704
SMITH__KS	446	1719	2204
STAFFORD__KS	542	1495	2074
STANTON__KS	188	628	827
STEVENS__KS	283	1815	2127
SUMNER__KS	3353	6737	10337
THOMAS__KS	787	2837	3673
TREGO__KS	420	1225	1671
WABAUNSEE__KS	1036	2395	3521
WALLACE__KS	96	690	804
WASHINGTON__KS	659	2248	2980
WICHITA__KS	163	840	1019
WILSON__KS	1170	2850	4121
WOODSON__KS	512	1055	1599
WYANDOTTE__KS	39865	16506	57169
ADAIR__KY	1668	5512	7298
ALLEN__KY	2024	5258	7390
ANDERSON__KY	3462	6885	10552
BALLARD__KY	1427	2537	4060
BARREN__KY	5434	11133	16807
BATH__KY	2210	2234	4543
BELL__KY	2782	6681	9598
BOONE__KY	16292	33812	50774
BOURBON__KY	3385	4820	8330
BOYD__KY	8886	11430	20670
BOYLE__KY	4769	7701	12635
BRACKEN__KY	1241	2066	3399
BREATHITT__KY	2205	2671	5030
BRECKINRIDGE__KY	3110	5281	8522
BULLITT__KY	10177	20102	30726
BUTLER__KY	1555	3696	5307
CALDWELL__KY	2212	3866	6199
CALLOWAY__KY	6165	8991	15404
CAMPBELL__KY	15622	24046	40297
CARLISLE__KY	879	1699	2617
CARROLL__KY	1716	2032	3835
CARTER__KY	4316	5252	9813
CASEY__KY	1219	4679	5957
CHRISTIAN__KY	8880	13699	22778
CLARK__KY	5749	9664	15628
CLAY__KY	1552	5710	7364
CLINTON__KY	761	3366	4172
CRITTENDEN__KY	1254	2604	3930
CUMBERLAND__KY	697	2056	2797
DAVIESS__KY	19282	23692	43622
EDMONSON__KY	1652	3562	5270
ELLIOTT__KY	1535	902	2515
ESTILL__KY	1555	3685	5314
FAYETTE__KY	66042	59884	127639
FLEMING__KY	2279	3432	5832
FLOYD__KY	7530	7741	15659
FRANKLIN__KY	11767	11911	24079
FULTON__KY	1238	1530	2825
GALLATIN__KY	1278	1840	3193
GARRARD__KY	2012	5118	7210
GRANT__KY	3112	5510	8754
GRAVES__KY	5843	10056	16155
GRAYSON__KY	3154	6605	9903
GREEN__KY	1204	3785	5079
GREENUP__KY	6621	8849	15798
HANCOCK__KY	2135	1928	4144
HARDIN__KY	15650	23896	39990
HARLAN__KY	2586	7165	9914
HARRISON__KY	2916	4520	7590
HART__KY	2290	4397	6818
HENDERSON__KY	10049	9523	19861
HENRY__KY	2725	4081	6919
HICKMAN__KY	812	1406	2250
HOPKINS__KY	7104	11916	19348
JACKSON__KY	743	4407	5224
JEFFERSON__KY	196435	153957	353892
JESSAMINE__KY	6236	13711	20214
JOHNSON__KY	2407	5948	8517
KENTON__KY	26480	40714	68213
KNOTT__KY	2612	3070	5820
KNOX__KY	3074	8150	11389
LARUE__KY	1913	4153	6178
LAUREL__KY	4618	17660	22500
LAWRENCE__KY	2036	3503	5649
LEE__KY	752	1978	2773
LESLIE__KY	766	3574	4397
LETCHER__KY	2623	5367	8235
LEWIS__KY	1510	3213	4791
LINCOLN__KY	2752	6273	9151
LIVINGSTON__KY	1622	2890	4593
LOGAN__KY	3811	6925	10890
LYON__KY	1577	2220	3855
MCCRACKEN__KY	11285	19043	30754
MCCREARY__KY	1258	4078	5407
MCLEAN__KY	1963	2386	4422
MADISON__KY	12392	19694	32537
MAGOFFIN__KY	2105	2434	4651
MARION__KY	3596	3842	7615
MARSHALL__KY	5683	9512	15487
MARTIN__KY	808	2824	3692
MASON__KY	2891	4102	7121
MEADE__KY	4343	6691	11206
MENIFEE__KY	1276	1155	2489
MERCER__KY	3159	6781	10060
METCALFE__KY	1350	2734	4199
MONROE__KY	1067	3537	4665
MONTGOMERY__KY	4234	5947	10331
MORGAN__KY	1879	2396	4379
MUHLENBERG__KY	6221	6447	12889
NELSON__KY	7654	10139	18146
NICHOLAS__KY	1272	1634	2970
OHIO__KY	4059	5687	9938
OLDHAM__KY	10000	18997	29316
OWEN__KY	1694	2969	4751
OWSLEY__KY	381	1279	1686
PENDLETON__KY	2027	3676	5802
PERRY__KY	3444	6762	10375
PIKE__KY	9525	12655	22643
POWELL__KY	2065	2837	4972
PULASKI__KY	5590	19862	25766
ROBERTSON__KY	451	533	1015
ROCKCASTLE__KY	1410	4757	6274
ROWAN__KY	4074	3907	8154
RUSSELL__KY	1569	5779	7475
SCOTT__KY	7712	11782	19730
SHELBY__KY	6871	11451	18540
SIMPSON__KY	2775	4437	7309
SPENCER__KY	2519	5378	8049
TAYLOR__KY	3165	7568	10860
TODD__KY	1543	3336	4941
TRIGG__KY	2246	4189	6527
TRIMBLE__KY	1484	2239	3812
UNION__KY	2804	3120	6034
WARREN__KY	17669	25993	44145
WASHINGTON__KY	1890	3305	5275
WAYNE__KY	2201	4868	7196
WEBSTER__KY	2390	3037	5540
WHITLEY__KY	3484	10015	13704
WOLFE__KY	1493	1408	2968
WOODFORD__KY	5027	7130	12297
ACADIA__LA	7028	19228	26710
ALLEN__LA	2891	6333	9467
ASCENSION__LA	14625	31239	46571
ASSUMPTION__LA	4756	5981	10960
AVOYELLES__LA	6327	10236	16938
BEAUREGARD__LA	3071	10718	14074
BIENVILLE__LA	3589	3776	7430
BOSSIER__LA	12701	32706	45826
CADDO__LA	55220	52105	108220
CALCASIEU__LA	30244	50449	82131
CALDWELL__LA	1118	3696	4893
CAMERON__LA	613	3089	3797
CATAHOULA__LA	1659	3486	5225
CLAIBORNE__LA	3025	3750	6841
CONCORDIA__LA	3766	5668	9527
DE_SOTO__LA	5242	6883	12257
EAST_BATON_ROUGE__LA	99652	95390	197349
EAST_CARROLL__LA	2267	1254	3559
EAST_FELICIANA__LA	4383	5432	9947
EVANGELINE__LA	5853	9793	15976
FRANKLIN__LA	2959	6278	9356
GRANT__LA	1474	6906	8557
IBERIA__LA	12492	20127	33168
IBERVILLE__LA	9023	7185	16421
JACKSON__LA	2456	5190	7736
JEFFERSON__LA	65096	113191	181120
JEFFERSON_DAVIS__LA	3923	9278	13501
LAFAYETTE__LA	32145	62055	95642
LAFOURCHE__LA	9662	27089	37893
LASALLE__LA	860	5602	6553
LINCOLN__LA	8267	10676	19150
LIVINGSTON__LA	6681	43269	50892
MADISON__LA	3100	2152	5300
MOREHOUSE__LA	5792	7258	13200
NATCHITOCHES__LA	7801	9054	17067
ORLEANS__LA	116042	28041	146287
OUACHITA__LA	24813	41741	67244
PLAQUEMINES__LA	3380	6894	10449
POINTE_COUPEE__LA	5516	6702	12435
RAPIDES__LA	20127	36611	57521
RED_RIVER__LA	2080	2484	4629
RICHLAND__LA	3311	5751	9181
SABINE__LA	2245	7226	9652
ST__BERNARD__LA	3491	9642	13540
ST__CHARLES__LA	8522	16457	25397
ST__HELENA__LA	3567	2522	6184
ST__JAMES__LA	6994	5432	12564
ST__JOHN_THE_BAPTIST__LA	12424	8912	21656
ST__LANDRY__LA	20268	21650	42493
ST__MARTIN__LA	9419	14443	24252
ST__MARY__LA	9345	13183	22903
ST__TAMMANY__LA	24589	83047	109503
TANGIPAHOA__LA	16438	31434	48602
TENSAS__LA	1646	1367	3040
TERREBONNE__LA	11579	28208	40692
UNION__LA	3103	7619	10868
VERMILION__LA	6266	18069	24833
VERNON__LA	3534	11946	15769
WASHINGTON__LA	6122	12215	18624
WEBSTER__LA	6610	11417	18270
WEST_BATON_ROUGE__LA	5043	6654	11866
WEST_CARROLL__LA	878	4045	4987
WEST_FELICIANA__LA	2414	3149	5618
WINN__LA	2047	4632	6772
ANDROSCOGGIN__ME	31017	22671	54850
AROOSTOOK__ME	19345	15898	35994
CUMBERLAND__ME	105218	56186	164151
FRANKLIN__ME	10113	6627	17178
HANCOCK__ME	18895	12686	32165
KENNEBEC__ME	37238	27482	65986
KNOX__ME	13728	8816	22980
LINCOLN__ME	11886	9287	21584
OXFORD__ME	17940	12863	31650
PENOBSCOT__ME	41614	37495	80467
PISCATAQUIS__ME	4430	4785	9434
SAGADAHOC__ME	12152	8721	21301
SOMERSET__ME	13335	11867	25758
WALDO__ME	11967	9423	21850
WASHINGTON__ME	8246	8077	16654
YORK__ME	64799	42389	109161
ALLEGANY__MD	10693	18405	29742
ANNE_ARUNDEL__MD	125015	129682	259619
BALTIMORE_COUNTY__MD	214151	158714	380938
CALVERT__MD	20299	23095	44057
CAROLINE__MD	4971	8015	13218
CARROLL__MD	28060	54503	84760
CECIL__MD	17665	23855	42494
CHARLES__MD	43635	25732	70127
DORCHESTER__MD	6912	8168	15274
FREDERICK__MD	54013	55170	111186
GARRETT__MD	3736	8903	12872
HARFORD__MD	48552	71751	123295
HOWARD__MD	87120	55393	145233
KENT__MD	4953	4905	10020
MONTGOMERY__MD	314444	118608	439261
PRINCE_GEORGE_S__MD	332396	38833	374026
QUEEN_ANNE_S__MD	8575	15087	24045
ST_MARY_S__MD	19023	24705	44409
SOMERSET__MD	4779	5037	9924
TALBOT__MD	9035	10995	20328
WASHINGTON__MD	26245	34169	61600
WICOMICO__MD	19436	21849	41854
WORCESTER__MD	11374	15607	27346
BALTIMORE_CITY__MD	214385	28681	245968
BARNSTABLE__MA	74264	55694	132270
BERKSHIRE__MA	49558	14876	66130
BRISTOL__MA	146861	90597	243120
DUKES__MA	7913	2442	10553
ESSEX__MA	208976	137189	353665
FRANKLIN__MA	27919	9545	38549
HAMPDEN__MA	121454	71350	197841
HAMPSHIRE__MA	56869	20618	79570
MIDDLESEX__MA	464484	245769	726031
NANTUCKET__MA	4073	1863	6052
NORFOLK__MA	200675	136741	344916
PLYMOUTH__MA	131823	112901	249828
SUFFOLK__MA	207127	57194	269221
WORCESTER__MA	202107	152106	363590
ALCONA__MI	2896	3404	6420
ALGER__MI	2472	2188	4750
ALLEGAN__MI	24165	30061	55279
ALPENA__MI	7705	7125	15085
ANTRIM__MI	6079	7506	13852
ARENAC__MI	4155	3807	8128
BARAGA__MI	1725	1846	3644
BARRY__MI	13449	16431	30565
BAY__MI	32589	23795	57428
BENZIE__MI	5451	4687	10309
BERRIEN__MI	40381	36130	77666
BRANCH__MI	8413	9534	18285
CALHOUN__MI	34561	28553	64196
CASS__MI	12083	11114	23576
CHARLEVOIX__MI	6817	7306	14367
CHEBOYGAN__MI	6720	6920	13901
CHIPPEWA__MI	8184	8267	16708
CLARE__MI	7496	6793	14567
CLINTON__MI	20005	19726	40381
CRAWFORD__MI	3441	3561	7178
DELTA__MI	9974	8763	19064
DICKINSON__MI	5995	7049	13311
EATON__MI	30742	25900	57616
EMMET__MI	8515	9314	18149
GENESEE__MI	143927	72451	219896
GLADWIN__MI	6590	6391	13241
GOGEBIC__MI	4757	3330	8264
GRAND_TRAVERSE__MI	23258	24716	48733
GRATIOT__MI	9105	8322	17738
HILLSDALE__MI	8765	11221	20449
HOUGHTON__MI	7476	8101	15972
HURON__MI	8367	8434	17135
INGHAM__MI	93994	46483	142729
IONIA__MI	12565	14156	27319
IOSCO__MI	7309	6583	14187
IRON__MI	3080	2947	6162
ISABELLA__MI	16679	11220	28350
JACKSON__MI	37480	35692	74503
KALAMAZOO__MI	77051	51554	130781
KALKASKA__MI	3780	4527	8499
KENT__MI	149909	148336	303235
KEWEENAW__MI	610	756	1410
LAKE__MI	2919	2269	5292
LAPEER__MI	21457	22831	45362
LEELANAU__MI	7355	6938	14464
LENAWEE__MI	24640	22225	47734
LIVINGSTON__MI	42349	55592	99638
LUCE__MI	1191	1490	2740
MACKINAC__MI	3027	3268	6396
MACOMB__MI	223784	187663	419216
MANISTEE__MI	7235	5510	13009
MARQUETTE__MI	19635	12906	33185
MASON__MI	7817	7147	15223
MECOSTA__MI	9101	9238	18664
MENOMINEE__MI	5981	4855	11072
MIDLAND__MI	20701	22263	43707
MISSAUKEE__MI	2898	4469	7492
MONROE__MI	39180	35858	76422
MONTCALM__MI	13208	13291	27051
MONTMORENCY__MI	2403	2841	5360
MUSKEGON__MI	53821	29145	84271
NEWAYGO__MI	10790	11862	23105
OAKLAND__MI	372566	276956	659068
OCEANA__MI	6405	5860	12509
OGEMAW__MI	5391	5133	10768
ONTONAGON__MI	1966	1823	3885
OSCEOLA__MI	4855	5973	11026
OSCODA__MI	1887	2320	4328
OTSEGO__MI	5634	6752	12616
OTTAWA__MI	50828	83330	136268
PRESQUE_ISLE__MI	3722	3606	7505
ROSCOMMON__MI	7082	6727	14051
SAGINAW__MI	60276	42225	104090
ST__CLAIR__MI	40677	38536	80900
ST__JOSEPH__MI	12322	12886	25702
SANILAC__MI	9047	10679	20169
SCHOOLCRAFT__MI	2184	2058	4326
SHIAWASSEE__MI	19397	16268	36415
TUSCOLA__MI	13503	13740	27798
VAN_BUREN__MI	18588	15534	34766
WASHTENAW__MI	130578	53946	187115
WAYNE__MI	660085	219582	890326
WEXFORD__MI	7379	8044	15704
AITKIN__MN	4595	4589	9410
ANOKA__MN	86976	91357	182224
BECKER__MN	7687	8851	16965
BELTRAMI__MN	12019	9762	22236
BENTON__MN	8454	10338	19339
BIG_STONE__MN	1552	1362	2990
BLUE_EARTH__MN	19325	14782	35070
BROWN__MN	5809	7456	13620
CARLTON__MN	11501	6549	18449
CARVER__MN	20654	28156	49683
CASS__MN	7276	8660	16307
CHIPPEWA__MN	3280	2907	6356
CHISAGO__MN	12783	15789	29305
CLAY__MN	16666	11978	29259
CLEARWATER__MN	1877	2291	4261
COOK__MN	2019	1240	3348
COTTONWOOD__MN	2759	3157	6036
CROW_WING__MN	15859	18567	35165
DAKOTA__MN	116778	104364	225472
DODGE__MN	4463	5468	10213
DOUGLAS__MN	9256	11241	20918
FARIBAULT__MN	3736	4196	8152
FILLMORE__MN	5921	4993	11234
FREEBORN__MN	9915	6955	17280
GOODHUE__MN	12420	12775	25795
GRANT__MN	1850	1646	3605
HENNEPIN__MN	420958	231054	663780
HOUSTON__MN	5906	4743	10883
HUBBARD__MN	4872	6558	11638
ISANTI__MN	8248	11324	20053
ITASCA__MN	13460	10309	24395
JACKSON__MN	2618	2858	5623
KANABEC__MN	3743	4479	8499
KANDIYOHI__MN	10125	11319	21895
KITTSON__MN	1492	1016	2568
KOOCHICHING__MN	3649	2962	6802
LAC_QUI_PARLE__MN	2160	1912	4192
LAKE__MN	4174	2636	6969
LAKE_OF_THE_WOODS__MN	971	1278	2313
LE_SUEUR__MN	6994	7636	15009
LINCOLN__MN	1517	1491	3126
LYON__MN	6110	6315	12708
MCLEOD__MN	7505	10993	19029
MAHNOMEN__MN	1436	843	2343
MARSHALL__MN	2311	2285	4739
MARTIN__MN	4413	6053	10754
MEEKER__MN	5380	6737	12545
MILLE_LACS__MN	6072	7049	13544
MORRISON__MN	6547	9735	16743
MOWER__MN	11605	7075	19187
MURRAY__MN	2345	2320	4813
NICOLLET__MN	9887	7968	18245
NOBLES__MN	4244	4368	8813
NORMAN__MN	2129	1204	3434
OLMSTED__MN	38711	36202	76470
OTTER_TAIL__MN	13856	18077	32687
PENNINGTON__MN	3394	3248	6822
PINE__MN	7084	6862	14383
PIPESTONE__MN	2023	2652	4801
POLK__MN	7850	7148	15334
POPE__MN	3317	3069	6536
RAMSEY__MN	182974	88942	277386
RED_LAKE__MN	1120	983	2191
REDWOOD__MN	3250	4308	7806
RENVILLE__MN	3904	3956	8135
RICE__MN	17381	13723	31799
ROCK__MN	2079	2775	4975
ROSEAU__MN	3097	4438	7700
ST__LOUIS__MN	77351	38742	118814
SCOTT__MN	29208	36724	67132
SHERBURNE__MN	17957	26140	44990
SIBLEY__MN	2998	4492	7729
STEARNS__MN	35690	41194	78756
STEELE__MN	9016	10068	19656
STEVENS__MN	2781	2710	5634
SWIFT__MN	2907	2184	5244
TODD__MN	5277	6637	12257
TRAVERSE__MN	1043	933	2035
WABASHA__MN	5646	5935	11893
WADENA__MN	2882	4128	7169
WASECA__MN	4401	5211	9888
WASHINGTON__MN	70277	64334	137059
WATONWAN__MN	2562	2526	5258
WILKIN__MN	1550	1786	3414
WINONA__MN	16308	10975	27935
WRIGHT__MN	26343	37779	65578
YELLOW_MEDICINE__MN	2816	2579	5569
ADAMS__MS	9021	6566	15696
ALCORN__MS	4130	10805	15019
AMITE__MS	3348	4245	7626
ATTALA__MS	3849	5273	9162
BENTON__MS	2227	2329	4606
BOLIVAR__MS	10334	4891	15332
CALHOUN__MS	2522	4467	7011
CARROLL__MS	2037	3902	5955
CHICKASAW__MS	4588	4395	9020
CHOCTAW__MS	1459	2624	4105
CLAIBORNE__MS	4682	748	5449
CLARKE__MS	3121	5229	8372
CLAY__MS	6558	4466	11056
COAHOMA__MS	7597	2917	10551
COPIAH__MS	7710	6701	14464
COVINGTON__MS	3852	5523	9423
DESOTO__MS	19627	44222	64109
FORREST__MS	11622	15296	27083
FRANKLIN__MS	1733	2909	4667
GEORGE__MS	1532	7700	9284
GREENE__MS	1366	4361	5766
GRENADA__MS	5029	6234	11304
HANCOCK__MS	3768	13020	17007
HARRISON__MS	22673	38757	61684
HINDS__MS	75401	32949	108662
HOLMES__MS	7765	1714	9523
HUMPHREYS__MS	3634	1462	5114
ISSAQUENA__MS	579	364	946
ITAWAMBA__MS	2084	7663	9834
JACKSON__MS	17781	35993	54063
JASPER__MS	5025	4135	9187
JEFFERSON__MS	3883	551	4470
JEFFERSON_DAVIS__MS	4454	2871	7350
JONES__MS	8846	20157	29161
KEMPER__MS	3256	1935	5209
LAFAYETTE__MS	7997	10278	18396
LAMAR__MS	5159	18497	23806
LAUDERDALE__MS	13332	19582	33039
LAWRENCE__MS	2587	4369	6979
LEAKE__MS	4151	5148	9330
LEE__MS	12021	22694	34841
LEFLORE__MS	8914	4105	13081
LINCOLN__MS	5505	10781	16353
LOWNDES__MS	13209	13994	27387
MADISON__MS	19831	27203	47177
MARION__MS	4422	8513	12979
MARSHALL__MS	9685	6683	16445
MONROE__MS	7169	10184	17422
MONTGOMERY__MS	2609	3071	5699
NESHOBA__MS	3114	8209	11352
NEWTON__MS	3218	6479	9735
NOXUBEE__MS	5030	1525	6580
OKTIBBEHA__MS	9326	9320	18792
PANOLA__MS	8690	7620	16415
PEARL_RIVER__MS	4320	17881	22326
PERRY__MS	1533	4067	5640
PIKE__MS	9276	8651	17992
PONTOTOC__MS	2982	9727	12791
PRENTISS__MS	3020	7703	10795
QUITMAN__MS	2803	1334	4155
RANKIN__MS	14372	48140	62861
SCOTT__MS	5025	6584	11641
SHARKEY__MS	1907	873	2790
SIMPSON__MS	4817	7641	12545
SMITH__MS	1968	6265	8277
STONE__MS	1996	5149	7192
SUNFLOWER__MS	7838	3245	11156
TALLAHATCHIE__MS	4105	2786	6923
TATE__MS	5003	7678	12731
TIPPAH__MS	2623	6937	9629
TISHOMINGO__MS	1962	6249	8292
TUNICA__MS	3279	1017	4323
UNION__MS	2985	9072	12109
WALTHALL__MS	3456	4253	7749
WARREN__MS	10489	11152	21709
WASHINGTON__MS	13148	6347	19555
WAYNE__MS	3890	6070	9996
WEBSTER__MS	1349	4072	5439
WILKINSON__MS	3534	1560	5122
WINSTON__MS	4653	5497	10190
YALOBUSHA__MS	3151	3628	6801
YAZOO__MS	6116	5290	11452
ADAIR__MO	5735	5891	11871
ANDREW__MO	3345	5279	8790
ATCHISON__MO	1000	1936	2976
AUDRAIN__MO	4434	6167	10781
BARRY__MO	4630	9758	14644
BARTON__MO	1455	4414	5948
BATES__MO	3271	4833	8283
BENTON__MO	3629	5759	9567
BOLLINGER__MO	1690	3972	5784
BOONE__MO	47062	36849	85251
BUCHANAN__MO	19164	19110	39040
BUTLER__MO	5316	11805	17338
CALDWELL__MO	1814	2654	4564
CALLAWAY__MO	7580	11389	19321
CAMDEN__MO	7773	14074	22133
CAPE_GIRARDEAU__MO	12208	24768	37355
CARROLL__MO	1535	2955	4538
CARTER__MO	984	1840	2898
CASS__MO	19844	29695	50179
CEDAR__MO	2060	4194	6354
CHARITON__MO	1799	2339	4214
CHRISTIAN__MO	11883	25382	37697
CLARK__MO	1572	1782	3456
CLAY__MO	53761	54516	109606
CLINTON__MO	4545	5709	10454
COLE__MO	13959	24385	38745
COOPER__MO	2996	4902	8026
CRAWFORD__MO	3911	6007	10085
DADE__MO	1184	2864	4112
DALLAS__MO	2656	4895	7683
DAVIESS__MO	1400	2263	3786
DEKALB__MO	1692	2889	4683
DENT__MO	2056	4655	6868
DOUGLAS__MO	2140	4405	6712
DUNKLIN__MO	4540	7044	11764
FRANKLIN__MO	21256	27355	49293
GASCONADE__MO	2899	4763	7771
GENTRY__MO	1235	1964	3292
GREENE__MO	56181	77683	135695
GRUNDY__MO	1580	3006	4740
HARRISON__MO	1287	2512	3915
HENRY__MO	4869	6095	11159
HICKORY__MO	2171	2850	5115
HOLT__MO	802	1794	2633
HOWARD__MO	2036	2708	4855
HOWELL__MO	5736	10982	17029
IRON__MO	2213	2090	4414
JACKSON__MO	90722	92833	186047
