_PARTIES	Democrat	Republican	Total
NORTHAMPTON__PA	75255	58551	135581
NORTHUMBERLAND__PA	14329	19018	33916
PERRY__PA	6396	13058	19733
PHILADELPHIA__PA	595980	117221	717155
PIKE__PA	11493	12518	24297
POTTER__PA	2300	5109	7507
SCHUYLKILL__PA	28300	33767	63054
SNYDER__PA	5382	9900	15479
SOMERSET__PA	12878	21686	35167
SULLIVAN__PA	1233	1841	3120
SUSQUEHANNA__PA	8381	10633	19283
TIOGA__PA	6390	11326	17965
UNION__PA	7333	9859	17400
VENANGO__PA	9238	13718	23288
WARREN__PA	8537	9685	18494
WASHINGTON__PA	46122	50752	98002
WAYNE__PA	9892	12702	22833
WESTMORELAND__PA	72721	102294	176785
WYOMING__PA	5985	6983	13129
YORK__PA	82839	109268	194183
BRISTOL__RI	16162	9260	25905
KENT__RI	48406	33780	84074
NEWPORT__RI	25479	15717	41997
PROVIDENCE__RI	167442	81010	253630
WASHINGTON__RI	39082	25624	66160
ABBEVILLE__SC	4593	6264	11001
AIKEN__SC	26101	42849	69770
ALLENDALE__SC	3029	947	4024
ANDERSON__SC	24132	48690	73787
BAMBERG__SC	4426	2309	6814
BARNWELL__SC	4931	4769	9798
BEAUFORT__SC	30396	37821	68870
BERKELEY__SC	27755	36205	64781
CALHOUN__SC	3970	3695	7738
CHARLESTON__SC	82698	69822	154434
CHEROKEE__SC	7215	13305	20766
CHESTER__SC	7478	6318	13981
CHESTERFIELD__SC	7842	8325	16359
CLARENDON__SC	8673	6758	15552
COLLETON__SC	8616	8525	17321
DARLINGTON__SC	14505	14544	29334
DILLON__SC	7408	5874	13417
DORCHESTER__SC	21806	29929	52405
EDGEFIELD__SC	5075	6334	11520
FAIRFIELD__SC	7591	3912	11619
FLORENCE__SC	28012	29861	58373
GEORGETOWN__SC	14199	15790	30290
GREENVILLE__SC	70886	116363	190657
GREENWOOD__SC	12348	16995	29667
HAMPTON__SC	5816	3439	9350
HORRY__SC	38879	64609	104798
JASPER__SC	5389	3365	8854
KERSHAW__SC	11226	16466	27985
LANCASTER__SC	12139	16441	28921
LAURENS__SC	10578	15334	26282
LEE__SC	5960	3074	9153
LEXINGTON__SC	33303	74960	109512
MCCORMICK__SC	2755	2437	5232
MARION__SC	9608	5416	15174
MARLBORO__SC	6794	3996	10876
NEWBERRY__SC	6708	9616	16524
OCONEE__SC	9481	21164	31132
ORANGEBURG__SC	27263	12115	39754
PICKENS__SC	11691	32552	45128
RICHLAND__SC	105656	57941	165037
SALUDA__SC	3323	5191	8603
SPARTANBURG__SC	41632	65042	108328
SUMTER__SC	25431	18581	44358
UNION__SC	5935	7449	13551
WILLIAMSBURG__SC	11279	5004	16443
YORK__SC	37918	54500	93696
AURORA__SD	655	794	1468
BEADLE__SD	3493	4054	7630
BENNETT__SD	557	614	1189
BON_HOMME__SD	1367	1712	3116
BROOKINGS__SD	7207	6431	13789
BROWN__SD	9041	8067	17253
BRULE__SD	965	1407	2406
BUFFALO__SD	454	156	612
BUTTE__SD	1306	2821	4205
CAMPBELL__SD	243	591	844
CHARLES_MIX__SD	1807	2109	3937
CLARK__SD	830	1065	1920
CLAY__SD	3808	2296	6159
CODINGTON__SD	5595	6374	12076
CORSON__SD	837	535	1390
CUSTER__SD	1475	2909	4450
DAVISON__SD	3554	4731	8365
DAY__SD	1785	1372	3178
DEUEL__SD	1054	1088	2178
DEWEY__SD	1328	659	2005
DOUGLAS__SD	424	1293	1735
EDMUNDS__SD	819	1213	2053
FALL_RIVER__SD	1338	2348	3755
FAULK__SD	426	739	1174
GRANT__SD	1786	1951	3774
GREGORY__SD	771	1423	2218
HAAKON__SD	187	939	1141
HAMLIN__SD	1043	1661	2737
HAND__SD	718	1247	1981
HANSON__SD	961	1426	2414
HARDING__SD	135	575	722
HUGHES__SD	3037	5298	8386
HUTCHINSON__SD	1242	2285	3561
HYDE__SD	226	547	776
JACKSON__SD	435	668	1118
JERAULD__SD	542	546	1092
JONES__SD	147	463	618
KINGSBURY__SD	1277	1435	2739
LAKE__SD	3033	2993	6076
LAWRENCE__SD	4932	6787	11876
LINCOLN__SD	8642	11803	20601
LYMAN__SD	710	894	1623
MCCOOK__SD	1219	1646	2905
MCPHERSON__SD	441	915	1364
MARSHALL__SD	1261	900	2177
MEADE__SD	3751	7515	11465
MELLETTE__SD	373	445	829
MINER__SD	605	577	1198
MINNEHAHA__SD	39838	39251	79798
MOODY__SD	1663	1508	3203
PENNINGTON__SD	17802	27603	45787
PERKINS__SD	499	1102	1656
POTTER__SD	482	937	1434
ROBERTS__SD	2672	1781	4484
SANBORN__SD	500	669	1181
OGLALA_LAKOTA__SD	2971	331	3314
SPINK__SD	1550	1660	3239
STANLEY__SD	510	1017	1540
SULLY__SD	233	581	823
TODD__SD	2208	571	2807
TRIPP__SD	914	1859	2809
TURNER__SD	1681	2538	4266
UNION__SD	3244	4310	7620
WALWORTH__SD	923	1668	2620
YANKTON__SD	4838	5039	9967
ZIEBACH__SD	554	312	882
ANDERSON__TN	11396	19675	31570
BEDFORD__TN	5027	10217	15507
BENTON__TN	2645	3696	6479
BLEDSOE__TN	1517	3166	4784
BLOUNT__TN	15253	35571	51645
BRADLEY__TN	9357	28333	38191
CAMPBELL__TN	3867	8535	12628
CANNON__TN	2011	3322	5457
CARROLL__TN	3980	7455	11646
CARTER__TN	5587	15852	21769
CHEATHAM__TN	5498	10702	16428
CHESTER__TN	1797	4587	6459
CLAIBORNE__TN	3078	7175	10420
CLAY__TN	1248	1676	2994
COCKE__TN	3340	8945	12481
COFFEE__TN	7132	13250	20790
CROCKETT__TN	1967	3994	6037
CUMBERLAND__TN	7889	17436	25712
DAVIDSON__TN	158423	102915	264486
DECATUR__TN	1566	3101	4763
DEKALB__TN	2832	4085	7065
DICKSON__TN	7506	11677	19519
DYER__TN	4411	9859	14450
FAYETTE__TN	6892	12173	19254
FENTRESS__TN	1831	4789	6739
FRANKLIN__TN	6613	10539	17432
GIBSON__TN	7406	13516	21253
GILES__TN	4614	6902	11689
GRAINGER__TN	2066	5297	7503
GREENE__TN	7110	17151	24670
GRUNDY__TN	1971	2563	4632
HAMBLEN__TN	6807	15508	22669
HAMILTON__TN	64246	81702	147520
HANCOCK__TN	604	1588	2241
HARDEMAN__TN	5919	5225	11237
HARDIN__TN	2794	7077	10035
HAWKINS__TN	5930	14756	21040
HAYWOOD__TN	4893	3165	8121
HENDERSON__TN	3021	7669	10834
HENRY__TN	5153	8182	13545
HICKMAN__TN	3563	4784	8498
HOUSTON__TN	1678	1608	3354
HUMPHREYS__TN	3600	3818	7580
JACKSON__TN	2224	2185	4501
JEFFERSON__TN	5178	13092	18532
JOHNSON__TN	1837	4621	6591
KNOX__TN	70215	113015	186086
LAKE__TN	1024	1175	2238
LAUDERDALE__TN	4322	4933	9338
LAWRENCE__TN	5161	10566	16020
LEWIS__TN	1804	2951	4834
LINCOLN__TN	3695	9231	13130
LOUDON__TN	6058	15815	22184
MCMINN__TN	5541	12989	18789
MCNAIRY__TN	3131	7135	10422
MACON__TN	2060	5145	7360
MADISON__TN	20209	23290	43846
MARION__TN	4506	6746	11437
MARSHALL__TN	4320	6755	11289
MAURY__TN	13058	20288	33767
MEIGS__TN	1372	2797	4237
MONROE__TN	5053	11484	16777
MONTGOMERY__TN	25716	30175	56518
MOORE__TN	881	2010	2952
MORGAN__TN	1969	4717	6822
OBION__TN	4308	8873	13392
OVERTON__TN	3419	4497	8092
PERRY__TN	1329	1596	3000
PICKETT__TN	854	1786	2671
POLK__TN	2124	4267	6501
PUTNAM__TN	9739	17101	27316
RHEA__TN	2907	8042	11106
ROANE__TN	7224	15658	23276
ROBERTSON__TN	9318	17903	27614
RUTHERFORD__TN	40460	59892	101737
SCOTT__TN	1720	4931	6783
SEQUATCHIE__TN	1717	3610	5437
SEVIER__TN	8604	24922	33941
SHELBY__TN	256297	145458	404555
SMITH__TN	2992	4563	7741
STEWART__TN	2470	2956	5507
SULLIVAN__TN	18354	44808	63997
SUMNER__TN	21487	44949	67228
TIPTON__TN	7931	17165	25316
TROUSDALE__TN	1475	1688	3239
UNICOI__TN	2107	5011	7223
UNION__TN	1829	4467	6399
VAN_BUREN__TN	849	1294	2206
WARREN__TN	5515	8562	14400
WASHINGTON__TN	15941	32341	48982
WAYNE__TN	1355	4076	5527
WEAKLEY__TN	4596	8855	13690
WHITE__TN	3372	6103	9647
WILLIAMSON__TN	27886	64858	93646
WILSON__TN	15886	34595	51159
ANDERSON__TX	4630	11884	16655
ANDREWS__TX	790	3816	4629
ANGELINA__TX	9379	19569	29153
ARANSAS__TX	3006	6693	9778
ARCHER__TX	740	3595	4365
ARMSTRONG__TX	128	856	990
ATASCOSA__TX	4415	5462	9938
AUSTIN__TX	2821	8786	11721
BAILEY__TX	682	1618	2316
BANDERA__TX	2250	6935	9297
BASTROP__TX	11687	13817	25918
BAYLOR__TX	366	1262	1643
BEE__TX	3645	4471	8157
BELL__TX	40413	49242	90334
BEXAR__TX	275527	246275	525715
BLANCO__TX	1467	3418	4939
BORDEN__TX	40	316	361
BOSQUE__TX	1797	5762	7646
BOWIE__TX	10815	24162	35186
BRAZORIA__TX	36480	67515	104940
BRAZOS__TX	20502	37465	58673
BREWSTER__TX	1970	1855	3900
BRISCOE__TX	205	617	830
BROOKS__TX	1747	556	2309
BROWN__TX	2822	12052	15015
BURLESON__TX	2053	4547	6665
BURNET__TX	4608	12059	16893
CALDWELL__TX	5403	6107	11648
CALHOUN__TX	2729	4106	6879
CALLAHAN__TX	1063	4589	5716
CAMERON__TX	48480	26671	75657
CAMP__TX	1734	2798	4567
CARSON__TX	406	2548	2980
CASS__TX	3490	8279	11846
CASTRO__TX	719	1562	2291
CHAMBERS__TX	3188	9988	13292
CHEROKEE__TX	4610	11695	16417
CHILDRESS__TX	497	1782	2296
CLAY__TX	1085	4213	5339
COCHRAN__TX	284	758	1057
COKE__TX	299	1252	1569
COLEMAN__TX	643	3011	3702
COLLIN__TX	109047	184897	296583
COLLINGSWORTH__TX	234	943	1195
COLORADO__TX	2508	5795	8353
COMAL__TX	12384	35233	48158
COMANCHE__TX	1334	3813	5217
CONCHO__TX	257	807	1077
COOKE__TX	3051	11871	15032
CORYELL__TX	6619	11550	18332
COTTLE__TX	187	509	705
CRANE__TX	319	1119	1454
CROCKETT__TX	512	1026	1545
CROSBY__TX	684	1221	1914
CULBERSON__TX	492	257	759
DALLAM__TX	302	1269	1589
DALLAS__TX	422989	310000	738463
DAWSON__TX	1152	2906	4096
DEAF_SMITH__TX	1247	3466	4744
DELTA__TX	589	1580	2187
DENTON__TX	91160	149935	243263
DEWITT__TX	1716	4888	6626
DICKENS__TX	234	730	972
DIMMIT__TX	2692	874	3587
DONLEY__TX	291	1374	1690
DUVAL__TX	3298	1076	4409
EASTLAND__TX	1271	5165	6509
ECTOR__TX	9123	26199	35606
EDWARDS__TX	346	673	1035
ELLIS__TX	15333	38078	53853
EL_PASO__TX	122021	61783	185233
ERATH__TX	3128	10768	14019
FALLS__TX	2225	3328	5599
FANNIN__TX	3464	8092	11694
FAYETTE__TX	3014	7582	10714
FISHER__TX	687	1083	1784
FLOYD__TX	730	1784	2521
FOARD__TX	198	327	538
FORT_BEND__TX	98368	103206	202822
FRANKLIN__TX	1036	3392	4491
FREESTONE__TX	2034	5205	7288
FRIO__TX	2405	1644	4062
GAINES__TX	650	3385	4067
GALVESTON__TX	41805	62258	105004
GARZA__TX	375	1356	1750
GILLESPIE__TX	2576	9563	12338
GLASSCOCK__TX	52	502	557
GOLIAD__TX	1329	2298	3655
GONZALES__TX	2167	4076	6287
GRAY__TX	1153	6924	8133
GRAYSON__TX	13900	31136	45477
GREGG__TX	13166	29203	42610
GRIMES__TX	2704	5562	8322
GUADALUPE__TX	16156	30869	47461
HALE__TX	2708	7171	9943
HALL__TX	324	930	1264
HAMILTON__TX	863	2876	3778
HANSFORD__TX	240	1847	2102
HARDEMAN__TX	373	1199	1595
HARDIN__TX	3939	16603	20702
HARRIS__TX	590982	571883	1171472
HARRISON__TX	8887	17103	26158
HARTLEY__TX	250	1711	1985
HASKELL__TX	699	1388	2116
HAYS__TX	28431	29638	59052
HEMPHILL__TX	216	1345	1570
HENDERSON__TX	7913	20857	28993
HIDALGO__TX	90261	39668	130784
HILL__TX	3811	9264	13188
HOCKLEY__TX	1797	5795	7645
HOOD__TX	5087	17299	22596
HOPKINS__TX	3530	9299	12919
HOUSTON__TX	2656	5872	8624
HOWARD__TX	2545	7029	9689
HUDSPETH__TX	430	458	898
HUNT__TX	8594	20573	29524
HUTCHINSON__TX	1322	7361	8761
IRION__TX	164	644	817
JACK__TX	470	2528	3023
JACKSON__TX	1301	3723	5057
JASPER__TX	3658	9022	12776
JEFF_DAVIS__TX	468	749	1236
JEFFERSON__TX	44888	42905	88296
JIM_HOGG__TX	1336	472	1815
JIM_WELLS__TX	6706	4841	11612
JOHNSON__TX	12912	36685	50050
JONES__TX	1528	4203	5808
KARNES__TX	1760	2736	4527
KAUFMAN__TX	11161	23735	35145
KENDALL__TX	3599	12971	16746
KENEDY__TX	108	94	202
KENT__TX	99	342	448
KERR__TX	5570	16752	22556
KIMBLE__TX	342	1487	1843
KING__TX	8	151	163
KINNEY__TX	633	907	1551
KLEBERG__TX	5256	4540	9876
KNOX__TX	367	986	1368
LAMAR__TX	5243	12952	18362
LAMB__TX	1156	3344	4525
LAMPASAS__TX	1903	5651	7634
LA_SALLE__TX	1052	714	1776
LAVACA__TX	1869	6293	8223
LEE__TX	2000	4312	6377
LEON__TX	1418	5566	7041
LIBERTY__TX	5991	15448	21626
LIMESTONE__TX	2516	5079	7652
LIPSCOMB__TX	155	1093	1256
LIVE_OAK__TX	1048	3095	4176
LLANO__TX	2250	7281	9629
LOVING__TX	12	67	79
LUBBOCK__TX	30486	66304	97534
LYNN__TX	627	1473	2116
MCCULLOCH__TX	728	2263	3010
MCLENNAN__TX	29998	49044	79674
MCMULLEN__TX	132	400	537
MADISON__TX	1146	2891	4074
MARION__TX	1644	2567	4252
MARTIN__TX	314	1389	1715
MASON__TX	546	1544	2121
MATAGORDA__TX	4440	7835	12373
MAVERICK__TX	8554	2316	10939
MEDINA__TX	5147	10480	15737
MENARD__TX	295	712	1018
MIDLAND__TX	9691	36155	46216
MILAM__TX	3044	5217	8357
MILLS__TX	398	1753	2177
MITCHELL__TX	586	1815	2431
MONTAGUE__TX	1597	6245	7950
MONTGOMERY__TX	36703	119884	157847
MOORE__TX	1123	4282	5437
MORRIS__TX	2055	3158	5248
MOTLEY__TX	67	522	594
NACOGDOCHES__TX	8393	14828	23391
NAVARRO__TX	5400	10810	16321
NEWTON__TX	1751	3446	5260
NOLAN__TX	1521	3485	5063
NUECES__TX	47912	52391	101230
OCHILTREE__TX	243	2851	3109
OLDHAM__TX	102	813	920
ORANGE__TX	7646	21509	29406
PALO_PINTO__TX	2499	7264	9890
PANOLA__TX	2586	7582	10216
PARKER__TX	10502	36974	47951
PARMER__TX	719	2969	3713
PECOS__TX	1476	2480	4010
POLK__TX	6230	13731	20149
POTTER__TX	8939	20761	30013
PRESIDIO__TX	1252	489	1757
RAINS__TX	1048	3146	4236
RANDALL__TX	9468	41948	51832
REAGAN__TX	197	795	994
REAL__TX	375	1238	1628
RED_RIVER__TX	1539	3461	5052
REEVES__TX	1606	1445	3077
REFUGIO__TX	1382	1855	3261
ROBERTS__TX	41	477	518
ROBERTSON__TX	2675	3980	6710
ROCKWALL__TX	8492	23300	32066
RUNNELS__TX	720	3118	3867
RUSK__TX	4983	13646	18722
SABINE__TX	1077	3749	4874
SAN_AUGUSTINE__TX	1328	2342	3715
SAN_JACINTO__TX	2721	6151	8958
SAN_PATRICIO__TX	8854	12404	21396
SAN_SABA__TX	487	1941	2457
SCHLEICHER__TX	324	970	1304
SCURRY__TX	1088	4414	5569
SHACKELFORD__TX	208	1284	1505
SHELBY__TX	2548	6630	9220
SHERMAN__TX	127	884	1020
SMITH__TX	23726	55187	79561
SOMERVELL__TX	799	2677	3533
STARR__TX	8274	1492	9792
STEPHENS__TX	626	2869	3526
STERLING__TX	97	520	619
STONEWALL__TX	206	524	735
SUTTON__TX	381	1189	1578
SWISHER__TX	813	1683	2535
TARRANT__TX	274880	348420	628553
TAYLOR__TX	12690	34317	47439
TERRELL__TX	186	323	519
TERRY__TX	1379	2879	4280
THROCKMORTON__TX	166	671	838
TITUS__TX	3145	6028	9245
TOM_GREEN__TX	11158	27362	38861
TRAVIS__TX	254017	136981	397714
TRINITY__TX	1925	4095	6077
TYLER__TX	2166	5644	7910
UPSHUR__TX	3790	11222	15164
UPTON__TX	288	898	1197
UVALDE__TX	4126	4590	8766
VAL_VERDE__TX	6982	5752	12820
VAN_ZANDT__TX	4505	15734	20395
VICTORIA__TX	9832	19878	29931
WALKER__TX	7334	11623	19146
WALLER__TX	7153	8265	15508
WARD__TX	899	2667	3602
WASHINGTON__TX	4034	10176	14377
WEBB__TX	33452	13119	46821
WHARTON__TX	4937	9431	14418
WHEELER__TX	314	1918	2245
WICHITA__TX	13868	31731	45982
WILBARGER__TX	1196	3283	4509
WILLACY__TX	3409	1456	4903
WILLIAMSON__TX	67691	88323	158403
WILSON__TX	5362	10904	16366
WINKLER__TX	477	1529	2032
WISE__TX	4471	15973	20639
WOOD__TX	4010	13658	17784
YOAKUM__TX	450	1989	2458
YOUNG__TX	1303	5942	7305
ZAPATA__TX	1939	919	2866
ZAVALA__TX	3263	596	3876
BEAVER__UT	542	1902	2509
BOX_ELDER__UT	3311	15228	19058
CACHE__UT	10294	29127	41332
CARBON__UT	3468	4091	7777
DAGGETT__UT	131	297	439
DAVIS__UT	30477	77341	110902
DUCHESNE__UT	911	4689	5744
EMERY__UT	973	3358	4448
GARFIELD__UT	405	1710	2159
GRAND__UT	2067	1871	4077
IRON__UT	3258	12518	16450
JUAB__UT	741	2683	3616
KANE__UT	856	2212	3154
MILLARD__UT	758	3653	4739
MORGAN__UT	689	3311	4161
PIUTE__UT	141	635	798
RICH__UT	154	831	1006
SALT_LAKE__UT	176988	176692	363749
SAN_JUAN__UT	2406	2638	5130
SANPETE__UT	1631	6664	8771
SEVIER__UT	1359	6394	8007
SUMMIT__UT	9532	6956	16809
TOOELE__UT	5830	10998	17337
UINTAH__UT	1462	8441	10151
UTAH__UT	29567	122224	157279
WASATCH__UT	2892	5430	8531
WASHINGTON__UT	10826	37311	49529
WAYNE__UT	335	940	1314
WEBER__UT	25666	45885	73394
ADDISON__VT	13202	5667	19238
BENNINGTON__VT	12524	6133	19129
CALEDONIA__VT	8900	5472	14728
CHITTENDEN__VT	59611	22237	83440
ESSEX__VT	1733	1284	3101
FRANKLIN__VT	13179	7853	21460
GRAND_ISLE__VT	2694	1490	4269
LAMOILLE__VT	8914	3515	12668
ORANGE__VT	9799	5047	15179
ORLEANS__VT	7998	4482	12771
RUTLAND__VT	19355	11584	31617
WASHINGTON__VT	22324	9129	32200
WINDHAM__VT	17585	5997	24081
WINDSOR__VT	21444	9084	31165
ACCOMACK__VA	7607	7833	15623
ALBEMARLE__VA	29792	20576	50984
ALLEGHANY__VA	3553	3715	7369
AMELIA__VA	2488	3970	6529
AMHERST__VA	6094	8470	14700
APPOMATTOX__VA	2641	4903	7630
ARLINGTON__VA	78994	29876	110153
AUGUSTA__VA	9825	23120	33338
BATH__VA	1043	1349	2432
BEDFORD_CO___VA	12225	25917	38564
BLAND__VA	864	2031	2959
BOTETOURT__VA	5693	11471	17406
BRUNSWICK__VA	4973	2877	7914
BUCHANAN__VA	4063	4541	8734
BUCKINGHAM__VA	3489	3428	6994
CAMPBELL__VA	8091	17444	25814
CAROLINE__VA	7163	5617	12919
CARROLL__VA	4109	8187	12579
CHARLES_CITY__VA	2838	1288	4153
CHARLOTTE__VA	2705	3372	6157
CHESTERFIELD__VA	74310	86413	162088
CLARKE__VA	3457	3840	7431
CRAIG__VA	877	1695	2621
CULPEPER__VA	8802	10711	19741
CUMBERLAND__VA	2255	2418	4724
DICKENSON__VA	3278	3324	6753
DINWIDDIE__VA	6246	6526	12892
ESSEX__VA	2934	2379	5364
FAIRFAX_CO___VA	310359	200994	516254
FAUQUIER__VA	14616	19227	34219
FLOYD__VA	2937	4441	7516
FLUVANNA__VA	6185	6420	12735
FRANKLIN_CO___VA	9618	15414	25401
FREDERICK__VA	12961	20149	33612
GILES__VA	3192	4462	7795
GLOUCESTER__VA	6916	12089	19222
GOOCHLAND__VA	4813	7643	12562
GRAYSON__VA	2480	4540	7220
GREENE__VA	3174	4980	8260
GREENSVILLE__VA	3122	1729	4887
HALIFAX__VA	8126	8600	16850
HANOVER__VA	18447	37344	56248
HENRICO__VA	86323	67381	154966
HENRY__VA	11118	13758	25215
HIGHLAND__VA	590	930	1554
ISLE_OF_WIGHT__VA	8573	11258	19997
JAMES_CITY__VA	17352	20912	38603
KING_AND_QUEEN__VA	1918	1763	3705
KING_GEORGE__VA	4473	5888	10474
KING_WILLIAM__VA	3344	4966	8388
LANCASTER__VA	3235	3647	6938
LEE__VA	3219	5825	9227
LOUDOUN__VA	74845	63336	139459
LOUISA__VA	6978	8182	15353
LUNENBURG__VA	2703	2900	5650
MADISON__VA	2862	3758	6699
MATHEWS__VA	1934	3456	5440
MECKLENBURG__VA	7127	7817	15082
MIDDLESEX__VA	2391	3545	6006
MONTGOMERY__VA	21031	19028	40653
NELSON__VA	4391	3647	8133
NEW_KENT__VA	3493	6385	9991
NORTHAMPTON__VA	3800	2713	6586
NORTHUMBERLAND__VA	3312	4041	7406
NOTTOWAY__VA	3413	3499	6988
ORANGE__VA	7107	8506	15801
PAGE__VA	4235	6041	10389
PATRICK__VA	2879	5491	8531
PITTSYLVANIA__VA	11415	18730	30433
POWHATAN__VA	4237	10088	14456
PRINCE_EDWARD__VA	5101	4174	9388
PRINCE_GEORGE__VA	7130	8752	16006
PRINCE_WILLIAM__VA	93435	67621	162446
PULASKI__VA	5918	8857	15050
RAPPAHANNOCK__VA	2105	2227	4405
RICHMOND_CO___VA	1618	2092	3745
ROANOKE_CO___VA	26387	35262	62373
ROCKBRIDGE__VA	4347	5732	10195
ROCKINGHAM__VA	10453	22468	33334
RUSSELL__VA	4932	6389	11494
SCOTT__VA	2725	6980	9875
SHENANDOAH__VA	6912	12005	19223
SMYTH__VA	4239	7817	12302
SOUTHAMPTON__VA	4402	4583	9067
SPOTSYLVANIA__VA	24897	28610	54069
STAFFORD__VA	25716	29221	55455
SURRY__VA	2626	1663	4325
SUSSEX__VA	3301	2026	5363
TAZEWELL__VA	5596	11201	17061
WARREN__VA	6997	8879	16126
WASHINGTON__VA	8063	16077	24500
WESTMORELAND__VA	4577	3719	8377
WISE__VA	4995	8914	14138
WYTHE__VA	4107	8207	12491
YORK__VA	13700	19833	33897
ALEXANDRIA__VA	50473	19181	70364
BRISTOL__VA	2665	4579	7359
BUENA_VISTA__VA	1108	1282	2423
CHARLOTTESVILLE__VA	15705	4078	20044
CHESAPEAKE__VA	53994	52625	107521
COLONIAL_HEIGHTS__VA	2562	6161	8849
COVINGTON__VA	1304	1020	2354
DANVILLE__VA	12352	8361	20890
EMPORIA__VA	1702	897	2617
FALLS_CHURCH__VA	4695	1970	6750
FRANKLIN__VA	2819	1576	4427
FREDERICKSBURG__VA	6155	3413	9677
GALAX__VA	1052	1317	2402
HAMPTON__VA	46917	20476	67943
HARRISONBURG__VA	8444	6048	14675
HOPEWELL__VA	5285	4149	9524
LEXINGTON__VA	1543	914	2479
LYNCHBURG__VA	16269	17638	34341
MANASSAS__VA	7518	5975	13627
MANASSAS_PARK__VA	2463	1634	4140
MARTINSVILLE__VA	4139	2311	6520
NEWPORT_NEWS__VA	51972	28667	81295
NORFOLK__VA	62819	24814	88446
NORTON__VA	743	744	1512
PETERSBURG__VA	13774	1583	15540
POQUOSON__VA	1748	5229	7065
PORTSMOUTH__VA	32327	13984	46665
RADFORD__VA	2930	2418	5429
RICHMOND__VA	73623	18649	93085
ROANOKE__VA	24934	15394	40772
SALEM__VA	5164	7088	12406
STAUNTON__VA	5569	5330	11015
SUFFOLK__VA	22446	17165	39908
VIRGINIA_BEACH__VA	98885	100319	201249
WAYNESBORO__VA	3906	4815	8860
WILLIAMSBURG__VA	4328	2353	6787
WINCHESTER__VA	5268	4725	10126
ADAMS__WA	1552	3222	4858
ASOTIN__WA	4139	5451	9780
BENTON__WA	26288	45345	72911
CHELAN__WA	13781	17605	31958
CLALLAM__WA	19470	18199	38519
CLARK__WA	95356	84212	182764
COLUMBIA__WA	686	1499	2228
COWLITZ__WA	24597	19554	45229
DOUGLAS__WA	5848	9098	15209
FERRY__WA	1467	1916	3501
FRANKLIN__WA	7361	12037	19696
GARFIELD__WA	385	968	1373
GRANT__WA	9601	17153	27438
GRAYS_HARBOR__WA	16354	12104	29184
ISLAND__WA	22058	19426	42159
JEFFERSON__WA	13252	6330	19991
KING__WA	648230	259716	922032
KITSAP__WA	68624	53297	124337
KITTITAS__WA	8030	9471	17868
KLICKITAT__WA	4965	4944	10164
LEWIS__WA	13624	20278	34705
LINCOLN__WA	2032	3803	5977
MASON__WA	15050	12600	28306
OKANOGAN__WA	7613	8798	16870
PACIFIC__WA	6094	4555	10937
PEND_OREILLE__WA	2562	3717	6552
PIERCE__WA	181824	141673	329520
SAN_JUAN__WA	7374	2958	10531
SKAGIT__WA	30053	24687	55886
SKAMANIA__WA	2817	2524	5490
SNOHOMISH__WA	187294	126722	320333
SPOKANE__WA	105786	108314	219511
STEVENS__WA	8499	13132	22341
THURSTON__WA	75882	48366	126709
WAHKIAKUM__WA	1121	1105	2294
WALLA_WALLA__WA	10081	14182	24727
WHATCOM__WA	58236	40205	100339
WHITMAN__WA	9070	8104	17589
YAKIMA__WA	33792	41946	77062
BARBOUR__WV	2419	3685	6232
BERKELEY__WV	15994	20841	37292
BOONE__WV	4529	3632	8370
BRAXTON__WV	2704	2629	5409
BROOKE__WV	4717	4961	9857
CABELL__WV	15292	18793	34592
CALHOUN__WV	993	1366	2429
CLAY__WV	1421	1755	3265
DODDRIDGE__WV	735	2218	3018
FAYETTE__WV	7242	7658	15194
GILMER__WV	1004	1445	2521
GRANT__WV	997	3166	4218
GREENBRIER__WV	5881	7567	13732
HAMPSHIRE__WV	2983	5222	8347
HANCOCK__WV	5504	7518	13220
HARDY__WV	1901	3376	5407
HARRISON__WV	13582	17824	31872
JACKSON__WV	4861	7148	12236
JEFFERSON__WV	11687	10600	22545
KANAWHA__WV	40594	40952	82484
LEWIS__WV	2109	4335	6606
LINCOLN__WV	3029	3637	6835
LOGAN__WV	5873	7326	13465
MCDOWELL__WV	3430	2882	6430
MARION__WV	11618	11501	23607
MARSHALL__WV	5996	7759	14001
MASON__WV	4484	5853	10603
MERCER__WV	7450	13246	21022
MINERAL__WV	3750	7616	11547
MINGO__WV	3582	4587	8338
MONONGALIA__WV	17060	15775	33379
MONROE__WV	2014	3397	5575
MORGAN__WV	2721	4428	7276
NICHOLAS__WV	4357	4804	9361
OHIO__WV	8593	10694	19540
PENDLETON__WV	1310	2035	3395
PLEASANTS__WV	1142	1772	2975
POCAHONTAS__WV	1548	2011	3642
PRESTON__WV	4205	7325	11796
PUTNAM__WV	9334	15162	24780
RALEIGH__WV	10237	17548	28259
RANDOLPH__WV	4539	6060	10833
RITCHIE__WV	998	2781	3846
ROANE__WV	2511	2943	5563
SUMMERS__WV	2290	2891	5316
TAYLOR__WV	2462	3605	6203
TUCKER__WV	1288	2123	3507
TYLER__WV	1241	2415	3741
UPSHUR__WV	2925	5911	8971
WAYNE__WV	6137	8947	15430
WEBSTER__WV	1552	1386	3057
WETZEL__WV	2942	3342	6454
WIRT__WV	782	1496	2326
WOOD__WV	12573	22896	36002
WYOMING__WV	2735	4621	7530
