_PARTIES	Democrat	Republican	Total
WELLS__IN	2586	10005	13185
WHITE__IN	2590	6893	10053
WHITLEY__IN	3379	11358	15623
ADAIR__IA	1133	2461	3811
ADAMS__IA	565	1395	2106
ALLAMAKEE__IA	2421	4093	6923
APPANOOSE__IA	1814	4033	6136
AUDUBON__IA	1080	2136	3412
BENTON__IA	4678	8232	13844
BLACK_HAWK__IA	32233	27476	64405
BOONE__IA	5541	7484	14196
BREMER__IA	5356	7208	13538
BUCHANAN__IA	3970	5510	10252
BUENA_VISTA__IA	2856	4903	8278
BUTLER__IA	2157	4921	7513
CALHOUN__IA	1398	3468	5159
CARROLL__IA	3309	6638	10544
CASS__IA	1951	4761	7125
CEDAR__IA	3599	5295	9541
CERRO_GORDO__IA	9862	11621	22965
CHEROKEE__IA	1679	4192	6258
CHICKASAW__IA	2266	3742	6435
CLARKE__IA	1465	2713	4454
CLAY__IA	2249	5877	8617
CLAYTON__IA	3237	5317	9129
CLINTON__IA	10095	11276	23067
CRAWFORD__IA	1991	4617	6935
DALLAS__IA	15701	19339	38252
DAVIS__IA	977	2723	3882
DECATUR__IA	1201	2296	3734
DELAWARE__IA	2957	5694	9241
DES_MOINES__IA	8212	9529	19103
DICKINSON__IA	3056	6753	10354
DUBUQUE__IA	22850	23460	49721
EMMET__IA	1357	3124	4753
FAYETTE__IA	3689	5620	9975
FLOYD__IA	3179	4375	8060
FRANKLIN__IA	1493	3163	4968
FREMONT__IA	963	2407	3595
GREENE__IA	1691	2820	4821
GRUNDY__IA	1856	4527	6872
GUTHRIE__IA	1732	3628	5750
HAMILTON__IA	2726	4463	7694
HANCOCK__IA	1587	3977	5871
HARDIN__IA	2787	5254	8533
HARRISON__IA	2131	4902	7465
HENRY__IA	2904	5779	9404
HOWARD__IA	1677	2611	4559
HUMBOLDT__IA	1252	3568	5087
IDA__IA	792	2655	3612
IOWA__IA	3084	5205	8904
JACKSON__IA	3837	5824	10310
JASPER__IA	7109	10560	19034
JEFFERSON__IA	3710	3748	8156
JOHNSON__IA	50200	21044	76940
JONES__IA	3787	5720	10133
KEOKUK__IA	1342	3390	4985
KOSSUTH__IA	2543	5653	8607
LEE__IA	6215	8803	16151
LINN__IA	58935	48390	117098
LOUISA__IA	1648	3069	5008
LUCAS__IA	1239	2877	4354
LYON__IA	920	5192	6377
MADISON__IA	2678	5360	8636
MAHASKA__IA	2619	7432	10632
MARION__IA	5482	10962	17816
MARSHALL__IA	7652	9146	17980
MILLS__IA	2090	5067	7698
MITCHELL__IA	1888	3190	5417
MONONA__IA	1247	3120	4572
MONROE__IA	1056	2638	3865
MONTGOMERY__IA	1314	3436	5044
MUSCATINE__IA	8368	9584	19434
O_BRIEN__IA	1315	5752	7406
OSCEOLA__IA	552	2531	3213
PAGE__IA	1807	4893	7044
PALO_ALTO__IA	1398	3081	4703
PLYMOUTH__IA	2885	9680	13190
POCAHONTAS__IA	963	2702	3865
POLK__IA	119804	93492	231555
POTTAWATTAMIE__IA	15355	24447	42680
POWESHIEK__IA	4304	4946	9833
RINGGOLD__IA	753	1824	2707
SAC__IA	1270	3703	5212
SCOTT__IA	40440	39149	86220
SHELBY__IA	1662	4362	6370
SIOUX__IA	2300	14785	18194
STORY__IA	25709	19458	50667
TAMA__IA	3196	4971	8752
TAYLOR__IA	758	2111	3029
UNION__IA	1922	3525	5832
VAN_BUREN__IA	845	2527	3561
WAPELLO__IA	5594	8715	15149
WARREN__IA	10411	14814	27300
WASHINGTON__IA	3943	6173	10929
WAYNE__IA	719	2069	2940
WEBSTER__IA	6305	10056	17430
WINNEBAGO__IA	1931	3447	5787
WINNESHIEK__IA	5254	5344	11362
WOODBURY__IA	16210	24727	43718
WORTH__IA	1530	2453	4257
WRIGHT__IA	1896	3800	6026
ALLEN__KS	1433	3651	5454
ANDERSON__KS	672	2435	3350
ATCHISON__KS	1989	4049	6575
BARBER__KS	286	1850	2252
BARTON__KS	1839	7888	10269
BOURBON__KS	1336	4424	6093
BROWN__KS	863	2906	4036
BUTLER__KS	6573	19073	27657
CHASE__KS	316	969	1369
CHAUTAUQUA__KS	197	1236	1481
CHEROKEE__KS	2005	6182	8620
CHEYENNE__KS	181	1173	1407
CLARK__KS	120	825	1005
CLAY__KS	677	2891	3820
CLOUD__KS	761	2919	3930
COFFEY__KS	727	3050	4068
COMANCHE__KS	102	715	867
COWLEY__KS	3551	8270	12621
CRAWFORD__KS	5199	8624	14891
DECATUR__KS	178	1210	1452
DICKINSON__KS	1609	6029	8210
DONIPHAN__KS	587	2606	3378
DOUGLAS__KS	31195	14688	50087
EDWARDS__KS	212	1037	1319
ELK__KS	160	1048	1259
ELLIS__KS	2742	8466	11947
ELLSWORTH__KS	521	1969	2679
FINNEY__KS	3195	6350	10159
FORD__KS	2149	5114	7718
FRANKLIN__KS	2892	7185	10965
GEARY__KS	2722	4274	7504
GOVE__KS	149	1140	1343
GRAHAM__KS	188	1025	1284
GRANT__KS	441	1804	2389
GRAY__KS	263	1698	2066
GREELEY__KS	83	534	650
GREENWOOD__KS	485	2160	2840
HAMILTON__KS	121	705	876
HARPER__KS	393	1996	2578
HARVEY__KS	5068	8668	14916
HASKELL__KS	245	1040	1354
HODGEMAN__KS	124	855	1017
JACKSON__KS	1512	3939	5818
JEFFERSON__KS	2518	5213	8337
JEWELL__KS	180	1223	1494
JOHNSON__KS	129852	137490	290090
KEARNY__KS	174	1075	1316
KINGMAN__KS	599	2530	3334
KIOWA__KS	114	900	1079
LABETTE__KS	2291	5335	8107
LANE__KS	106	718	871
LEAVENWORTH__KS	10209	17638	30301
LINCOLN__KS	215	1179	1464
LINN__KS	736	3484	4427
LOGAN__KS	149	1132	1357
LYON__KS	4649	6552	12288
MCPHERSON__KS	3226	8549	12742
MARION__KS	1204	4003	5624
MARSHALL__KS	1072	3307	4673
MEADE__KS	210	1415	1720
MIAMI__KS	3991	10003	15022
MITCHELL__KS	477	2308	2942
MONTGOMERY__KS	2637	8679	12004
MORRIS__KS	601	1820	2624
MORTON__KS	147	995	1192
NEMAHA__KS	725	4124	5122
NEOSHO__KS	1501	4431	6314
NESS__KS	162	1228	1454
NORTON__KS	281	1840	2234
OSAGE__KS	1753	4826	7046
OSBORNE__KS	233	1460	1788
OTTAWA__KS	424	2283	2903
PAWNEE__KS	579	1904	2661
PHILLIPS__KS	300	2233	2664
POTTAWATOMIE__KS	2225	7612	10693
PRATT__KS	771	2838	3842
RAWLINS__KS	163	1220	1472
RENO__KS	6837	15513	24210
REPUBLIC__KS	375	2024	2529
RICE__KS	695	2837	3804
RILEY__KS	9341	10107	21532
ROOKS__KS	275	2031	2419
RUSH__KS	233	1197	1503
RUSSELL__KS	461	2574	3193
SALINE__KS	6317	13828	22064
SCOTT__KS	236	1865	2202
SEDGWICK__KS	69627	104353	188783
SEWARD__KS	1628	3159	5038
SHAWNEE__KS	33926	35934	75406
SHERIDAN__KS	127	1197	1374
SHERMAN__KS	347	2089	2612
SMITH__KS	297	1661	2042
STAFFORD__KS	304	1490	1896
STANTON__KS	115	492	637
STEVENS__KS	220	1599	1891
SUMNER__KS	2076	6984	9722
THOMAS__KS	473	2908	3576
TREGO__KS	198	1227	1482
WABAUNSEE__KS	776	2372	3380
WALLACE__KS	46	721	798
WASHINGTON__KS	387	2194	2765
WICHITA__KS	140	769	956
WILSON__KS	594	2788	3591
WOODSON__KS	273	1082	1443
WYANDOTTE__KS	30146	15806	48781
ADAIR__KY	1323	6637	8233
ALLEN__KY	1349	6466	8096
ANDERSON__KY	2634	8242	11422
BALLARD__KY	816	3161	4101
BARREN__KY	4275	13483	18488
BATH__KY	1361	3082	4587
BELL__KY	1720	7764	9718
BOONE__KY	15026	39082	57618
BOURBON__KY	2791	5569	8803
BOYD__KY	6021	13591	20454
BOYLE__KY	4281	8040	12946
BRACKEN__KY	705	2711	3527
BREATHITT__KY	1537	3991	5738
BRECKINRIDGE__KY	1960	6484	8774
BULLITT__KY	8255	26210	36069
BUTLER__KY	947	4428	5576
CALDWELL__KY	1260	4507	5975
CALLOWAY__KY	4749	10367	16049
CAMPBELL__KY	14658	25050	42510
CARLISLE__KY	432	2094	2601
CARROLL__KY	1106	2588	3855
CARTER__KY	2276	7587	10278
CASEY__KY	767	5482	6439
CHRISTIAN__KY	7188	14108	22083
CLARK__KY	4706	10710	16205
CLAY__KY	752	5861	6767
CLINTON__KY	547	3809	4462
CRITTENDEN__KY	617	3290	4037
CUMBERLAND__KY	459	2502	3066
DAVIESS__KY	14163	28907	45807
EDMONSON__KY	979	4135	5244
ELLIOTT__KY	740	2000	2855
ESTILL__KY	1108	4236	5545
FAYETTE__KY	69778	56894	136315
FLEMING__KY	1348	4722	6260
FLOYD__KY	4015	11993	16540
FRANKLIN__KY	10717	11819	23865
FULTON__KY	774	1549	2382
GALLATIN__KY	749	2443	3338
GARRARD__KY	1453	5904	7623
GRANT__KY	1910	7268	9559
GRAVES__KY	3308	12671	16606
GRAYSON__KY	1959	8219	10576
GREEN__KY	832	4372	5333
GREENUP__KY	4146	11546	16277
HANCOCK__KY	1244	2788	4295
HARDIN__KY	13944	26971	43156
HARLAN__KY	1372	9129	10757
HARRISON__KY	2031	5435	7781
HART__KY	1730	5320	7264
HENDERSON__KY	6707	12159	19710
HENRY__KY	1828	4944	7149
HICKMAN__KY	449	1657	2157
HOPKINS__KY	4310	15277	20345
JACKSON__KY	482	4889	5501
JEFFERSON__KY	190836	143768	353099
JESSAMINE__KY	6144	15474	23326
JOHNSON__KY	1250	8043	9572
KENTON__KY	24214	42958	71998
KNOTT__KY	1245	4357	5763
KNOX__KY	1761	9885	12012
LARUE__KY	1278	4799	6367
LAUREL__KY	3440	20592	24833
LAWRENCE__KY	1045	4816	6042
LEE__KY	444	2151	2667
LESLIE__KY	400	4015	4492
LETCHER__KY	1542	7293	9134
LEWIS__KY	785	4363	5298
LINCOLN__KY	1865	7338	9561
LIVINGSTON__KY	887	3570	4645
LOGAN__KY	2755	7778	10899
LYON__KY	1045	2789	3962
MCCRACKEN__KY	9134	20774	31307
MCCREARY__KY	664	5012	5776
MCLEAN__KY	988	3381	4566
MADISON__KY	11793	23431	37371
MAGOFFIN__KY	1172	3824	5116
MARION__KY	2679	5122	8111
MARSHALL__KY	3672	12322	16698
MARTIN__KY	363	3503	3953
MASON__KY	1970	4944	7219
MEADE__KY	3026	8660	12231
MENIFEE__KY	700	2010	2779
MERCER__KY	2395	7740	10585
METCALFE__KY	976	3491	4620
MONROE__KY	601	4278	4991
MONTGOMERY__KY	3158	7856	11452
MORGAN__KY	1006	3628	4775
MUHLENBERG__KY	3272	9393	13060
NELSON__KY	6434	13431	20802
NICHOLAS__KY	787	1957	2841
OHIO__KY	2080	7942	10398
OLDHAM__KY	10268	20469	32853
OWEN__KY	1062	3745	5001
OWSLEY__KY	256	1474	1759
PENDLETON__KY	1164	4604	6007
PERRY__KY	2136	8158	10572
PIKE__KY	4280	19747	24665
POWELL__KY	1272	3513	4957
PULASKI__KY	4208	22902	28041
ROBERTSON__KY	222	759	1013
ROCKCASTLE__KY	915	5609	6691
ROWAN__KY	3295	5174	8848
RUSSELL__KY	1093	6863	8174
SCOTT__KY	7715	15052	24200
SHELBY__KY	6276	13196	20580
SIMPSON__KY	2144	5077	7531
SPENCER__KY	1921	7196	9515
TAYLOR__KY	2553	8320	11306
TODD__KY	1042	3612	4779
TRIGG__KY	1587	4931	6751
TRIMBLE__KY	879	2771	3798
UNION__KY	1331	4701	6211
WARREN__KY	16966	28673	48454
WASHINGTON__KY	1420	4013	5636
WAYNE__KY	1431	6371	7992
WEBSTER__KY	1240	4397	5805
WHITLEY__KY	2067	11312	13774
WOLFE__KY	753	1804	2635
WOODFORD__KY	4958	7697	13563
ACADIA__LA	5638	21162	27389
ALLEN__LA	2106	6867	9245
ASCENSION__LA	16476	36143	54678
ASSUMPTION__LA	3931	6714	10904
AVOYELLES__LA	5035	11165	16586
BEAUREGARD__LA	2393	12238	15078
BIENVILLE__LA	3129	3756	7005
BOSSIER__LA	12641	35474	49848
CADDO__LA	53483	49006	105804
CALCASIEU__LA	26296	54191	83785
CALDWELL__LA	788	3822	4692
CAMERON__LA	323	3256	3692
CATAHOULA__LA	1322	3479	4856
CLAIBORNE__LA	2717	3585	6421
CONCORDIA__LA	3272	5477	8872
DE_SOTO__LA	5165	8068	13500
EAST_BATON_ROUGE__LA	102828	84660	196491
EAST_CARROLL__LA	1838	1059	2939
EAST_FELICIANA__LA	4235	5569	10042
EVANGELINE__LA	4208	10360	14882
FRANKLIN__LA	2506	6514	9162
GRANT__LA	1181	7408	8821
IBERIA__LA	10698	20903	32454
IBERVILLE__LA	8324	7320	16043
JACKSON__LA	2139	5169	7464
JEFFERSON__LA	73670	100398	181639
JEFFERSON_DAVIS__LA	3080	10775	14277
LAFAYETTE__LA	32726	68195	105603
LAFOURCHE__LA	8423	31959	41645
LASALLE__LA	605	5836	6569
LINCOLN__LA	7107	10761	18669
LIVINGSTON__LA	6950	48824	57730
MADISON__LA	2744	1927	4732
MOREHOUSE__LA	5155	6502	11852
NATCHITOCHES__LA	7144	8968	16621
ORLEANS__LA	133996	24292	165812
OUACHITA__LA	24428	41734	68017
PLAQUEMINES__LA	3347	6900	10573
POINTE_COUPEE__LA	4764	6789	11761
RAPIDES__LA	18322	36816	56844
RED_RIVER__LA	1938	2391	4422
RICHLAND__LA	3157	6287	9597
SABINE__LA	1703	7879	9787
ST__BERNARD__LA	4960	10237	15815
ST__CHARLES__LA	8559	16621	26192
ST__HELENA__LA	3353	2497	5964
ST__JAMES__LA	6418	5456	12085
ST__JOHN_THE_BAPTIST__LA	12661	7569	20743
ST__LANDRY__LA	17209	21971	39977
ST__MARTIN__LA	8266	16873	25750
ST__MARY__LA	8050	14359	22877
ST__TAMMANY__LA	27717	90915	124392
TANGIPAHOA__LA	16878	33959	52416
TENSAS__LA	1332	1182	2548
TERREBONNE__LA	10665	31902	43896
UNION__LA	2691	7972	10894
VERMILION__LA	4857	20063	25632
VERNON__LA	2665	13471	16633
WASHINGTON__LA	5692	12556	18628
WEBSTER__LA	6260	11542	18145
WEST_BATON_ROUGE__LA	5383	6927	12712
WEST_CARROLL__LA	715	3970	4759
WEST_FELICIANA__LA	2248	3390	5799
WINN__LA	1644	4608	6372
ANDROSCOGGIN__ME	23009	28227	55601
AROOSTOOK__ME	13386	19419	35097
CUMBERLAND__ME	102981	57709	171818
FRANKLIN__ME	7016	7918	16488
HANCOCK__ME	16117	13705	32130
KENNEBEC__ME	29302	31675	66208
KNOX__ME	12443	9148	23147
LINCOLN__ME	10241	9727	21503
OXFORD__ME	12172	16210	31201
PENOBSCOT__ME	32838	41622	80540
PISCATAQUIS__ME	3098	5406	9182
SAGADAHOC__ME	10664	9304	21616
SOMERSET__ME	9092	15001	26064
WALDO__ME	10440	10378	22707
WASHINGTON__ME	6075	9093	16365
YORK__ME	55844	50403	114274
ALLEGANY__MD	7875	21270	30654
ANNE_ARUNDEL__MD	128419	122403	270081
BALTIMORE_COUNTY__MD	218412	149477	390682
CALVERT__MD	18225	26176	47408
CAROLINE__MD	4009	9368	14113
CARROLL__MD	26567	58215	91848
CECIL__MD	13650	28868	45269
CHARLES__MD	49341	25614	78303
DORCHESTER__MD	6245	8413	15225
FREDERICK__MD	56522	59522	125677
GARRETT__MD	2567	10776	14011
HARFORD__MD	47077	77860	133672
HOWARD__MD	102597	47484	162193
KENT__MD	4575	4876	10021
MONTGOMERY__MD	357837	92704	478873
PRINCE_GEORGE_S__MD	344049	32811	390385
QUEEN_ANNE_S__MD	7973	16993	26523
ST_MARY_S__MD	17534	28663	49842
SOMERSET__MD	4196	5341	9900
TALBOT__MD	8653	10724	20553
WASHINGTON__MD	21129	40998	65991
WICOMICO__MD	18050	22198	42547
WORCESTER__MD	9753	17210	28273
BALTIMORE_CITY__MD	202673	25205	239402
BARNSTABLE__MA	72430	54099	133862
BERKSHIRE__MA	43714	16839	64803
BRISTOL__MA	129540	105443	248959
DUKES__MA	8400	2477	11502
ESSEX__MA	222310	136316	379868
FRANKLIN__MA	24478	10364	38177
HAMPDEN__MA	112590	78685	203117
HAMPSHIRE__MA	55367	21790	82956
MIDDLESEX__MA	520360	219793	784034
NANTUCKET__MA	4146	1892	6406
NORFOLK__MA	221819	119723	361562
PLYMOUTH__MA	135513	115369	266863
SUFFOLK__MA	245751	50421	308741
WORCESTER__MA	198778	157682	383705
ALCONA__MI	1732	4201	6198
ALGER__MI	1663	2585	4518
ALLEGAN__MI	18050	34183	55786
ALPENA__MI	4877	9090	14698
ANTRIM__MI	4448	8469	13582
ARENAC__MI	2384	4950	7696
BARAGA__MI	1156	2158	3490
BARRY__MI	9114	19202	30329
BAY__MI	21642	28328	52977
BENZIE__MI	4108	5539	10228
BERRIEN__MI	29495	38647	72031
BRANCH__MI	5061	11786	17663
CALHOUN__MI	24157	31494	58902
CASS__MI	7270	14243	22595
CHARLEVOIX__MI	5137	8674	14589
CHEBOYGAN__MI	4302	8683	13672
CHIPPEWA__MI	5379	9122	15456
CLARE__MI	4249	8505	13389
CLINTON__MI	16492	21636	40655
CRAWFORD__MI	2110	4354	6844
DELTA__MI	6436	11121	18492
DICKINSON__MI	3923	8580	13165
EATON__MI	24938	27609	56221
EMMET__MI	6972	10616	18802
GENESEE__MI	102751	84175	196296
GLADWIN__MI	3794	8124	12472
GOGEBIC__MI	2925	4018	7329
GRAND_TRAVERSE__MI	20965	27413	51589
GRATIOT__MI	5666	9880	16465
HILLSDALE__MI	4799	14095	19940
HOUGHTON__MI	6018	8475	15624
HURON__MI	4579	10692	15917
INGHAM__MI	79110	43868	131138
IONIA__MI	8352	16635	26854
IOSCO__MI	4345	8345	13361
IRON__MI	2004	3675	5910
ISABELLA__MI	11404	12338	25392
JACKSON__MI	25795	39793	69677
KALAMAZOO__MI	67148	51034	126299
KALKASKA__MI	2280	6116	8833
KENT__MI	138683	148180	308184
KEWEENAW__MI	527	814	1434
LAKE__MI	1939	3159	5328
LAPEER__MI	12734	30037	45183
LEELANAU__MI	6774	7239	14757
LENAWEE__MI	16750	26430	45939
LIVINGSTON__MI	34384	65680	105866
LUCE__MI	681	1756	2579
MACKINAC__MI	2085	3744	6097
MACOMB__MI	176317	224665	419312
MANISTEE__MI	4979	6915	12599
MARQUETTE__MI	16042	14646	32976
MASON__MI	5281	8505	14685
MECOSTA__MI	5827	10305	17168
MENOMINEE__MI	3539	6702	10768
MIDLAND__MI	15635	23846	42506
MISSAUKEE__MI	1565	5386	7317
MONROE__MI	26863	43261	74218
MONTCALM__MI	7874	16907	26609
MONTMORENCY__MI	1287	3498	5009
MUSKEGON__MI	37304	36127	78088
NEWAYGO__MI	6212	15173	22640
OAKLAND__MI	343070	289203	664614
OCEANA__MI	3973	7228	11930
OGEMAW__MI	3030	6827	10387
ONTONAGON__MI	1176	2066	3426
OSCEOLA__MI	2705	7336	10609
OSCODA__MI	1044	2843	4073
OTSEGO__MI	3556	8266	12538
OTTAWA__MI	44973	88467	142734
PRESQUE_ISLE__MI	2400	4488	7218
ROSCOMMON__MI	4287	8141	13041
SAGINAW__MI	44396	45469	94320
ST__CLAIR__MI	24553	49051	78003
ST__JOSEPH__MI	7526	14884	23757
SANILAC__MI	4873	13446	19249
SCHOOLCRAFT__MI	1369	2556	4154
SHIAWASSEE__MI	12546	19230	34111
TUSCOLA__MI	7429	17102	25796
VAN_BUREN__MI	13258	17890	33274
WASHTENAW__MI	128483	50631	188578
WAYNE__MI	519444	228993	777838
WEXFORD__MI	4436	10000	15298
AITKIN__MN	3134	5516	9231
ANOKA__MN	75500	93339	185758
BECKER__MN	5208	10880	17222
BELTRAMI__MN	8688	10783	21564
BENTON__MN	5640	12872	20058
BIG_STONE__MN	921	1608	2755
BLUE_EARTH__MN	14428	15667	33593
BROWN__MN	3763	8708	13779
CARLTON__MN	8460	8160	18211
CARVER__MN	21508	29056	55696
CASS__MN	4949	9982	15999
CHIPPEWA__MN	1978	3764	6222
CHISAGO__MN	9278	18441	30228
CLAY__MN	12971	13543	29398
CLEARWATER__MN	1100	2925	4245
COOK__MN	1912	1156	3395
COTTONWOOD__MN	1678	3679	5721
CROW_WING__MN	10982	22287	35842
DAKOTA__MN	110483	99583	231440
DODGE__MN	3102	6527	10654
DOUGLAS__MN	6227	13966	21785
FARIBAULT__MN	2153	4659	7412
FILLMORE__MN	3872	6271	11055
FREEBORN__MN	6041	8808	16051
GOODHUE__MN	9446	14041	25717
GRANT__MN	1105	2063	3473
HENNEPIN__MN	429288	191770	679977
HOUSTON__MN	4145	5616	10604
HUBBARD__MN	3423	7261	11505
ISANTI__MN	5657	13635	21016
ITASCA__MN	9015	12920	23880
JACKSON__MN	1492	3609	5484
KANABEC__MN	2327	5230	8177
KANDIYOHI__MN	7266	12785	21772
KITTSON__MN	823	1349	2385
KOOCHICHING__MN	2306	3569	6363
LAC_QUI_PARLE__MN	1305	2293	3860
LAKE__MN	3077	2932	6521
LAKE_OF_THE_WOODS__MN	553	1540	2242
LE_SUEUR__MN	4623	9182	14971
LINCOLN__MN	860	1931	3019
LYON__MN	3825	7256	12215
MCLEOD__MN	4978	12155	18807
MAHNOMEN__MN	930	991	2088
MARSHALL__MN	1225	3208	4817
MARTIN__MN	2733	7062	10531
MEEKER__MN	3191	8104	12282
MILLE_LACS__MN	3710	8340	13017
MORRISON__MN	3637	12925	17614
MOWER__MN	7437	8823	17715
MURRAY__MN	1295	2974	4668
NICOLLET__MN	7886	8437	18097
NOBLES__MN	2733	5299	8632
NORMAN__MN	1264	1699	3261
OLMSTED__MN	36268	35668	80129
OTTER_TAIL__MN	9340	20939	32500
PENNINGTON__MN	2147	4000	6715
PINE__MN	4580	8191	13811
PIPESTONE__MN	1127	3338	4808
POLK__MN	4712	8979	14796
POPE__MN	2106	3793	6319
RAMSEY__MN	177738	70894	273143
RED_LAKE__MN	540	1141	1881
REDWOOD__MN	1887	5137	7611
RENVILLE__MN	2117	4890	7606
RICE__MN	14437	15429	32443
ROCK__MN	1373	3091	4839
ROSEAU__MN	1856	5451	7804
ST__LOUIS__MN	57771	44630	112422
SCOTT__MN	28502	39948	75029
SHERBURNE__MN	13293	31053	48283
SIBLEY__MN	1954	5193	7774
STEARNS__MN	25576	47617	79592
STEELE__MN	6241	11198	19179
STEVENS__MN	2116	2799	5398
SWIFT__MN	1686	2963	4994
TODD__MN	2783	8485	11993
TRAVERSE__MN	630	1049	1798
WABASHA__MN	3866	6989	11832
WADENA__MN	1684	4837	6934
WASECA__MN	2838	5967	9653
WASHINGTON__MN	67086	64428	144235
WATONWAN__MN	1814	2768	4998
WILKIN__MN	893	2129	3302
WINONA__MN	11366	12122	26074
WRIGHT__MN	20334	43274	69618
YELLOW_MEDICINE__MN	1524	3382	5276
ADAMS__MS	7757	5874	13836
ALCORN__MS	2684	11819	14783
AMITE__MS	2697	4289	7050
ATTALA__MS	3242	4897	8256
BENTON__MS	1719	2251	4013
BOLIVAR__MS	9046	4590	13824
CALHOUN__MS	1910	4390	6396
CARROLL__MS	1680	3799	5528
CHICKASAW__MS	3649	4127	7890
CHOCTAW__MS	1218	2788	4065
CLAIBORNE__MS	3708	540	4272
CLARKE__MS	2585	5137	7791
CLAY__MS	5722	4150	10003
COAHOMA__MS	6378	2426	8912
COPIAH__MS	6741	6103	12982
COVINGTON__MS	3276	5435	8811
DESOTO__MS	20591	43089	65695
FORREST__MS	11716	15461	28064
FRANKLIN__MS	1502	2721	4290
GEORGE__MS	1027	8696	9891
GREENE__MS	974	4335	5369
GRENADA__MS	4424	5970	10513
HANCOCK__MS	3344	13811	17637
HARRISON__MS	21169	40354	63313
HINDS__MS	67594	25275	94681
HOLMES__MS	6689	1309	8076
HUMPHREYS__MS	3071	1151	4253
ISSAQUENA__MS	395	298	699
ITAWAMBA__MS	1117	8470	9737
JACKSON__MS	14657	33629	49567
JASPER__MS	4368	4038	8475
JEFFERSON__MS	3337	490	3860
JEFFERSON_DAVIS__MS	3720	2466	6237
JONES__MS	7791	20133	28352
KEMPER__MS	2827	1778	4639
LAFAYETTE__MS	7969	10872	19643
LAMAR__MS	5190	18751	24592
LAUDERDALE__MS	11269	17741	29506
LAWRENCE__MS	2195	4091	6364
LEAKE__MS	3584	4782	8449
LEE__MS	10029	22220	32913
LEFLORE__MS	7787	3212	11140
LINCOLN__MS	4458	10550	15193
LOWNDES__MS	11819	13271	25575
MADISON__MS	20343	28265	49802
MARION__MS	3677	7836	11693
MARSHALL__MS	8023	6587	14839
MONROE__MS	5524	10167	15884
MONTGOMERY__MS	2115	2818	4996
NESHOBA__MS	2715	7679	10553
NEWTON__MS	2756	6548	9438
NOXUBEE__MS	4347	1200	5574
OKTIBBEHA__MS	8859	8576	18124
PANOLA__MS	7431	7449	15064
PEARL_RIVER__MS	3604	17782	21883
PERRY__MS	1220	4135	5432
PIKE__MS	8043	8009	16310
PONTOTOC__MS	2386	10336	12984
PRENTISS__MS	2067	7648	9872
QUITMAN__MS	2312	1001	3365
RANKIN__MS	14110	47178	62768
SCOTT__MS	4268	6122	10522
SHARKEY__MS	1479	692	2190
SIMPSON__MS	3874	7393	11419
SMITH__MS	1617	5928	7627
STONE__MS	1573	5306	7045
SUNFLOWER__MS	6725	2794	9598
TALLAHATCHIE__MS	3337	2462	5870
TATE__MS	3926	7495	11627
TIPPAH__MS	1842	7240	9235
TISHOMINGO__MS	999	7166	8371
TUNICA__MS	2667	853	3567
UNION__MS	2012	9235	11496
WALTHALL__MS	2790	4056	6919
WARREN__MS	9284	9767	19416
WASHINGTON__MS	11380	5244	16825
WAYNE__MS	3524	5990	9599
WEBSTER__MS	1019	3976	5069
WILKINSON__MS	2857	1318	4218
WINSTON__MS	3850	4910	8881
YALOBUSHA__MS	2582	3376	6077
YAZOO__MS	5369	4598	10070
ADAIR__MO	3500	6030	10226
ANDREW__MO	2045	6665	9140
ATCHISON__MO	541	2060	2724
AUDRAIN__MO	2570	6981	10061
BARRY__MO	2710	11428	14605
BARTON__MO	795	4959	5939
BATES__MO	1618	6001	8023
BENTON__MO	2025	7213	9312
BOLLINGER__MO	705	4827	5676
BOONE__MO	41125	36200	83868
BUCHANAN__MO	12013	21320	35659
BUTLER__MO	3036	13650	17259
CALDWELL__MO	838	3232	4312
CALLAWAY__MO	4989	13057	19193
CAMDEN__MO	4768	16944	22514
CAPE_GIRARDEAU__MO	8492	27017	37038
CARROLL__MO	745	3480	4361
CARTER__MO	436	2324	2844
CASS__MO	14846	33098	50990
CEDAR__MO	1011	5021	6288
CHARITON__MO	888	2950	3969
CHRISTIAN__MO	8508	30946	41531
CLARK__MO	724	2458	3215
CLAY__MO	45304	57476	110176
CLINTON__MO	2572	7067	10208
COLE__MO	10913	24616	37374
COOPER__MO	1932	5624	7986
CRAWFORD__MO	1824	7724	9696
DADE__MO	637	3184	3951
DALLAS__MO	1272	5895	7453
DAVIESS__MO	730	2767	3593
DEKALB__MO	824	3540	4594
DENT__MO	978	5600	6791
DOUGLAS__MO	984	5486	6666
DUNKLIN__MO	2360	8026	10578
FRANKLIN__MO	12341	35430	50113
GASCONADE__MO	1520	5670	7445
GENTRY__MO	605	2304	3043
GREENE__MO	42728	78035	129231
GRUNDY__MO	780	3462	4310
HARRISON__MO	574	2965	3689
HENRY__MO	2357	7075	9866
HICKORY__MO	1016	3542	4724
HOLT__MO	347	1926	2355
HOWARD__MO	1283	3277	4868
HOWELL__MO	2881	13893	17455
IRON__MO	933	3173	4269
JACKSON__MO	71237	91557	173275
JASPER__MO	10572	35070	48326
JEFFERSON__MO	31568	69036	106238
JOHNSON__MO	5930	13719	21132
KNOX__MO	379	1416	1870
LACLEDE__MO	2553	12881	16051
LAFAYETTE__MO	4053	10988	15876
LAWRENCE__MO	2901	13089	16715
