_PARTIES	Democrat	Republican	Total
DOUGLAS__WI	11345	9659	22511
DUNN__WI	9026	11488	22091
EAU_CLAIRE__WI	27294	23311	54885
FLORENCE__WI	666	1897	2657
FOND_DU_LAC__WI	17391	31044	51327
FOREST__WI	1584	2788	4540
GRANT__WI	10046	12349	24321
GREEN__WI	9122	8693	18985
GREEN_LAKE__WI	2701	6213	9388
IOWA__WI	6669	4809	12260
IRON__WI	1273	2090	3497
JACKSON__WI	3821	4907	9272
JEFFERSON__WI	16561	23410	43146
JUNEAU__WI	4073	7123	11732
KENOSHA__WI	35771	36025	77076
KEWAUNEE__WI	3623	6616	10758
LA_CROSSE__WI	32406	26389	62968
LAFAYETTE__WI	3288	3977	7662
LANGLADE__WI	3260	6436	10132
LINCOLN__WI	5370	8400	14706
MANITOWOC__WI	14506	23193	40346
MARATHON__WI	26477	39013	69515
MARINETTE__WI	6243	12995	20046
MARQUETTE__WI	2809	4714	7893
MENOMINEE__WI	1003	269	1279
MILWAUKEE__WI	288797	125846	440247
MONROE__WI	7048	11352	19670
OCONTO__WI	5884	13253	19978
ONEIDA__WI	8104	12117	21473
OUTAGAMIE__WI	38087	49884	93868
OZAUKEE__WI	20168	30430	54523
PEPIN__WI	1345	2206	3739
PIERCE__WI	8382	11258	21189
POLK__WI	7570	13815	22749
PORTAGE__WI	18521	17306	38496
PRICE__WI	2669	4562	7577
RACINE__WI	42512	46611	94133
RICHLAND__WI	3577	4023	8055
ROCK__WI	39343	31488	76068
RUSK__WI	2171	4564	7087
ST__CROIX__WI	17486	26220	47508
SAUK__WI	14692	14791	31318
SAWYER__WI	3504	5185	9121
SHAWANO__WI	6056	12742	19751
SHEBOYGAN__WI	22956	32458	59655
TAYLOR__WI	2398	6589	9484
TREMPEALEAU__WI	5636	7364	13675
VERNON__WI	6352	6996	14213
VILAS__WI	4770	8169	13612
WALWORTH__WI	18706	28851	51324
WASHBURN__WI	3284	5404	9148
WASHINGTON__WI	20855	51729	78003
WAUKESHA__WI	79200	142521	239042
WAUPACA__WI	8440	16189	26024
WAUSHARA__WI	3792	7669	11999
WINNEBAGO__WI	37054	43448	87144
WOOD__WI	14232	21503	37800
ALBANY__WY	6890	7602	17060
BIG_HORN__WY	604	4067	5317
CAMPBELL__WY	1324	15778	18199
CARBON__WY	1279	4409	6374
CONVERSE__WY	668	5520	6654
CROOK__WY	273	3348	3826
FREMONT__WY	4200	11167	17023
GOSHEN__WY	924	4418	5796
HOT_SPRINGS__WY	400	1939	2586
JOHNSON__WY	638	3477	4417
LARAMIE__WY	11573	24847	40969
LINCOLN__WY	1105	6779	8875
NATRONA__WY	6577	23552	33348
NIOBRARA__WY	115	1116	1314
PARK__WY	2535	11115	15095
PLATTE__WY	719	3437	4529
SHERIDAN__WY	2927	10266	14510
SUBLETTE__WY	644	3409	4390
SWEETWATER__WY	3231	12154	17130
TETON__WY	7314	3921	12627
UINTA__WY	1202	6154	8470
WASHAKIE__WY	532	2911	3814
WESTON__WY	299	3033	3526
MAINE_UOCAVA__	3017	648	3986
FEDERAL_PRECINCT__	637	53	728
DISTRICT_1__AK	2573	3180	6638
DISTRICT_2__AK	1585	3188	5492
DISTRICT_3__AK	1241	5403	7613
DISTRICT_4__AK	4162	4070	9521
DISTRICT_5__AK	3187	3683	7906
DISTRICT_6__AK	2536	4929	8460
DISTRICT_7__AK	1510	5935	8294
DISTRICT_8__AK	1218	6126	8073
DISTRICT_9__AK	1843	6100	8954
DISTRICT_10__AK	1808	6255	9040
DISTRICT_11__AK	2142	6444	9689
DISTRICT_12__AK	1928	6629	9543
DISTRICT_13__AK	1684	4028	6533
DISTRICT_14__AK	3043	5978	10420
DISTRICT_15__AK	1828	2525	4982
DISTRICT_16__AK	3294	3203	7436
DISTRICT_17__AK	3290	2618	6788
DISTRICT_18__AK	3909	2684	7402
DISTRICT_19__AK	2669	1636	4792
DISTRICT_20__AK	4151	2187	7140
DISTRICT_21__AK	4224	3479	8647
DISTRICT_22__AK	3270	4203	8372
DISTRICT_23__AK	2894	3246	6924
DISTRICT_24__AK	3578	4709	9080
DISTRICT_25__AK	3378	3816	8127
DISTRICT_26__AK	3374	4548	8905
DISTRICT_27__AK	3729	4085	8783
DISTRICT_28__AK	4749	5423	11427
DISTRICT_29__AK	2101	6347	9394
DISTRICT_30__AK	1816	6194	8950
DISTRICT_31__AK	3466	5617	10182
DISTRICT_32__AK	2701	3764	7472
DISTRICT_33__AK	5978	2732	9934
DISTRICT_34__AK	4220	3955	9431
DISTRICT_35__AK	3749	4105	9042
DISTRICT_36__AK	2693	4460	8264
DISTRICT_37__AK	2421	1938	5062
DISTRICT_38__AK	2758	1143	5095
DISTRICT_39__AK	3142	1405	5639
DISTRICT_40__AK	2338	1377	4610
DISTRICT_99__	274	40	342
